tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magpsf_corr_ext,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,sigmagap_corr,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,candid_alert,step_id_corr,phase,parent_candid
"ztf",58258.185289400164,"504185284215015006",1,504185284215,20.7413,1,504,0.354751,18.3801,16.302639,"",18.33,"",0.046007,100,0.006789526,0.0608,"",186.4536272,33.5468165,0.626667,"","",18.334,0.0737,"",false,true,false,"","bulk_1.0.0",0,526200864215015040
"ztf",58270.174652799964,"516174654215010001",2,516174654215,20.47096,-1,516,0.3530359,19.162529,16.263706,"",19.2075,"",0.102947064,100,0.0071299244,0.1531,"",186.453662,33.5469623,0.81666666,"",0,19.2645,0.1984,672120242,false,true,false,"","bulk_1.0.0",0,526200864215015040
"ztf",58274.19937499985,"520199374215015012",2,520199374215,20.655275,1,520,0.236141,18.373432,16.054491,"",18.4143,"",0.049356006,100,0.0058312714,0.0709,"",186.4535721,33.5468268,0.78,"",0,18.3652,0.0823,672120242,false,true,false,"","bulk_1.0.0",0,526200864215015040
"ztf",58274.22225689981,"520222254215015004",1,520222254215,20.985851,1,520,0.3444054,18.199097,16.273954,"",18.269,"",0.03708649,100,0.006297362,0.0512,"",186.4535827,33.5468037,0.71666664,"",0,18.2712,0.0611,672120142,false,true,false,"","bulk_1.0.0",0,526200864215015040
"ztf",58280.20086809993,"526200864215015024",2,526200864215,20.486,1,526,0.08218444,18.181093,16.02991,"",18.1888,"",0.0432775,100,0.0059674466,0.0604,"",186.4535499,33.5468817,0.78333336,"",0,18.138,0.0703,672120242,false,true,false,"","bulk_1.0.0",0,544178744215015000
"ztf",58280.2263656999,"526226364215015009",1,526226364215,20.91871,1,526,0.43711624,18.466656,16.314987,"",18.5585,"",0.04718921,100,0.006503918,0.069,"",186.4537,33.5468491,0.8,"",0,18.5999,0.0861,672120142,false,true,false,"","bulk_1.0.0",0,544178744215015000
"ztf",58283.200069400016,"529200064215015023",2,529200064215,20.585648,1,529,0.1915771,18.644753,16.083231,"",18.6468,"",0.06482256,100,0.0061251656,0.0921,"",186.4535852,33.5469463,0.75333333,"",0,18.5832,0.1062,672120242,false,true,false,"","bulk_1.0.0",0,544178744215015000
"ztf",58283.238298600074,"529238294215015006",1,529238294215,20.724653,1,529,0.2363744,18.42853,16.309652,"",18.3889,"",0.047223084,100,0.0067081554,0.0626,"",186.4536354,33.5468712,0.76,"",0,18.3434,0.0726,672120142,false,true,false,"","bulk_1.0.0",0,544178744215015000
"ztf",58286.22211810015,"532222114215015011",1,532222114215,20.754644,1,532,0.43835256,19.152601,16.387438,"",19.2724,"",0.08950668,100,0.007011159,0.1314,"",186.4536972,33.5468549,0.8466667,"",0,19.2643,0.1576,672120142,false,true,false,"","bulk_1.0.0",0,544178744215015000
"ztf",58286.2832986,"532283294215015028",2,532283294215,20.292208,1,532,0.30482593,18.819513,16.098593,"",18.7377,"",0.08024801,100,0.006547357,0.1036,"",186.4534723,33.5469026,0.8433333,"",0,18.6717,0.1196,672120242,false,true,false,"","bulk_1.0.0",0,544178744215015000
"ztf",58289.218622699846,"535218624215015033",2,535218624215,20.001226,1,535,0.40251064,18.701975,16.08851,"",18.8686,"",0.09312357,100,0.008388305,0.1562,"",186.4535297,33.5469999,0.80333334,"",0,18.7861,0.1812,672120242,false,true,false,"","bulk_1.0.0",0,544178744215015000
"ztf",58295.17672450002,"541176724215010002",1,541176724215,19.723503,-1,541,0.34093487,19.302364,16.559517,"",19.1333,"",0.17919515,100,0.014328055,0.2523,"",186.4534518,33.5469148,0.53333336,"",0,19.2115,0.3446,672120142,false,true,false,"","bulk_1.0.0",0,544178744215015000
"ztf",58298.17874999996,"544178744215015007",1,544178744215,19.49351,1,544,0.6061844,19.00412,16.375044,"",19.0123,"",0.1409759,100,0.012517419,0.203,"",186.453744,33.5468163,0.77,"",0,19.1348,0.2876,672120142,false,true,false,"","bulk_1.0.0",0,553224694215015000
"ztf",58307.17758100014,"553177584215015011",2,553177584215,20.254677,1,553,0.052418742,18.177563,16.02942,"",18.1894,"",0.07869108,100,0.010881008,0.0792,"",186.4535784,33.5468787,0.70666665,"",0,18.2541,0.104,672120242,false,true,false,"","bulk_1.0.0",0,553224694215015000
"ztf",58307.224699100014,"553224694215015003",1,553224694215,20.299746,1,553,0.667954,18.502764,16.319893,"",18.6278,"",0.13316715,0.013077974,0.017833993,0.1018,"",186.4537573,33.5468008,0.62,"",0,18.7762,0.1436,672120142,true,true,false,"","bulk_1.0.0",0,0
"ztf",58430.529351899866,"676529354215015022",1,676529354215,20.649134,1,676,0.25412545,18.59923,16.332325,"",18.7819,"",0.09649935,100,0.011960862,0.0877,"",186.4536458,33.5468797,0.68333334,"t8_f5_c3",0,18.8439,0.1119,672120142,true,true,false,"","bulk_1.0.0",0,0
"ztf",58461.48840280017,"707488404215015005",1,707488404215,19.694578,1,707,0.38866076,18.150425,16.265533,"",17.9363,"",0.16456366,0.0266066,0.028998638,0.0723,"",186.4536453,33.5468127,0.6066667,"t8_f5_c3",0,17.9495,0.0909,672120142,false,true,false,"","bulk_1.0.0",0,732537214215015000
"ztf",58461.54806709988,"707548064215015026",2,707548064215,20.439882,1,707,0.19034427,17.804047,15.969463,"",17.8134,"",0.08006604,0.0017187066,0.014777981,0.044,"",186.4536013,33.5468444,0.79333335,"t8_f5_c3",0,17.8281,0.0541,672120242,false,true,false,"","bulk_1.0.0",0,732537214215015000
"ztf",58464.50655090017,"710506554215015028",1,710506554215,20.698597,1,710,0.62386584,18.67822,16.34181,"",18.7681,"",0.08113458,100,0.009432818,0.0802,"",186.453753,33.5468196,0.70666665,"t8_f5_c3",0,18.666,0.088,672120142,false,true,false,"","bulk_1.0.0",0,732537214215015000
"ztf",58464.550520800054,"710550524215015018",2,710550524215,20.258423,1,710,0.173341,18.254717,16.039768,"",18.3961,"",0.09737935,100,0.012661576,0.0927,"",186.4535945,33.5468472,0.61333334,"t8_f5_c3",0,18.4741,0.1226,672120242,false,true,false,"","bulk_1.0.0",0,726495854215010000
"ztf",58471.549097199924,"717549094215010005",2,717549094215,20.517523,-1,717,0.26861024,18.81278,16.29267,"",18.8117,"",0.11001307,100,0.0107994,0.1051,"",186.4536456,33.5468432,0.7,"t8_f5_c3",0,18.8104,0.1289,672120242,false,true,false,"","bulk_1.0.0",0,726495854215010000
"ztf",58480.49585650023,"726495854215010005",1,726495854215,19.901615,-1,726,0.090424195,18.0733,16.75929,"",18.1274,"",0.0760742,0.013567442,0.022679504,0.0686,"",186.4535516,33.5468768,0.8566667,"t8_f5_c3",0,18.1708,0.0897,672120142,false,true,false,"","bulk_1.0.0",0,754494384215015000
"ztf",58480.54541670019,"726545414215010005",2,726545414215,19.879547,-1,726,0.21127684,17.573492,16.547518,"",17.5685,"",0.05852293,100,0.022747649,0.0427,"",186.4535646,33.5468341,0.85,"t8_f5_c3",0,17.5373,0.0518,672120242,false,true,false,"","bulk_1.0.0",0,754494384215015000
"ztf",58486.50657409988,"732506574215015028",2,732506574215,20.588518,1,732,0.14619216,18.748245,16.0926,"",18.5926,"",0.12880705,100,0.01116044,0.0845,"",186.4535255,33.5468871,0.63666666,"t8_f5_c3",0,18.6962,0.1128,672120242,false,true,false,"","bulk_1.0.0",0,754494384215015000
"ztf",58486.537210599985,"732537214215015011",1,732537214215,20.469446,1,732,0.3050399,18.299301,16.29033,"",18.3196,"",0.0846569,0.0061518457,0.013306811,0.0551,"",186.4536364,33.5468374,0.80333334,"t8_f5_c3",0,18.3095,0.0656,672120142,false,true,false,"","bulk_1.0.0",0,754494384215015000
"ztf",58491.483923600055,"737483924215015032",1,737483924215,20.287258,1,737,0.54691756,19.4398,16.407387,"",19.7529,"",0.17845592,100,0.010928622,0.2394,"",186.453735,33.5468388,0.68,"t8_f5_c3",0,19.5926,0.253,672120142,false,true,false,"","bulk_1.0.0",0,754494384215015000
"ztf",58508.494386599865,"754494384215015041",2,754494384215,19.687468,1,754,0.49708328,18.9172,16.106241,"",19.0649,"",0.18549597,100,0.01393,0.1959,"",186.4537268,33.5469513,0.5157143,"t15_f5_c3",0,19.3174,0.3104,672120242,false,true,false,"","bulk_1.0.0",0,754555684215015000
"ztf",58508.555682899896,"754555684215015010",1,754555684215,19.382446,1,754,0.46688202,18.596819,16.332026,"",18.8573,"",0.12566292,0.009654251,0.015605941,0.1671,"",186.4535709,33.5467683,0.71,"t15_f5_c3",0,19.0446,0.2507,672120142,false,true,false,"","bulk_1.0.0",0,772459104215010000
"ztf",58511.446666699834,"757446664215015011",1,757446664215,20.5151,1,757,0.27978584,18.061169,16.249264,"",18.2161,"",0.07414876,0.008136908,0.0139746815,0.0622,"",186.4536433,33.5468543,0.7157143,"t15_f5_c3",0,18.2132,0.0761,672120142,false,true,false,"","bulk_1.0.0",0,772459104215010000
"ztf",58522.53391199978,"768533914215010008",2,768533914215,20.634024,-1,768,0.24384695,18.691833,16.305302,"",18.8199,"",0.08678855,100,0.00963495,0.103,"",186.4535075,33.5468564,0.67142856,"t15_f5_c3",0,18.7562,0.1191,672120242,false,true,false,"","bulk_1.0.0",0,792311001015010000
"ztf",58526.45910880016,"772459104215010003",1,772459104215,20.303377,-1,772,0.32475448,19.165253,16.571266,"",19.2478,"",0.17452791,0.004751759,0.016005531,0.1581,"",186.453482,33.5468403,0.5371429,"t15_f5_c3",0,19.1393,0.1761,672120142,false,true,false,"","bulk_1.0.0",0,792311001015010000
"ztf",58526.49027779978,"772490274215010004",2,772490274215,19.67384,-1,772,0.44855925,18.16152,16.383993,"",18.4331,"",0.13146755,0.013847047,0.025574556,0.1166,"",186.453598,33.5467684,0.66,"t15_f5_c3",0,18.3963,0.1413,672120242,false,true,false,"","bulk_1.0.0",0,792311001015010000
"ztf",58546.28840279998,"792288404215010005",1,792288404215,20.515541,-1,792,0.32138544,18.51679,16.655836,"",18.6283,"",0.10824717,0.010357322,0.019500025,0.0686,"",186.4535356,33.546813,0.6685714,"t15_f5_c3",0,18.625,0.0826,672120142,false,true,false,"","bulk_1.0.0",0,813258254215015000
"ztf",58546.31100689992,"792311001015010007",2,792311001015,20.418217,-1,792,0.15764529,18.341923,16.410349,"",18.3715,"",0.071846,100,0.012127551,0.0693,"",186.4535354,33.5468455,0.7185714,"t15_f5_c3",0,18.3738,0.0846,1714120210,false,true,false,"","bulk_1.0.0",0,813258254215015000
"ztf",58556.28733799979,"802287334215020022",2,802287334215,20.196156,-1,802,0.5606317,18.995308,16.2763,"",19.0774,"",0.1343955,100,0.010984533,0.156,"",186.4534056,33.5468218,0.55142856,"t15_f5_c3",0,19.2073,0.2184,672120242,false,true,false,"","bulk_1.0.0",0,813258254215015000
"ztf",58559.28717589984,"805287174215015024",2,805287174215,20.012651,1,805,0.29105368,18.501083,16.068813,"",18.6037,"",0.09795267,100,0.010425772,0.1265,"",186.4536723,33.5468779,0.74142855,"t15_f5_c3",0,18.6809,0.1702,672120242,false,true,false,"","bulk_1.0.0",0,813258254215015000
"ztf",58559.3177894,"805317784215015011",1,805317784215,19.77762,1,805,0.5878081,18.53573,16.32425,"",18.5207,"",0.09813429,0.0039561763,0.012800548,0.1224,"",186.4536653,33.5467557,0.79285717,"t15_f5_c3",0,18.5645,0.1609,672120142,false,true,false,"","bulk_1.0.0",0,813258254215015000
"ztf",58561.28758100001,"807287581015015013",1,807287581015,18.932909,1,807,0.520645,18.473524,16.30211,"",18.4518,"",0.13642363,0.012227968,0.018463941,0.1897,"",186.4536993,33.5468121,0.63,"t15_f5_c3",0,18.3895,0.2287,1714120110,false,true,false,"","bulk_1.0.0",0,813258254215015000
"ztf",58567.25825229986,"813258254215015008",1,813258254215,20.727617,1,813,0.15922326,18.326572,16.29457,"",18.5137,"",0.09325597,0.008101087,0.014350808,0.0704,"",186.4536149,33.546882,0.68,"t15_f5_c3",0,18.5246,0.0857,672120142,false,true,false,"","bulk_1.0.0",0,813405831015015000
"ztf",58567.4058333002,"813405831015015010",1,813405831015,19.811308,1,813,0.24011908,18.659504,16.325495,"",18.6938,"",0.16081259,0.012299724,0.018737694,0.1329,"",186.4536025,33.546833,0.67142856,"t15_f5_c3",0,18.7082,0.1691,1714120110,false,true,false,"","bulk_1.0.0",0,838273194215010000
"ztf",58575.28968749987,"821289684215010006",1,821289684215,20.826796,-1,821,0.3547711,18.737143,16.620493,"",18.7388,"",0.15711491,0.015633177,0.022364402,0.0869,"",186.4534974,33.5469818,0.2557143,"t15_f5_c3",0,18.7164,0.1034,672120142,false,true,false,"","bulk_1.0.0",0,846214964215010000
"ztf",58580.25767360022,"826257674215010004",1,826257674215,20.659668,-1,826,0.5974843,19.434053,16.549646,"",19.576,"",0.17233303,100,0.0120949885,0.1816,"",186.4533719,33.5469469,0.5928571,"t15_f5_c3",0,19.5074,0.2082,672120142,false,true,false,"","bulk_1.0.0",0,846214964215010000
"ztf",58580.28384259995,"826283844215010003",2,826283844215,20.700844,-1,826,0.087032415,18.45526,16.335049,"",18.5692,"",0.14683954,0.0034013868,0.02083335,0.082,"",186.4535506,33.5468787,0.25857142,"t15_f5_c3",0,18.5501,0.0987,672120242,false,true,false,"","bulk_1.0.0",0,846214964215010000
"ztf",58580.34980319999,"826349801015010006",2,826349801015,20.41443,-1,826,0.37738255,18.910458,16.338099,"",18.991,"",0.13621956,100,0.012743709,0.1367,"",186.4536529,33.5469591,0.66571426,"t15_f5_c3",0,19.0766,0.1821,1714120210,false,true,false,"","bulk_1.0.0",0,846214964215010000
"ztf",58583.28178239986,"829281784215010003",2,829281784215,20.191168,-1,829,0.6533216,19.021595,16.27418,"",18.8986,"",0.10576382,100,0.008421141,0.12,"",186.4533607,33.5468452,0.7657143,"t15_f5_c3",0,18.8122,0.1365,672120242,false,true,false,"","bulk_1.0.0",0,846214964215010000
"ztf",58592.19197920011,"838191974215010006",1,838191974215,19.05793,-1,838,0.1124614,18.314938,16.696552,"",18.2341,"",0.11510291,0.019439911,0.025925819,0.1955,"",186.4535411,33.5469238,0.48714286,"t15_f5_c3",0,18.1699,0.2359,672120142,false,true,false,"","bulk_1.0.0",0,846214964215010000
"ztf",58592.27319440013,"838273194215010000",2,838273194215,19.498268,-1,838,0.12895845,17.736935,16.490086,"",17.8189,"",0.0544694,100,0.017274795,0.0972,"",186.4535773,33.5468569,0.52428573,"t15_f5_c3",0,17.8168,0.1235,672120242,false,true,false,"","bulk_1.0.0",0,846214964215010000
"ztf",58593.32035879977,"839320351015010001",2,839320351015,19.635334,-1,839,0.03734259,18.56504,16.376827,"",18.4779,"",0.11772264,100,0.01568826,0.1523,"",186.4535666,33.5468682,0.4542857,"t15_f5_c3",0,18.2422,0.1555,1714120210,false,true,false,"","bulk_1.0.0",0,846214964215010000
"ztf",58596.21344910003,"842213444215010008",1,842213444215,20.677,-1,842,0.4413567,18.904835,16.598597,"",18.8876,"",0.09753645,100,0.011659279,0.0922,"",186.4536383,33.5467913,0.68,"t15_f5_c3",0,18.8287,0.1063,672120142,false,true,false,"","bulk_1.0.0",0,846214964215010000
"ztf",58596.26049769996,"842260494215010007",2,842260494215,20.233685,-1,842,0.3513475,18.34459,16.351707,"",18.3975,"",0.09336313,100,0.014894376,0.083,"",186.4534707,33.546845,0.64428574,"t15_f5_c3",0,18.3982,0.103,672120242,false,true,false,"","bulk_1.0.0",0,846214964215010000
"ztf",58600.21496530017,"846214964215010007",1,846214964215,20.729937,-1,846,0.14663748,18.352327,16.688307,"",18.3771,"",0.060954817,100,0.013164354,0.0567,"",186.4535622,33.5469407,0.71428573,"t15_f5_c3",0,18.3788,0.0688,672120142,false,true,false,"","bulk_1.0.0",0,868171414215015000
"ztf",58602.26130789984,"848261301015010004",2,848261301015,20.34421,-1,848,0.16761735,17.90199,16.506002,"",17.8878,"",0.07808269,100,0.02158536,0.0512,"",186.4536227,33.546874,0.77,"t15_f5_c3",0,17.8986,0.0636,1714120210,false,true,false,"","bulk_1.0.0",0,868171414215015000
"ztf",58606.21269680001,"852212694215010003",2,852212694215,20.693913,-1,852,0.20347098,18.338764,16.352638,"",18.4718,"",0.081453234,100,0.013075495,0.0751,"",186.4535462,33.5469452,0.34285715,"t15_f5_c3",0,18.4153,0.0872,672120242,false,true,false,"","bulk_1.0.0",0,881196624215010000
"ztf",58612.20853010006,"858208534215010007",2,858208534215,20.5799,-1,858,0.215404,19.7054,16.234514,"",19.912,"",0.180032,100,0.007361994,0.2882,"",186.4535242,33.5469351,0.465714,"t15_f5_c3","",19.9325,0.3595,"",false,true,false,"","bulk_1.0.0",0,887278784215010000
"ztf",58622.17141199997,"868171414215015007",1,868171414215,19.509533,1,868,0.37549508,18.455116,16.313389,"",18.4294,"",0.12969615,0.013422886,0.018039983,0.1415,"",186.453672,33.5468423,0.9628571,"t17_f5_c3",0,18.4242,0.1788,672120142,false,true,false,"","bulk_1.0.0",0,887278784215010000
"ztf",58628.30322920019,"874303224215010002",2,874303224215,20.527134,-1,874,0.04660232,18.422836,16.33973,"",18.5968,"",0.0865949,100,0.012713041,0.0925,"",186.453576,33.54688,0.6742857,"t17_f5_c3",0,18.6463,0.1192,672120242,false,true,false,"","bulk_1.0.0",0,887278784215010000
"ztf",58635.196620400064,"881196624215010009",1,881196624215,20.840048,-1,881,0.20733455,18.65174,16.633215,"",18.6582,"",0.10769815,0.0044431584,0.016780244,0.0748,"",186.4535434,33.5469549,0.95428574,"t17_f5_c3",0,18.6427,0.0893,672120142,false,true,false,"","bulk_1.0.0",0,887278784215010000
"ztf",58635.237141199876,"881237144215010001",2,881237144215,20.831524,-1,881,0.24839671,18.278545,16.362625,"",18.3014,"",0.12772655,0.005828022,0.021873223,0.06,"",186.4536565,33.5468794,0.6257143,"t17_f5_c3",0,18.3106,0.0737,672120242,false,true,false,"","bulk_1.0.0",0,887278784215010000
"ztf",58638.22541669989,"884225414215010009",2,884225414215,20.638508,-1,884,0.21177815,18.504442,16.328249,"",18.5872,"",0.09906834,100,0.013349269,0.0841,"",186.4535578,33.5468406,0.9457143,"t17_f5_c3",0,18.6256,0.1066,672120242,false,true,false,"","bulk_1.0.0",0,887278784215010000
"ztf",58641.278784700204,"887278784215010009",2,887278784215,20.655176,-1,887,0.049232997,18.115704,16.393135,"",18.1051,"",0.08070052,100,0.01651388,0.0551,"",186.4535852,33.5469035,0.86142856,"t17_f5_c3",0,18.0731,0.0653,672120242,false,true,false,"","bulk_1.0.0",0,916204424215010000
"ztf",58644.25984949991,"890259844215010002",2,890259844215,19.989878,-1,890,0.09494426,18.341516,16.352198,"",18.4937,"",0.11863213,100,0.018987805,0.1173,"",186.4536058,33.5468879,0.8042857,"t17_f5_c3",0,18.5163,0.1507,672120242,false,true,false,"","bulk_1.0.0",0,916204424215010000
"ztf",58647.23825229984,"893238254215010001",2,893238254215,19.788507,-1,893,0.09294016,18.35014,16.350824,"",18.2843,"",0.09303029,100,0.0147536,0.1069,"",186.4535688,33.5468673,0.92714286,"t17_f5_c3",0,18.318,0.1393,672120242,false,true,false,"","bulk_1.0.0",0,916204424215010000
"ztf",58661.199826399796,"907199824215010005",2,907199824215,20.383692,-1,907,0.19341025,17.790064,16.473764,"",17.7972,"",0.063718386,100,0.018955927,0.0463,"",186.4536055,33.5468445,0.9342857,"t17_f5_c3",1,17.8036,0.0575,672120242,false,true,false,"","bulk_1.0.0",0,919206254215010000
"ztf",58661.225335599855,"907225334215010005",1,907225334215,20.283981,-1,907,0.21919772,18.491142,16.660522,"",18.4661,"",0.11620202,0.013712428,0.021526117,0.0768,"",186.4535257,33.5469505,0.9,"t17_f5_c3",1,18.4585,0.0945,672120142,false,true,false,"","bulk_1.0.0",0,919206254215010000
"ztf",58667.20832179999,"913208324215010005",1,913208324215,20.47727,-1,913,0.04311292,18.138838,16.740494,"",18.0106,"",0.08091871,0.013385699,0.022320863,0.0502,"",186.4535792,33.5468955,0.93142855,"t17_f5_c3",1,17.9755,0.0601,672120142,false,true,false,"","bulk_1.0.0",0,919206254215010000
"ztf",58667.22769680014,"913227694215010004",2,913227694215,20.253954,-1,913,0.16536234,17.664694,16.514038,"",17.6695,"",0.05722195,100,0.019828977,0.0452,"",186.4536239,33.5468717,0.9457143,"t17_f5_c3",1,17.6524,0.0554,672120242,false,true,false,"","bulk_1.0.0",0,919206254215010000
"ztf",58670.1879166998,"916187914215010006",2,916187914215,20.030714,-1,916,0.2245669,18.23324,16.370577,"",18.3603,"",0.10675914,100,0.01920169,0.089,"",186.4536307,33.5468508,0.9657143,"t17_f5_c3",0.9999931,18.2816,0.1033,672120242,false,true,false,"","bulk_1.0.0",0,919206254215010000
"ztf",58670.204421299975,"916204424215010007",1,916204424215,20.090654,-1,916,0.32715383,19.03432,16.584103,"",19.0436,"",0.16055688,0.0065844334,0.016808992,0.1447,"",186.4535457,33.54699,0.9514286,"t17_f5_c3",0.9982601,19.0462,0.1806,672120142,false,true,false,"","bulk_1.0.0",0,919206254215010000
"ztf",58673.206249999814,"919206254215010001",2,919206254215,20.226875,-1,919,0.106289975,18.190208,16.3785,"",18.1266,"",0.13600133,0.014126968,0.025636563,0.0734,"",186.4536061,33.5468792,0.75714284,"t17_f5_c3",0.97139144,18.0662,0.0869,672120242,false,true,false,"","bulk_1.0.0",0,922195164215010000
"ztf",58676.18556710007,"922185564215010003",1,922185564215,19.579237,-1,922,0.47472137,18.717384,16.623335,"",18.6636,"",0.11888784,0.0064381235,0.017278953,0.1637,"",186.4536303,33.5470215,0.9285714,"t17_f5_c3",0.99996173,18.5774,0.192,672120142,false,true,false,"","bulk_1.0.0",0,922195164215010000
"ztf",58676.195162000135,"922195164215010003",2,922195164215,19.729496,-1,922,0.07695705,18.143232,16.387587,"",18.0314,"",0.12223006,0.011101315,0.024261635,0.0881,"",186.4535489,33.5468884,0.76857144,"t17_f5_c3",0.9999547,17.9996,0.1081,672120242,true,true,false,"","bulk_1.0.0",0,0
"ztf",58789.514594899956,"1035514594215010004",1,1035514594215,19.939768,-1,1035,0.6208461,18.929844,16.595646,"",18.8957,"",0.21145964,0.01904056,0.024634741,0.1526,"",186.4533571,33.54688,0.8542857,"t17_f5_c3",0.999764,18.8241,0.1788,672120142,true,true,false,"","bulk_1.0.0",0,0
"ztf",58828.551076400094,"1074551074215010004",1,1074551074215,19.508251,-1,1074,0.27930653,18.599344,16.641611,"",18.5239,"",0.11088007,0.008240736,0.018270899,0.1299,"",186.4534714,33.5468936,0.95428574,"t17_f5_c3",0.99997747,18.6519,0.1854,672120142,false,true,false,"","bulk_1.0.0",0,1081485394215010000
"ztf",58831.55031249998,"1077550314215010005",1,1077550314215,19.42204,-1,1077,0.33693993,18.530231,16.653433,"",18.3425,"",0.14282808,0.019266447,0.025356788,0.1136,"",186.4535321,33.5468088,0.9042857,"t17_f5_c3",0.9999889,18.37,0.1482,672120142,false,true,false,"","bulk_1.0.0",0,1095504134215010000
"ztf",58835.485393499956,"1081485394215010084",2,1081485394215,19.457806,-1,1081,0.973959,18.948439,16.280222,"",18.9755,"",0.14690968,100,0.0125824055,0.1922,"",186.4534136,33.5466541,0.58428574,"t17_f5_c3",0.999297,18.8307,0.2124,672120242,false,true,false,"","bulk_1.0.0",0,1095504134215010000
"ztf",58835.553379599936,"1081553374215010045",1,1081553374215,19.803484,-1,1081,0.57034916,19.402054,16.551928,"",19.4192,"",0.17120555,100,0.012401302,0.246,"",186.453404,33.5468122,0.73,"t17_f5_c3",0.99836934,19.5684,0.3564,672120142,false,true,false,"","bulk_1.0.0",0,1095504134215010000
"ztf",58846.550763899926,"1092550764215010008",1,1092550764215,20.826853,-1,1092,0.1280813,18.269175,16.707132,"",18.1893,"",0.07582933,0.004857541,0.017989552,0.0468,"",186.4536033,33.5468821,0.8914286,"t17_f5_c3",0.99999976,18.142,0.0546,672120142,false,true,false,"","bulk_1.0.0",0,1117499714215010000
"ztf",58849.50413190015,"1095504134215010014",1,1095504134215,20.781178,-1,1095,0.05452681,18.168203,16.73253,"",18.1194,"",0.076688536,0.010166479,0.020439079,0.0447,"",186.4535681,33.5469146,0.94285715,"t17_f5_c3",0.9999997,18.0801,0.0526,672120142,false,true,false,"","bulk_1.0.0",0,1117499714215010000
"ztf",58852.536574100144,"1098536574215010006",1,1098536574215,20.85186,-1,1098,0.16586365,18.487385,16.66122,"",18.4428,"",0.10611877,0.01067394,0.019739049,0.059,"",186.4535186,33.546874,0.88285714,"t17_f5_c3",0.9999864,18.3847,0.0681,672120142,false,true,false,"","bulk_1.0.0",0,1117499714215010000
"ztf",58852.54741899995,"1098547414215010015",2,1098547414215,20.538736,-1,1098,0.3121194,17.87071,16.450884,"",17.9577,"",0.059981372,100,0.016221318,0.0469,"",186.4535998,33.5468078,0.91,"t17_f5_c3",0.9999953,17.9914,0.0595,672120242,false,true,false,"","bulk_1.0.0",0,1117499714215010000
"ztf",58855.50805559987,"1101508054215010018",1,1101508054215,20.522383,-1,1101,0.2234104,18.644638,16.634325,"",18.5624,"",0.12245667,0.01035441,0.019224592,0.0706,"",186.4536347,33.5468746,0.9185714,"t17_f5_c3",0.99999917,18.4943,0.0813,672120142,false,true,false,"","bulk_1.0.0",0,1117499714215010000
"ztf",58862.46115740016,"1108461154215010003",1,1108461154215,19.574394,-1,1108,0.094616875,18.238472,16.714546,"",18.0802,"",0.10152448,0.017836686,0.024945956,0.0929,"",186.4535472,33.5468776,0.93857145,"t17_f5_c3",0.9999995,17.9137,0.1015,672120142,false,true,false,"","bulk_1.0.0",0,1117499714215010000
"ztf",58871.456770800054,"1117456774215010010",1,1117456774215,20.387938,-1,1117,0.49658382,18.430637,16.67211,"",18.5146,"",0.07864082,100,0.0155681595,0.0662,"",186.4536419,33.5467752,0.93142855,"t17_f5_c3",0.9999994,18.4343,0.0752,672120142,false,true,false,"","bulk_1.0.0",0,1117499714215010000
"ztf",58871.49971059989,"1117499714215010007",2,1117499714215,20.154112,-1,1117,0.2651063,17.881136,16.448082,"",18.0312,"",0.08187321,100,0.021873606,0.0557,"",186.4535761,33.5468185,0.95,"t17_f5_c3",0.9999989,17.9892,0.0663,672120242,false,true,false,"","bulk_1.0.0",0,1145394454215010000
"ztf",58875.45214120019,"1121452144215010013",1,1121452144215,20.60312,-1,1121,0.18237288,18.308376,16.698036,"",18.3922,"",0.08931447,0.01075646,0.02026683,0.0543,"",186.4535074,33.5468822,0.94285715,"t17_f5_c3",0.9978874,18.3615,0.0639,672120142,false,true,false,"","bulk_1.0.0",0,1145394454215010000
"ztf",58875.5178704001,"1121517874215010014",2,1121517874215,20.502031,-1,1121,0.17758128,17.785362,16.475166,"",17.8442,"",0.050463825,100,0.0150974,0.0414,"",186.4536055,33.5468503,0.93714285,"t17_f5_c3",0.99999994,17.8756,0.0521,672120242,false,true,false,"","bulk_1.0.0",0,1145394454215010000
"ztf",58878.36234949995,"1124362344215010010",2,1124362344215,20.065266,-1,1124,0.28953052,18.106398,16.39505,"",18.1913,"",0.08220869,100,0.016997248,0.0639,"",186.4534925,33.5468485,0.92,"t17_f5_c3",0.99999964,18.2611,0.0842,672120242,false,true,false,"","bulk_1.0.0",0,1145394454215010000
"ztf",58878.518472199794,"1124518474215010011",1,1124518474215,20.353489,-1,1124,0.17648187,18.307554,16.698223,"",18.3799,"",0.08072462,0.006404397,0.018334689,0.0601,"",186.4535561,33.5468505,0.93857145,"t17_f5_c3",0.99999845,18.393,0.0747,672120142,false,true,false,"","bulk_1.0.0",0,1145394454215010000
