tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magpsf_corr_ext,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,sigmagap_corr,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,candid_alert,step_id_corr,phase,parent_candid
"ztf",59711.27655090019,"1957276554215015007",2,1957276554215,19.43,1,1957,0.77850074,18.520466,16.07086,"",18.7728,"",0.16767935,0.0069883484,0.017564556,0.1852,"",186.4538019,33.5470022,0.79,"t17_f5_c3",0.9897438,18.7031,0.22,672120242,true,true,false,"","correction_1.0.6",0,""
"ztf",59718.20587959979,"1964205874215015011",2,1964205874215,20.45243,1,1964,0.6091074,18.252705,16.039507,"",18.2859,"",0.09961329,100,0.012972938,0.0725,"",186.4537218,33.5470122,0.88857144,"t17_f5_c3",0.99717367,18.2206,0.0838,672120242,true,true,false,"","correction_1.0.6",0,""
"ztf",59724.21609950019,"1970216094215010002",1,1970216094215,20.65025,-1,1970,0.68257576,18.923767,16.596355,"",18.7889,"",0.10932335,100,0.012815875,0.0927,"",186.4534434,33.5467368,0.8471429,"t17_f5_c3",0.9999232,18.7227,0.1071,672120142,true,true,false,"","correction_1.0.6",0,""
"ztf",59740.193136599846,"1986193134215010002",2,1986193134215,19.769264,-1,1986,0.4210724,18.70867,16.303448,"",19.1596,"",0.19733794,0.008070833,0.021533864,0.2367,"",186.4535586,33.5467754,0.6642857,"t17_f5_c3",0.99237704,19.1288,0.2909,672120242,true,true,false,"","1.1.2",0,""
"ztf",59876.52376159979,"2122523764215010003",2,2122523764215,19.544504,-1,2122,0.67950916,18.690197,16.305483,"",18.685,"",0.11412743,100,0.012691251,0.1459,"",186.4537359,33.5467571,0.9257143,"t17_f5_c3",0.9998679,18.4758,0.1517,672120242,true,true,false,"","1.1.6",0,""
"ztf",59876.52623840002,"2122526234215010003",2,2122526234215,19.542013,-1,2122,0.6733264,18.53253,16.324518,"",18.8403,"",0.1278528,100,0.016730381,0.1715,"",186.453434,33.5467441,0.91714287,"t17_f5_c3",0.99962974,19.0222,0.2559,672120242,true,true,false,"","1.1.6",0,""
"ztf",59876.52871529991,"2122528714215010002",2,2122528714215,19.634228,-1,2122,0.89063346,18.431192,16.338509,"",18.4923,"",0.15963662,0.010700353,0.023230506,0.1205,"",186.4533043,33.5467828,0.7442857,"t17_f5_c3",0.993417,18.2776,0.1246,672120242,true,true,false,"","1.1.6",0,""
"ztf",59876.53119210014,"2122531194215010003",2,2122531194215,19.616915,-1,2122,0.79850084,18.517542,16.326496,"",18.5219,"",0.13492464,100,0.017933816,0.1243,"",186.4533174,33.546825,0.9014286,"t17_f5_c3",0.99767005,18.4912,0.1524,672120242,true,true,false,"","1.1.6",0,""
"ztf",59878.52109949989,"2124521094215010001",2,2124521094215,19.777641,-1,2124,0.6147056,18.42966,16.338732,"",18.3783,"",0.107034385,100,0.015600961,0.1069,"",186.4533918,33.5468107,0.93714285,"t17_f5_c3",0.99999964,18.371,0.1337,672120242,true,true,false,"","1.1.6",0,""
"ztf",59878.52365740016,"2124523654215010001",2,2124523654215,19.785133,-1,2124,0.5118837,18.277721,16.362766,"",18.2835,"",0.090752855,100,0.015555284,0.0974,"",186.4534118,33.5468439,0.9514286,"t17_f5_c3",0.9999207,18.1937,0.113,672120242,true,true,false,"","1.1.6",0,""
"ztf",59878.526203699876,"2124526204215010002",2,2124526204215,19.779179,-1,2124,0.47549507,18.201174,16.376446,"",18.3573,"",0.08567239,100,0.015956938,0.1074,"",186.4534235,33.5468471,0.86,"t17_f5_c3",0.999956,18.2326,0.1207,672120242,true,true,false,"","1.1.6",0,""
"ztf",59878.53130789986,"2124531304215010002",2,2124531304215,19.801489,-1,2124,0.5041558,18.221104,16.372774,"",18.34,"",0.106296815,100,0.01937261,0.1061,"",186.4534202,33.5468328,0.95428574,"t17_f5_c3",0.9999968,18.3782,0.1387,672120242,true,true,false,"","1.1.6",0,""
"ztf",59879.52665509982,"2125526654215010003",2,2125526654215,19.555933,-1,2125,0.35839567,17.923939,16.436928,"",18.0413,"",0.077971675,100,0.019821301,0.0675,"",186.453565,33.5467925,0.89857143,"t17_f5_c3",0.9997587,17.9927,0.0812,672120242,true,true,false,"","1.1.6",0,""
"ztf",59879.53428239981,"2125534284215010002",2,2125534284215,19.677872,-1,2125,0.5081644,18.140356,16.388159,"",17.9427,"",0.097548,100,0.019424044,0.0697,"",186.4536205,33.5467554,0.92,"t17_f5_c3",0.9999999,17.8797,0.0827,672120242,true,true,false,"","1.1.6",0,""
"ztf",59893.492071799934,"2139492074215010003",2,2139492074215,18.7823,-1,2139,0.9694461,17.743198,16.488106,"",17.8167,"",0.11881857,0.028957741,0.03739793,0.0858,"",186.4533143,33.5467273,0.68714285,"t17_f5_c3",0.9959104,17.8324,0.1107,672120242,true,true,false,"","1.1.6",0,""
"ztf",59909.485694400035,"2155485694215010009",1,2155485694215,20.352278,-1,2155,0.45880684,19.020573,16.585552,"",18.8211,"",0.15672661,0.006085945,0.01663928,0.1111,"",186.4534105,33.5469,0.78,"t17_f5_c3",0.98952746,18.7973,0.1352,672120142,true,true,false,"","1.1.6",0,""
"ztf",59914.48712959979,"2160487124215010026",1,2160487124215,20.22439,-1,2160,0.64418644,18.476267,16.6633,"",18.5754,"",0.0934188,0.005711967,0.017589265,0.0764,"",186.4534719,33.546736,0.9085714,"t17_f5_c3",0.9998305,18.4858,0.0868,672120142,true,true,false,"","1.1.6",0,""
"ztf",59923.43239580002,"2169432394215010003",1,2169432394215,19.380234,-1,2169,0.32105052,18.513947,16.65635,"",18.5995,"",0.14756782,0.020924265,0.026665704,0.1854,"",186.4534572,33.5469056,0.92142856,"t17_f5_c3",0.9998081,18.478,0.2116,672120142,true,true,false,"","1.1.6",0,""
"ztf",59923.494386599865,"2169494384215010004",2,2169494384215,19.7579,-1,2169,0.810094,18.3633,16.348751,"",18.3303,"",0.084823,100,0.013264593,0.1097,"",186.4534619,33.5466854,0.922857,"t17_f5_c3","",18.337,0.1396,"",false,true,false,"","1.1.6",0,2176498514215010000
"ztf",59930.49851850001,"2176498514215010003",1,2176498514215,19.742332,-1,2176,0.79429746,18.819052,16.60932,"",18.5689,"",0.14036947,0.009260955,0.018339178,0.1196,"",186.4532975,33.5469092,0.83,"t17_f5_c3",0.99670434,18.5249,0.1449,672120142,true,true,false,"","1.1.6",0,""
"ztf",59933.435011600144,"2179435014215010005",1,2179435014215,19.977983,-1,2179,0.34668565,18.12775,16.743572,"",18.0132,"",0.08518785,0.01568179,0.023807077,0.0713,"",186.45348,33.5468328,0.87,"t17_f5_c3",0.9998945,17.9441,0.0839,672120142,true,true,false,"","1.1.6",0,""
"ztf",59933.50864579994,"2179508644215010002",2,2179508644215,19.09419,-1,2179,0.33702362,17.759598,16.482996,"",17.8313,"",0.12012334,0.028620802,0.03706692,0.1375,"",186.4534851,33.5468343,0.75857145,"t17_f5_c3",0.9999753,17.7702,0.1654,672120242,true,true,false,"","1.1.6",0,""
"ztf",59935.45281249983,"2181452814215010008",1,2181452814215,20.651493,-1,2181,0.3567072,18.21095,16.721416,"",18.1027,"",0.072071485,0.0051078564,0.018278876,0.0498,"",186.4534884,33.5468224,0.94,"t17_f5_c3",0.9999831,18.0948,0.0609,672120142,true,true,false,"","1.1.6",0,""
"ztf",59937.496076399926,"2183496074215010006",1,2183496074215,20.489483,-1,2183,0.32716233,17.992592,16.78456,"",17.9468,"",0.07055502,0.013848795,0.023190754,0.0419,"",186.4535488,33.5468085,0.94714284,"t17_f5_c3",0.99999934,17.9446,0.0516,672120142,true,true,false,"","1.1.6",0,""
"ztf",59937.50921300007,"2183509214215010003",2,2183509214215,20.357439,-1,2183,0.33136222,17.65011,16.519138,"",17.555,"",0.048607733,100,0.017152062,0.0334,"",186.4535532,33.5468015,0.95428574,"t17_f5_c3",0.9999998,17.5043,0.0393,672120242,true,true,false,"","1.1.6",0,""
"ztf",59953.466250000056,"2199466244215010066",2,2199466244215,17.990593,-1,2199,0.34739086,17.628353,16.52692,"",17.7572,"",0.13743576,0.04338058,0.049834102,0.3501,"",186.4535272,33.5468036,0.57714283,"t17_f5_c3",0.99987066,17.9382,0.5311,672120242,true,true,false,"","1.1.6",0,""
"ztf",59957.45378470002,"2203453784215010001",1,2203453784215,19.806763,-1,2203,0.27634397,18.00829,16.77945,"",18.0032,"",0.09404554,0.024017304,0.030325085,0.0813,"",186.4535088,33.5468378,0.94285715,"t17_f5_c3",0.99999714,18.0844,0.1112,672120142,true,true,false,"","1.1.6",0,""
"ztf",59957.46796299983,"2203467964215010000",2,2203467964215,19.489,-1,2203,0.118683,17.5523,16.555868,"",17.687,"",0.090083,0.02569249,0.035980776,0.0901,"",186.4535356,33.5469017,0.44,"t17_f5_c3","",17.6757,0.1135,"",false,true,false,"","1.1.6",0,2213426434215010000
"ztf",59967.42643520003,"2213426434215010005",2,2213426434215,19.728725,-1,2213,0.58684444,17.56334,16.55149,"",17.6648,"",0.07987866,0.018973894,0.03145511,0.041,"",186.4535527,33.546729,0.8371429,"t17_f5_c3",0.9998228,17.6405,0.0499,672120242,true,true,false,"","1.1.6",0,""
"ztf",59969.39234950021,"2215392344215010003",1,2215392344215,20.339346,-1,2215,0.37885672,18.31075,16.697498,"",18.3012,"",0.10743356,0.017215531,0.024313072,0.0602,"",186.4534938,33.5468113,0.8642857,"t17_f5_c3",0.9999306,18.2988,0.0743,672120142,true,true,false,"","1.1.6",0,""
"ztf",59971.391979199834,"2217391974215010005",1,2217391974215,20.360855,-1,2217,0.30393532,17.899633,16.816938,"",17.9229,"",0.06824052,0.016324133,0.025174694,0.0421,"",186.4535154,33.5468249,0.95857143,"t17_f5_c3",0.99998975,17.8951,0.0506,672120142,true,true,false,"","1.1.6",0,""
"ztf",59977.375405100174,"2223375404215010002",2,2223375404215,19.591797,-1,2223,0.37188444,17.466045,16.59233,"",17.4973,"",0.055229094,100,0.024699159,0.0462,"",186.4535406,33.5467923,0.9557143,"t17_f5_c3",0.9998274,17.4079,0.0537,672120242,true,true,false,"","1.1.6",0,""
"ztf",59977.48238429986,"2223482384215010006",1,2223482384215,19.833696,-1,2223,0.35085064,18.004133,16.780792,"",17.8571,"",0.083795294,0.019846372,0.027157094,0.059,"",186.4535031,33.5468157,0.94714284,"t17_f5_c3",0.99999297,17.8137,0.0716,672120142,true,true,false,"","1.1.6",0,""
"ztf",59980.408402800094,"2226408404215010003",1,2226408404215,19.616327,-1,2226,0.21091294,18.093552,16.753325,"",18.0544,"",0.088369705,0.018293867,0.025716541,0.1074,"",186.4535345,33.5468461,0.8414286,"t17_f5_c3",0.99993837,18.0052,0.1309,672120142,true,true,false,"","1.1.6",0,""
"ztf",59980.42814810015,"2226428144215010002",2,2226428144215,19.699327,-1,2226,0.26771507,17.657604,16.516506,"",17.5488,"",0.049889944,100,0.017441088,0.0591,"",186.4535495,33.5468206,0.94285715,"t17_f5_c3",0.9999994,17.4696,0.0698,672120242,true,true,false,"","1.1.6",0,""
"ztf",59985.4091897998,"2231409184215010002",2,2231409184215,19.901506,-1,2231,0.2759731,18.113722,16.393541,"",18.0675,"",0.07840984,100,0.016080461,0.0734,"",186.453492,33.5468568,0.94285715,"t17_f5_c3",0.9999993,18.1683,0.1013,672120242,true,true,false,"","1.1.6",0,""
"ztf",59985.43482640013,"2231434824215010003",1,2231434824215,19.64645,-1,2231,0.49551526,18.487568,16.661186,"",18.4368,"",0.10893187,0.011606778,0.020258257,0.1056,"",186.4534885,33.5467758,0.95285714,"t17_f5_c3",0.9999674,18.4856,0.14,672120142,true,true,false,"","1.1.6",0,""
"ztf",59993.36344909994,"2239363444215010001",2,2239363444215,19.91925,-1,2239,0.3565793,17.579931,16.545025,"",17.6364,"",0.06031952,100,0.02325389,0.053,"",186.4535238,33.546802,0.9457143,"t17_f5_c3",1,17.6104,0.0648,672120242,true,true,false,"","1.1.6",0,""
"ztf",59996.37526619993,"2242375264215010001",2,2242375264215,18.433994,-1,2242,0.45494196,17.80248,16.470098,"",18.3282,"",0.20185961,0.054398745,0.05916928,0.3795,"",186.4534998,33.5467812,0.66714287,"t17_f5_c3",0.9999721,18.4719,0.5532,672120242,true,true,false,"","1.1.6",0,""
"ztf",59996.39204860013,"2242392044215010007",1,2242392044215,18.888468,-1,2242,0.32569486,17.9445,16.800844,"",18.2343,"",0.18134941,0.06036452,0.063248985,0.2439,"",186.4534652,33.5468619,0.5757143,"t17_f5_c3",0.9982314,18.1514,0.2876,672120142,true,true,false,"","1.1.6",0,""
"ztf",60016.330000000075,"2262330004215010001",1,2262330004215,18.1775,-1,2262,0.399915,18.074,16.75908,"",18.3377,"",0.284927,0.08290454,0.08487237,0.459,"",186.4534305,33.5468957,0.544286,"t17_f5_c3","",18.5495,0.7143,"",false,true,false,"","1.1.6",0,2266499394215010000
"ztf",60016.34552079998,"2262345524215010002",2,2262345524215,16.8887,-1,2262,0.424639,17.1012,16.80596,"",16.6219,"",0.269491,0.20286383,0.20532788,0.2834,"",186.4536044,33.5467763,0.56,"t17_f5_c3","",16.4226,0.3029,"",false,true,false,"","1.1.6",0,2266499394215010000
"ztf",60020.49939810019,"2266499394215010012",1,2266499394215,19.941622,-1,2266,0.61660784,18.708292,16.624662,"",18.9053,"",0.13080935,0.010521569,0.019194942,0.1514,"",186.4534668,33.5467469,0.79714286,"t17_f5_c3",0.9998934,18.8649,0.1825,672120142,true,true,false,"","1.1.6",0,""
"ztf",60029.39520830009,"2275395204215010004",1,2275395204215,20.280693,-1,2275,0.5010452,18.256922,16.71006,"",18.2421,"",0.069918305,100,0.016820777,0.0572,"",186.4535809,33.5467592,0.95428574,"t17_f5_c3",0.99999225,18.2355,0.0702,672120142,true,true,false,"","1.1.6",0,""
"ztf",60032.301342600025,"2278301344215010004",1,2278301344215,20.354513,-1,2278,0.50183153,18.424484,16.673332,"",18.27,"",0.090874314,0.0067932424,0.01811259,0.0653,"",186.4534717,33.5467821,0.8585714,"t17_f5_c3",0.99906135,18.1992,0.0761,672120142,true,true,false,"","1.1.6",0,""
"ztf",60042.25662040012,"2288256624215010000",1,2288256624215,19.019106,-1,2288,0.34762007,18.108347,16.749056,"",18.1519,"",0.11058034,0.025994368,0.031619992,0.1862,"",186.4534813,33.5468314,0.81142855,"t17_f5_c3",0.9999629,18.1363,0.2348,672120142,true,true,false,"","1.1.6",0,""
"ztf",60042.30983800022,"2288309834215010013",2,2288309834215,19.273237,-1,2288,0.23137371,17.61864,16.530464,"",17.6172,"",0.0725156,0.010147261,0.026617086,0.0928,"",186.4535323,33.5468382,0.7728571,"t17_f5_c3",0.9999994,17.7598,0.135,672120242,true,true,false,"","1.1.6",0,""
"ztf",60046.25501159998,"2292255014215010007",1,2292255014215,20.926517,-1,2292,0.16495557,18.048153,16.766901,"",17.9967,"",0.087075695,0.01951546,0.026754452,0.0387,"",186.4535193,33.5468735,0.87,"t17_f5_c3",0.99999523,17.9659,0.0458,672120142,true,true,false,"","1.1.6",0,""
"ztf",60050.34923609998,"2296349234215010006",1,2296349234215,20.62299,-1,2296,0.23642007,18.121101,16.745438,"",17.9696,"",0.10021583,0.02179041,0.028227378,0.0429,"",186.4534999,33.5468616,0.93714285,"t17_f5_c3",0.99996305,17.9225,0.0505,672120142,true,true,false,"","1.1.6",0,""
"ztf",60052.34099540021,"2298340994215010007",1,2298340994215,20.736504,-1,2298,0.38569862,17.898495,16.817358,"",17.8699,"",0.057287008,0.008963838,0.021164188,0.0354,"",186.453533,33.5467945,0.9614286,"t17_f5_c3",0.99999547,17.8425,0.0419,672120142,true,true,false,"","1.1.6",0,""
"ztf",60054.345891200006,"2300345894215010004",1,2300345894215,20.264538,-1,2300,0.6307228,18.089008,16.75465,"",17.987,"",0.07912851,0.01444107,0.023152066,0.0472,"",186.4534982,33.5467313,0.93,"t17_f5_c3",0.9999888,17.9521,0.0567,672120142,true,true,false,"","1.1.6",0,""
"ztf",60058.32206019992,"2304322064215010002",1,2304322064215,20.706917,-1,2304,0.66392976,18.697659,16.626232,"",18.5535,"",0.12580778,0.0094904145,0.018669667,0.0706,"",186.4534177,33.5467592,0.84,"t17_f5_c3",0.9974549,18.5091,0.0829,672120142,true,true,false,"","1.2.0",0,""
"ztf",60062.42971060006,"2308429714215010005",1,2308429714215,20.25834,-1,2308,0.21647306,18.169176,16.732271,"",18.1566,"",0.10324998,0.021006886,0.027487049,0.0656,"",186.453558,33.546839,0.88857144,"t17_f5_c3",0.9999932,18.1684,0.0828,672120142,true,true,false,"","1.2.0",0,""
"ztf",60067.28302079998,"2313283024215010002",1,2313283024215,19.094421,-1,2313,0.3818607,18.064947,16.761793,"",18.2878,"",0.09263239,0.021124145,0.027893368,0.1456,"",186.4535341,33.5467954,0.93857145,"t17_f5_c3",0.9999746,18.2129,0.1735,672120142,true,true,false,"","1.2.0",0,""
