#Table1
specobjid,plate,mjd,fiberID,subclass,z,oiii_5007_flux,oiii_5007_flux_err,h_alpha_flux,h_alpha_flux_err,h_beta_flux,h_beta_flux_err,nii_6584_flux,nii_6584_flux_err,w1,w2,w3
2222644946031110144,1974,53430,431,STARFORMING,0.03363884,103.2341,5.958036,1796.589,16.52211,374.0042,6.631282,841.0414,10.4956,11.296,11.222,7.633
2232732965417281536,1983,53442,267,STARFORMING,0.005766408,284.6534,9.465399,2336.337,24.27953,727.3481,11.77892,805.7728,11.60823,11.124,10.942,6.766
1049354150296446976,932,52620,56,STARFORMING,0.0182753,237.8362,10.00151,1424.602,19.72264,378.2467,9.673588,1030.707,17.22043,11.2,11.195,8.464
488732400415696896,434,51885,334,BROADLINE,0.04156389,43.36893,4.053061,94.28511,5.856572,30.17632,4.002848,106.5497,5.402808,11.705,11.765,10.448
3240444460408006656,2878,54465,380,BROADLINE,0.01780113,68.39828,4.303103,114.1185,4.070751,52.22805,3.450207,37.00938,3.861378,12.202,12.296,11.529
439212870853486592,390,51900,407,STARFORMING,0.01692081,82.27954,3.270447,2517.918,11.96956,505.3761,4.637402,957.5192,5.976246,11.628,11.498,7.763
622766443166984192,553,51999,523,BROADLINE,0.02522517,228.3233,13.30641,352.1212,20.61952,130.4644,12.88144,332.0574,18.24706,10.867,10.932,9.837
2793418210567809024,2481,54086,220,BROADLINE,0.02546069,134.8342,8.547001,255.7835,13.50608,79.38587,8.331677,251.4209,12.06145,10.944,10.983,9.329
1501968664042170368,1334,52764,66,STARBURST,0.03471295,1271.243,21.72768,6149.114,50.96084,1636.342,21.70131,2882.77,27.63538,11.283,10.939,6.543
2237289896777639936,1987,53765,461,STARBURST,0.01417761,3338.761,31.16627,8981.012,75.30372,2546.273,23.80511,1789.353,15.85407,12.231,12.043,7.939
654164103199221760,581,52356,59,STARFORMING,0.02544403,1194.544,11.91249,2329.86,16.59183,703.7169,8.5814,1132.153,9.984035,12.184,12.132,8.815
2498497851387045888,2219,53816,458,STARFORMING,0.03951056,576.6367,12.23001,2943.388,27.18129,751.2755,11.64649,1401.705,16.44083,12.26,12.101,8.287
1178834840502429696,1047,52733,64,STARBURST,0.007446643,4662.001,45.89203,6348.095,57.30968,2019.77,22.90365,766.4092,11.5314,12.402,12.397,9.233
2034662005285087232,1807,54175,585,BROADLINE,0.02343187,105.9138,7.268563,170.5047,11.15482,58.4962,7.130847,187.1431,10.34359,11.138,11.219,9.988
2446633339122116608,2173,53874,192,STARFORMING,0.01465694,162.5672,8.245229,1612.713,17.41266,359.1968,8.282338,749.6603,13.66073,10.832,10.804,8.453
1631457329717209088,1449,53116,103,AGN,0.02427534,8187.16,54.52469,5324.914,43.35706,1325.873,16.7265,4272.667,32.47322,10.921,10.157,6.815
481988545813178368,428,51883,376,STARFORMING,0.01477035,79.03995,7.867582,1114.876,14.4592,246.7487,7.749166,482.6453,11.98302,10.442,10.362,6.805
2793373680346884096,2481,54086,58,BROADLINE,0.02585422,72.56512,5.443369,110.8964,7.047174,28.16418,4.792065,76.92385,6.31201,12.033,12.102,10.16
2654936365468248064,2358,53797,234,STARBURST,0.04435389,506.8737,13.68049,7713.12,59.63843,1787.554,19.34967,4048.196,29.32465,11.469,11.15,6.756
528082822531934208,469,51913,130,AGN,0.02846352,1485.509,13.98191,1945.398,16.40048,386.1893,7.099979,2058.439,15.17499,11.883,11.564,8.165
2738278526498138112,2432,54052,327,STARFORMING,0.02054417,299.8898,5.288089,1707.561,11.47388,489.765,5.665963,457.9409,4.885387,12.223,12.117,8.048
2723612142354851840,2419,54139,219,BROADLINE,0.01441633,196.0428,14.50755,369.4147,24.36086,110.9562,13.9658,594.1729,24.37724,10.151,10.198,9.082
1490802579142109184,1324,53088,404,AGN,0.005989655,518.0255,13.1363,802.7048,17.9275,208.1822,9.073393,1283.605,20.33941,10.532,10.499,8.688
551833648349865984,490,51929,519,STARBURST,0.07751846,1749.655,10.84587,2481.678,14.02222,732.845,5.789547,480.6317,3.927269,14.208,14.029,9.881
2797986408013260800,2485,54176,455,,0.02012099,59.41792,5.758434,104.926,7.150793,35.97429,4.830225,83.23093,7.167124,13.392,13.373,12.251
2798008123367909376,2485,54176,534,BROADLINE,0.0220758,81.149,6.933506,87.73166,6.1934,30.49152,4.459037,127.1413,8.044055,12.003,12.065,11.053
3185235510327011328,2829,54623,235,STARFORMING,0.03583071,50.42423,2.584325,473.5976,4.790067,112.6786,2.587683,221.2122,3.649279,12.278,12.231,8.879
343551231253309440,305,51613,552,AGN,0.03182086,206.196,7.252104,349.4867,7.064286,88.78378,4.601058,510.868,8.353708,12.456,12.472,10.55
3087382267446716416,2742,54233,599,,0.02178995,63.36956,7.235195,81.65417,8.147587,39.62777,5.998344,78.99485,8.698913,12.031,12.135,11.051
564146534447343616,501,52235,257,STARFORMING,0.03230694,133.8292,4.681295,1859.106,13.9993,463.1262,6.060826,963.9767,8.354939,12.418,12.371,9.071
392955038911195136,349,51699,58,STARFORMING,0.08299356,44.03122,2.895383,1010.639,5.867961,212.1412,3.265459,412.7115,3.994951,14.439,14.173,10.54
683588683827275776,607,52368,609,STARBURST,0.0479423,2058.328,15.76584,6011.126,34.35493,1521.05,12.63926,2319.284,14.66649,12.001,11.743,7.922
2504168307712616448,2224,53815,607,AGN BROADLINE,0.010369,136.7156,9.49727,237.8793,12.00551,96.11385,8.261292,140.4308,11.0451,11.437,11.555,10.93
737593118114736128,655,52162,468,STARFORMING,0.01632576,71.53233,4.42959,2447.538,16.74028,413.0907,5.732159,901.051,8.385711,10.954,10.804,6.989
2394906264585922560,2127,53859,426,AGN,0.03486151,5256.093,48.16209,2076.596,27.93225,508.3492,14.17074,2522.573,27.99797,11.426,10.93,8.023
2016615997343033344,1791,54266,470,BROADLINE,0.03885947,78.20817,5.792908,146.7261,8.852008,57.08677,5.991085,222.1381,8.506352,11.518,11.556,10.33
1071919149015394304,952,52409,227,STARBURST,0.004019914,8295.316,56.81057,17429.35,108.6633,3371.086,27.29591,2644.452,21.8765,10.398,9.749,5.86
2920700976660768768,2594,54177,424,BROADLINE,0.03136814,117.381,7.039692,265.0763,9.724562,64.63816,6.556081,399.5326,10.1543,11.602,11.663,10.116
744367759026055168,661,52163,538,STARFORMING,0.04918418,633.1899,11.6965,4687.902,31.60018,1147.451,13.16257,3092.075,21.65969,11.595,11.387,7.376
2551405249105520640,2266,53679,422,AGN BROADLINE,0.01551593,3702.728,29.59062,4460.755,36.91713,760.3801,13.68218,4816.731,35.02584,9.809,9.116,5.359
2908350436048136192,2583,54095,549,STARFORMING,0.01240509,166.2012,7.642272,1766.44,18.83495,382.002,8.148709,1075.476,15.24963,10.386,10.345,7.131
582228824259848192,517,52024,504,STARBURST,0.004290333,1035.059,13.7164,19804.22,108.0324,4447.57,28.70271,11327.55,50.56566,10.573,10.263,5.756
588976527153063936,523,52026,476,AGN BROADLINE,0.009272686,309.1106,11.033,503.8937,14.22962,137.2274,7.664932,414.9007,14.35118,10.425,10.397,7.402
2365529238020319232,2101,53858,49,AGN,0.00361103,7253.709,55.41426,4263.61,44.9385,1060.672,19.8982,4399.159,41.57203,10.221,10.062,7.499
2267568242866284544,2014,53460,21,BROADLINE,0.009957088,176.1196,8.855347,198.8465,10.21531,77.32465,7.190367,158.6986,9.75288,10.997,11.099,10.109
2053798718813005824,1824,53491,572,AGN,0.02383399,2095.57,20.35943,1413.031,15.68332,369.7966,7.773743,1416.562,15.27208,12.128,11.909,8.431
603493379141036032,536,52024,40,STARFORMING,0.005189899,520.5664,12.92499,4881.967,39.84047,840.7063,13.56431,2740.887,27.34329,10.123,10.057,6.648
1969237751173769216,1749,53357,141,STARFORMING,0.01827755,1497.241,13.60674,3395.386,22.87962,930.8931,9.209734,927.0194,9.233837,12.288,12.202,8.798
347988041941411840,309,51994,309,BROADLINE,0.02316491,45.80608,3.680894,95.68777,3.278936,24.40679,2.602654,83.46696,3.938426,12.468,12.518,10.643
2376879215116052480,2111,53467,380,,0.02689436,58.93805,7.878466,136.6208,12.77046,65.82576,8.586015,135.8701,11.59498,11.583,11.639,10.993
506771263444772864,450,51908,423,STARFORMING,0.03725692,74.68004,2.679223,1082.922,8.307508,246.7569,3.265968,457.0209,4.152081,12.44,12.28,8.304
1020212140130199552,906,52368,534,STARBURST,0.003141656,9143.347,67.88912,10139.75,79.909,3444.202,30.002,1255.078,14.03738,11.057,10.642,5.816
661020102417737728,587,52026,425,,0.02641559,78.46451,7.502493,108.7614,9.664456,39.84615,6.704602,104.7426,9.234137,11.345,11.401,10.824
2001955652628408320,1778,53883,384,BROADLINE,0.02267808,130.6564,13.57522,263.0497,22.51579,85.61443,13.95387,436.6714,22.06203,10.611,10.654,9.636
3087346808196720640,2742,54233,470,BROADLINE,0.04020276,86.70879,7.558463,170.908,11.26226,52.2738,6.995248,269.4178,11.18104,11.404,11.467,10.386
2937578485163517952,2609,54476,384,AGN BROADLINE,0.02391663,264.012,10.09467,325.2346,13.8648,112.2537,8.611627,467.2952,14.1643,10.58,10.606,9.387
590012267123206144,524,52027,148,STARFORMING,0.02178351,96.38772,7.185013,1387.184,15.54495,383.0048,8.282586,694.0907,11.69356,11.577,11.559,8.44
954784056501889024,848,52669,76,STARBURST,0.03617426,185.2964,10.56838,5445.538,40.89663,1503.791,18.19884,3524.158,25.58188,11.796,11.442,6.924
1088904133571799040,967,52636,578,STARBURST,0.002484356,5155.159,48.1197,9116.758,74.07951,2888.22,29.03406,1258.65,16.12132,11.178,11.112,7.696
2814775950602954752,2500,54178,95,BROADLINE,0.02108052,211.3722,12.98621,421.3839,19.12287,129.1813,11.38204,501.8023,19.70577,11.153,11.192,9.983
2811466145322788864,2497,54154,342,AGN BROADLINE,0.02653309,161.2522,11.36072,234.7891,15.43861,120.6986,11.42362,219.9978,13.99378,11.221,11.29,10.674
2651632058064988160,2355,53792,501,STARFORMING,0.02058467,1826.258,19.39817,5518.173,39.50558,1107.254,13.81329,3339.275,25.93456,10.676,10.315,6.749
1874719052333606912,1665,52976,348,AGN BROADLINE,0.02309059,24567.8,82.87356,19829.88,68.63222,4320.74,19.4762,18681.27,50.31801,10.152,8.888,5.124
2169770529534273536,1927,53321,587,BROADLINE,0.0251486,122.8987,8.999989,175.5148,12.67852,59.33336,8.347246,234.0226,12.54729,10.948,11.045,10.159
3184187947519862784,2828,54438,520,,0.03347645,10.70297,2.066214,75.81604,2.798276,45.38665,2.368899,64.12659,2.735712,12.485,12.498,11.386
610310625591060480,542,51993,265,STARFORMING,0.01552419,94.55556,3.899813,1509.113,9.569801,372.8835,4.556087,679.321,6.670707,11.323,11.321,8.394
1874667100409194496,1665,52976,159,BROADLINE,0.01649445,63.30166,7.217865,207.4299,10.03957,100.6122,7.621931,196.1835,10.10139,11.009,11.044,9.843
2968047045270595584,2636,54082,636,,0.04106994,17.25338,1.473576,130.0697,1.994057,32.74776,1.324268,88.33881,1.862136,12.586,12.554,9.248
482035000179451904,428,51883,545,BROADLINE,0.02605854,18.58572,3.203973,95.02374,4.529397,31.51543,3.386699,80.13768,4.386142,11.42,11.467,9.908
459528545874503680,408,51821,587,AGN BROADLINE,0.0266695,118.9922,8.24458,313.6648,12.45674,66.30856,7.163455,444.3672,12.99403,10.769,10.782,8.252
2168652326141716480,1926,53317,615,BROADLINE,0.01881534,135.2268,7.019948,184.0137,9.031466,47.25696,5.156573,268.2448,10.43694,10.791,10.773,8.675
1007796733280806912,895,52581,423,BROADLINE,0.02471413,65.63897,6.985142,155.6277,10.31573,66.6058,7.247087,187.5968,10.01271,11.152,11.261,10.789
1480594433329096704,1315,52791,131,BROADLINE,0.01586683,251.0829,21.70028,398.3948,32.90181,168.5211,20.0862,595.3766,33.92716,10.164,10.188,8.87
2979281311987951616,2646,54479,546,BROADLINE,0.02276011,75.49704,6.408216,137.1607,9.063805,44.34372,5.462719,192.9624,9.826832,11.183,11.273,9.931
2366709842942388224,2102,54115,248,STARBURST,0.01869968,211.3408,8.683897,5146.56,40.60478,720.7388,10.60166,2770.666,24.86608,10.432,10.148,6.012
2036830235789387776,1809,53792,281,BROADLINE,0.01971323,156.3724,11.19356,331.2788,17.14324,94.25719,10.15714,408.8345,16.99851,10.711,10.783,9.93
2990493856773990400,2656,54484,377,STARFORMING,0.0477554,43.85452,4.821239,1205.747,11.55123,207.4138,5.138577,460.9834,8.241459,11.463,11.263,7.423
3112113587557001216,2764,54535,459,BROADLINE,0.02067255,96.38228,8.200092,169.3528,10.35853,46.25677,6.14552,166.5213,11.04047,11.234,11.271,9.301
2917303759988090880,2591,54140,353,STARBURST,0.01174289,584.3412,9.849647,3773.98,34.54334,963.6081,11.83093,1152.682,12.63496,11.505,11.384,7.349
502299549503612928,446,51899,539,AGN,0.02557743,126.1024,4.669366,262.5349,6.315266,61.65615,4.063365,208.9472,5.842685,11.904,11.895,10.629
1192492422257469440,1059,52618,598,AGN BROADLINE,0.02268209,250.9652,8.880115,329.6029,10.92229,94.06337,7.122569,257.9494,9.687901,11.837,11.872,10.972
1920916965338146816,1706,53442,479,STARFORMING,0.01652779,782.5197,10.23955,2808.334,29.98997,743.0601,8.628454,655.5192,7.574698,12.645,12.548,8.671
661045391185176576,587,52026,517,,0.06483921,29.53423,3.518552,120.0485,5.572138,38.35725,4.011939,195.5488,5.122423,12.239,12.253,11.888
2523231921132038144,2241,54169,328,BROADLINE,0.0208744,47.56027,7.517478,116.3672,11.28156,46.39805,7.226558,126.2191,11.6147,11.018,11.11,10.05
595671728315721728,529,52025,257,STARBURST,0.02851562,2545.94,22.25418,6880.708,46.92344,2119.171,18.06345,1973.572,14.62986,12.582,12.381,8.268
2024410153431885824,1798,53851,153,,0.02196513,58.81107,6.844104,105.2566,8.479108,37.61586,5.708211,122.8866,9.242718,11.59,11.669,10.325
2475887489911384064,2199,53556,122,AGN BROADLINE,0.03685012,91.32575,9.3468,181.6204,13.84243,59.40524,8.636283,300.6671,14.71106,10.898,10.93,8.963
2522154943687714816,2240,53823,506,AGN BROADLINE,0.0200533,56.32207,7.017943,286.9741,11.29138,77.65857,6.740024,226.6727,11.21441,11.381,11.416,9.912
3243838103667894272,2881,54502,438,AGN BROADLINE,0.01111757,156.8089,11.43506,744.3316,18.6194,226.3329,10.61511,696.9832,18.99259,10.471,10.439,7.411
2801414959693588480,2488,54149,640,STARBURST,0.008981094,343.7132,11.42001,6183.866,50.75211,1161.251,15.70676,3451.635,30.92451,10.68,10.564,6.799
2169769704900552704,1927,53321,584,BROADLINE,0.01525247,244.1948,10.5435,261.6507,8.819014,81.53497,5.742215,445.3258,12.28467,11.242,11.318,9.459
441494905441773568,392,51793,517,AGN,0.03490481,1796.376,20.85633,3303.951,30.03782,736.6923,11.97043,2371.508,22.74912,11.051,10.922,7.207
1874781174740576256,1665,52976,574,,0.02200905,41.38725,3.848918,111.9505,3.547857,41.11842,3.426552,91.13499,3.856897,11.117,11.178,9.438
2169641611795916800,1927,53321,118,BROADLINE,0.01544858,40.51833,4.911006,131.3323,5.967343,23.6398,3.816145,98.23698,6.378722,10.533,10.555,8.028
637276152372684800,566,52238,61,BROADLINE,0.02625648,35.96411,6.119605,92.65132,7.989454,63.29774,6.837162,103.941,8.220439,11.236,11.313,9.921
1629340769900849152,1447,53120,595,AGN,0.00234739,869.8339,16.03332,1650.313,27.08217,293.9069,9.434753,1309.402,24.1893,8.852,8.455,4.456
2845305271897581568,2527,54569,568,AGN,0.03027675,126.8201,7.616172,550.9326,12.15271,114.5313,6.571188,670.4665,12.9692,10.908,10.885,8.505
1494128321787619328,1327,52781,215,BROADLINE,0.007285598,269.316,17.36062,754.3617,28.1583,203.2472,15.13107,522.283,26.14707,9.893,9.905,8.736
654297968739903488,581,52356,546,,0.02076296,184.2695,5.614563,116.3211,5.36094,47.16758,4.046875,146.4065,5.741226,12.052,12.137,11.298
2723577782616483840,2419,54139,94,STARFORMING,0.01656087,1000.866,13.24906,3278.345,24.75089,974.8807,11.21332,907.5422,10.6395,11.728,11.544,7.472
523602037720508416,465,51910,213,STARFORMING,0.01609047,107.8025,5.028214,2591.967,17.61464,645.3887,7.371283,1103.613,9.833292,11.658,11.598,8.066
443611192460601344,394,51913,24,,0.0447249,25.7137,3.758958,45.11355,3.353954,14.50603,2.892773,59.13488,4.12511,12.015,12.014,10.812
635151620795033600,564,52224,524,AGN,0.02833841,122.7653,3.085863,165.7143,2.914462,46.57806,2.231886,152.0144,2.893863,13.051,13.037,10.698
369455461549762560,328,52282,583,BROADLINE,0.02700159,42.79592,3.335696,49.43196,3.769031,19.54442,2.96475,34.58287,3.326279,12.208,12.332,10.685
412190450418477056,366,52017,404,STARFORMING,0.02904564,100.7862,8.669747,1753.893,18.68263,371.5432,9.262214,818.918,13.80486,11.658,11.591,8.386
1184534154545489920,1052,52466,318,BROADLINE,0.01778033,208.303,15.19001,350.3691,22.62446,129.9215,14.59981,427.3832,21.68153,10.643,10.664,9.611
2423060084700506112,2152,53874,449,STARFORMING,0.02211325,71.18873,5.758212,457.5656,8.89494,92.03091,5.091664,270.8259,8.255996,10.967,10.846,7.055
2522125531751671808,2240,53823,399,AGN BROADLINE,0.01708378,74.52492,7.449596,257.6749,11.71602,101.1698,7.674683,157.1478,10.44042,11.757,11.846,11.229
556216851219113984,494,51915,81,AGN BROADLINE,0.007624261,235.1591,9.522824,342.1269,13.30165,157.5915,9.297646,294.4908,11.95706,10.821,10.911,10.391
3242713303390119936,2880,54509,442,AGN,0.02340604,374.064,15.08777,1634.89,25.17915,360.9016,12.28932,2166.352,27.35969,11.126,11.119,8.259
624967395047401472,555,52266,338,BROADLINE,0.05042568,69.69997,5.269759,111.7822,7.222983,45.12333,5.37572,104.7248,6.239869,11.872,11.91,11.083
1792572339834087424,1592,52990,508,STARFORMING,0.02153513,322.9424,6.414264,1393.726,11.93839,273.2791,5.200813,952.0886,9.830392,11.548,11.448,8.142
1341019676557207552,1191,52674,265,STARBURST,0.0127828,474.108,18.33411,11551.39,90.17013,2923.707,33.38526,5544.387,45.72739,10.584,10.385,6.354
2582986260888971264,2294,54524,625,BROADLINE,0.01350777,71.87603,7.377142,126.1507,8.997857,43.34217,5.830242,145.7198,10.16922,11.237,11.28,8.983
2813697604540459008,2499,54176,268,BROADLINE,0.004109102,148.7356,10.36188,347.2112,13.1921,120.2066,8.329564,232.6358,13.55465,10.229,10.196,9.083
1088894512845056000,967,52636,543,AGN BROADLINE,0.03220984,204.4987,11.24551,613.8288,20.26168,220.8447,11.72534,774.0873,20.83239,10.92,10.97,10.188
1628173912514783232,1446,53080,446,STARFORMING,0.003242584,1210.058,22.51457,6989.356,66.4625,2189.936,27.31945,3413.577,36.16414,10.176,10.033,5.959
2936394036228941824,2608,54474,171,BROADLINE,0.02390242,90.90462,9.573949,216.7457,13.41823,77.39585,8.617682,262.5958,14.58258,10.52,10.536,8.416
2984863807869839360,2651,54507,375,AGN BROADLINE,0.008693626,114.1799,9.007278,398.4968,15.18313,90.62287,7.386853,454.8624,16.86517,10.348,10.297,7.37
2037912979898394624,1810,53794,124,AGN,0.02435506,174.6235,8.509361,311.126,11.91675,106.744,7.650332,350.9389,11.72552,11.129,11.219,9.999
506763841741285376,450,51908,396,STARFORMING,0.04510591,34.94878,2.881497,266.0399,4.233454,54.64624,2.584572,163.192,3.846039,12.005,11.969,8.802
1874691289665005568,1665,52976,247,BROADLINE,0.01334346,63.08224,4.591435,65.04338,2.929516,20.32691,3.322143,76.72047,4.294755,12.113,12.22,11.02
458390276445071360,407,51820,542,STARBURST,0.02283115,5639.006,33.92704,4075.111,24.12739,1402.151,10.95801,237.3731,3.561013,13.864,13.76,10.516
506668184229668864,450,51908,48,STARBURST,0.01299826,2141.063,12.73445,2453.921,11.95518,781.2589,5.627047,220.6049,2.509404,13.744,13.66,10.588
1942318698119325696,1725,54266,514,AGN,0.05052983,3823.379,27.58351,3142.346,24.02203,811.241,10.16074,2141.056,16.5736,11.813,11.105,7.686
1002210389611538432,890,52583,580,BROADLINE,0.0172048,140.6149,11.33928,162.4741,13.37847,67.60653,9.012314,146.2638,13.65172,10.939,10.996,9.927
821991635763095552,730,52466,308,BROADLINE,0.01670922,67.93123,7.907161,110.757,9.720675,33.7346,6.569688,140.0918,10.3972,11.367,11.452,10.704
1105763217386268672,982,52466,471,BROADLINE,0.01410405,174.1039,13.45686,197.7394,14.34755,105.3464,10.71655,204.1462,15.78254,11.502,11.612,10.319
594578813707380736,528,52022,377,BROADLINE,0.02232463,105.352,5.660788,134.2088,6.868219,39.83431,4.848484,180.0612,6.978769,11.616,11.684,10.547
2021061876653254656,1795,54507,260,STARFORMING,0.02385031,101.1132,7.628997,750.1812,14.28848,178.3177,7.461333,444.3834,11.51196,11.22,11.143,7.85
2237265707521828864,1987,53765,373,BROADLINE,0.01419697,184.1254,13.66364,250.1758,18.25682,77.00825,11.01353,313.8684,19.1542,10.885,10.975,10.239
988585787417192448,878,52353,166,,0.02762851,85.76681,7.132477,289.6452,9.596355,48.0264,5.656216,355.5422,10.39285,11.318,11.304,8.299
551840795175446528,490,51929,545,STARFORMING,0.0329846,39.28075,3.327757,650.0021,6.961029,94.12143,3.151163,287.2296,5.641889,11.275,11.058,7.127
2795775559571892224,2483,53852,604,BROADLINE,0.03023273,92.52153,9.530916,134.8918,12.46239,56.26249,8.564216,176.9046,12.79747,11.31,11.358,10.642
1875850175172339712,1666,52991,367,AGN BROADLINE,0.01606388,38.35308,4.860427,231.2171,6.557222,60.05848,4.447674,146.5686,6.594036,11.211,11.28,10.049
1426645798166226944,1267,52932,475,AGN BROADLINE,0.02007754,201.5748,10.71545,662.5453,18.00977,206.0101,10.70756,450.8914,15.4779,10.936,10.969,9.759
2559271980427667456,2273,53709,369,BROADLINE,0.02658832,137.6838,12.32706,211.0105,17.59191,53.41529,10.38837,387.6001,18.91314,10.601,10.662,8.91
751034647781074944,667,52163,216,STARBURST,0.01283949,1389.691,20.20708,16548.14,103.1265,3902.108,32.97121,6081.352,40.54163,9.535,9.146,4.562
840026921168300032,746,52238,384,BROADLINE,0.03072431,29.34442,4.579163,75.15179,6.063351,23.73733,4.225719,82.91508,6.141992,11.77,11.853,11.242
2837419024999016448,2520,54584,550,AGN,0.0351228,43.00637,2.930435,268.0405,4.32071,49.00265,2.728436,288.0701,4.455398,11.487,11.477,8.221
310798708973266944,276,51909,183,BROADLINE,0.01846641,70.76586,6.268432,140.0416,8.346046,40.38296,5.109986,155.3085,8.864351,11.023,11.056,8.826
1478411078097463296,1313,52790,380,BROADLINE,0.011062,99.03506,9.9227,204.099,13.97119,57.94275,9.100212,210.8851,13.63767,10.772,10.828,9.861
2037969879625132032,1810,53794,331,AGN BROADLINE,0.02370997,192.1974,11.48908,286.011,16.2997,86.73584,10.00856,479.9214,17.30441,10.448,10.497,9.826
726318726571386880,645,52203,412,,0.007385225,73.53647,14.36114,160.9377,18.33643,73.58406,12.34883,128.2608,20.08769,10.126,10.116,9.168
2844058975685601280,2526,54582,130,BROADLINE,0.0157341,80.75883,6.192713,138.7333,6.761836,28.08064,4.036507,135.7143,8.022085,11.549,11.624,9.817
1999772022116214784,1776,53858,632,STARBURST,0.02155878,4133.134,31.57422,16633.67,98.18549,3754.218,28.37833,6907.328,39.56104,10.197,9.315,5.619
2837405555981576192,2520,54584,501,AGN,0.03446535,41.79163,2.689645,149.1658,3.070606,36.12992,2.287107,116.943,3.070593,13.611,13.47,12.108
409913086674233344,364,52000,311,AGN,0.02728706,1623.991,13.34248,777.0163,8.988854,184.8906,5.079394,859.6522,8.983708,12.159,12.144,9.721
675686218024904704,600,52317,532,STARFORMING,0.04685231,95.73929,7.555988,2202.99,23.74573,464.6168,8.678604,1139.376,14.34409,11.757,11.617,8.072
2512023768554039296,2231,53816,513,STARFORMING,0.007685488,55.98214,5.582226,860.6036,12.6025,221.3966,6.12931,335.0545,9.007192,11.122,11.123,7.417
399702743264028672,355,51788,30,AGN,0.03058838,100.043,7.734797,337.1686,10.84846,103.394,6.983674,291.1169,10.31517,11.667,11.675,9.329
2434361695431321600,2162,54207,604,BROADLINE,0.01436343,182.1907,11.07758,108.2877,10.96628,36.86814,7.314991,80.96869,11.38652,11.253,11.328,10.725
2032259567345231872,1805,53875,37,BROADLINE,0.01699223,216.2393,15.12216,667.6162,24.09348,149.4475,13.30606,833.6276,25.18627,10.102,10.119,8.257
2032343954862663680,1805,53875,344,STARFORMING,0.02328475,218.5079,8.16075,682.0735,11.29336,172.7627,6.551628,474.349,10.68806,11.503,11.546,8.819
1019076074354534400,905,52643,497,,0.004795756,24484.28,183.873,2.757685E+07,5015422,14679.14,112.6917,9508.756,69.9006,10.706,10.417,5.757
1467108102926002176,1303,53050,220,STARFORMING,0.02117651,175.2885,8.244754,3021.58,24.97514,654.1502,10.16373,1725.61,16.8212,11.557,11.46,7.875
2743984163790022656,2437,53848,604,STARFORMING,0.02873059,146.4403,9.583362,1600.542,21.87453,384.416,10.26239,1010.898,17.68142,10.939,10.881,7.693
621515198817134592,552,51992,67,BROADLINE,0.03749743,82.0985,5.571841,139.2496,6.822361,38.93745,4.714301,221.4858,7.593648,11.051,11.031,8.413
2168581407641724928,1926,53317,357,BROADLINE,0.01379689,133.3197,6.545409,140.5117,7.447526,49.38228,4.947236,198.1082,8.395162,11.345,11.41,10.042
2106713538738284544,1871,53384,563,AGN BROADLINE,0.01176654,216.3923,10.89435,419.3155,13.97008,110.538,8.403098,295.6513,13.81443,10.661,10.716,8.145
488692543119190016,434,51885,189,,0.02827787,58.76058,4.437449,130.481,5.152497,17.38739,3.216843,200.1721,6.268398,11.698,11.676,9.436
1875900202951403520,1666,52991,549,STARFORMING,0.00988334,194.7305,7.799783,4459.566,26.30235,850.7734,9.878998,1679.706,13.81221,10.836,10.612,6.586
532713690898655232,473,51929,593,BROADLINE,0.01691265,93.88316,5.273432,213.7847,5.650489,59.08947,3.866002,370.2016,7.073739,11.271,11.32,8.294
2811419141200701440,2497,54154,171,AGN BROADLINE,0.023624,147.558,11.40027,470.6015,18.81239,104.3558,9.862594,747.5219,20.44901,10.603,10.599,8.373
1380442392099842048,1226,52734,324,BROADLINE,0.01001283,182.3117,17.78973,594.1346,31.15874,166.2574,18.45178,564.3146,28.65332,9.771,9.813,8.42
1828637152502638592,1624,53386,639,AGN BROADLINE,0.007589578,274.8371,16.14919,536.1171,27.47903,191.8363,15.63037,371.7639,24.17208,9.508,9.554,8.499
345669990998894592,307,51663,68,STARFORMING,0.005755075,244.873,10.26999,3314.868,34.05716,507.8084,10.71332,2074.352,26.68731,8.928,8.748,5.142
606871078744123392,539,52017,40,AGN BROADLINE,0.008488716,167.6216,11.6741,500.0597,16.33469,190.9049,10.74069,620.9647,17.66976,9.682,9.723,8.172
2394808133173143552,2127,53859,69,,0.01499342,86.76347,10.4767,120.1023,12.62957,42.62683,8.303555,162.4303,14.59871,10.852,10.939,10.264
893009090190534656,793,52370,620,AGN BROADLINE,0.01055389,138.2802,4.952506,164.1876,4.891407,50.6273,3.435012,78.28135,4.595936,12.327,12.369,11.299
961652150918735872,854,52373,486,BROADLINE,0.02327884,73.78905,5.594744,78.75291,5.710846,30.58701,4.402474,72.17674,5.973481,12.003,12.074,11.365
2662849274802366464,2365,53739,349,BROADLINE,0.02056834,104.0799,8.421844,205.6774,11.88708,103.2847,8.437593,137.9651,10.7373,11.59,11.746,11.475
1436805012457023488,1276,53035,570,STARBURST,0.005284935,2802.678,26.38851,2819.223,26.41372,921.8132,11.41701,210.3562,4.953124,12.837,12.806,10.293
3345192461382215680,2971,54590,523,BROADLINE,0.02305342,551.5575,9.216282,178.5125,5.25046,65.65705,3.97806,269.7785,6.060824,12.938,12.981,12.328
