#Table1
specobjid,plate,mjd,fiberID,subclass,z,oiii_5007_flux,oiii_5007_flux_err,h_alpha_flux,h_alpha_flux_err,h_beta_flux,h_beta_flux_err,nii_6584_flux,nii_6584_flux_err,w1,w2,w3
2238322058352158720,1988,53469,120,STARFORMING,0.02839232,285.5993,12.15562,3669.238,33.71463,512.2378,10.8709,3091.287,27.40485,11.304,10.83,7.018
867004539205609472,770,52282,224,STARFORMING,0.03099926,285.2198,9.87205,4815.82,42.02757,1184.96,14.68531,2125.447,20.57187,11.636,11.515,7.728
2193289359254382592,1948,53388,132,STARBURST,0.004867923,14971.08,110.4852,10434.5,84.9646,3191.568,26.70438,575.1768,8.249805,12.537,12.455,8.958
443653248780363776,394,51913,177,STARBURST,0.1157034,199.4774,2.324216,1687.322,6.629254,434.6039,2.970049,639.6384,3.173944,13.508,13.129,8.861
585575742083983360,520,52288,392,STARFORMING,0.007397438,135.2468,3.800498,251.8301,3.637156,76.35136,2.820821,53.95197,2.469164,14.058,13.98,11.626
2936499589345208320,2608,54474,555,AGN,0.02261636,10052.32,50.72537,4444.403,29.36961,1014.214,11.53345,5008.233,27.96775,10.394,9.653,6.491
1071863898556098560,952,52409,26,,0.00417298,209.1584,15.20731,357.765,19.9493,141.8693,12.55515,214.5067,19.26856,10.693,10.728,9.974
650862819251611648,578,52339,337,STARFORMING,0.02713462,173.1686,9.93855,2519.285,23.73338,519.1756,10.19003,1085.802,16.1226,10.839,10.621,6.456
1062986445112764416,944,52614,498,,0.02501919,67.62151,4.72068,161.1562,6.286424,39.88143,3.750535,201.4591,7.143301,11.379,11.452,9.253
1794719686076688384,1594,52992,128,STARBURST,0.0193798,736.9949,9.323365,2895.579,21.31021,772.2027,8.495472,792.3568,8.158831,12.033,11.989,8.392
2009900458100942848,1785,54439,615,STARBURST,0.01113352,2876.047,31.42904,9504.388,75.10806,2037.056,24.42722,3954.461,36.88274,10.261,9.776,6.29
1788077810758215680,1588,52965,541,,0.02661092,143.0314,5.217538,116.3248,5.586957,41.55226,3.809566,214.0062,6.543149,11.761,11.814,10.418
474121539076253696,421,51821,428,AGN,0.0182923,3190.005,32.17569,1626.058,28.27699,361.6836,14.29919,3140.456,33.25869,10.914,10.816,7.884
751085500193859584,667,52163,401,,0.01286314,101.2632,10.76644,214.1108,14.25227,91.96197,9.455522,104.1592,13.45788,10.626,10.688,10.099
622779087550703616,553,51999,569,AGN,0.007585375,561.1763,11.25312,704.627,13.42096,176.9318,6.770444,620.0989,17.64034,10.502,10.467,8.112
2801239312711051264,2488,54149,1,BROADLINE,0.004018013,253.2187,15.32682,446.0435,19.25169,155.6001,11.83371,109.0534,16.3629,10.89,10.938,10.307
2269976453896497152,2016,53799,590,STARBURST,0.003652072,713.5428,13.99585,5085.056,41.96238,1246.748,15.66937,1440.984,17.36072,10.578,10.377,6.44
2287908939058145280,2032,53815,292,STARFORMING,0.003786627,560.5691,12.78713,4496.923,38.27449,1035.339,14.07207,1445.838,17.76845,10.578,10.377,6.44
737527697172883456,655,52162,230,STARFORMING,0.02720466,354.336,5.899249,1476.273,11.85661,432.2445,5.984982,691.6788,6.81437,12.257,12.103,8.719
2551441532989237248,2266,53679,554,STARFORMING,0.03924272,52.36721,3.918492,379.9902,6.228052,80.34161,3.396844,251.7317,5.793656,12.443,12.374,9.061
881742943541553152,783,52325,594,STARBURST,0.03078696,2782.235,21.17973,15612.58,101.1583,2835.161,20.10844,6373.422,31.14813,10.822,10.048,5.239
2497360406608111616,2218,53816,416,,0.03212386,356.1149,7.091867,187.7365,6.19093,35.22143,3.788932,300.0123,6.961119,12.317,12.137,9.771
1875775408381650944,1666,52991,95,,0.02710917,87.94145,5.507074,164.4708,6.64181,44.57708,4.80083,200.7354,6.818389,11.83,11.917,11.102
862513858252662784,766,52247,271,BROADLINE,0.01700694,95.70547,8.060999,140.2651,9.875976,44.00045,6.830678,210.8182,10.86907,10.815,10.926,9.991
1929895853493872640,1714,53521,376,AGN,0.005938118,568.8781,13.91887,468.9442,13.54809,150.6886,8.179737,389.582,13.70814,11.288,11.378,9.772
2041427020889483264,1813,53903,620,AGN,0.02789038,314.1724,10.39716,741.147,14.0609,170.7805,7.906811,595.6086,13.4178,11.35,11.336,8.935
1916435076065814528,1702,53144,558,BROADLINE,0.02073688,97.08389,12.42444,382.7682,17.85526,64.41727,9.619615,485.2495,20.11115,10.432,10.371,7.282
1551606121460951040,1378,53061,422,BROADLINE,0.007842475,67.56916,7.763603,143.3886,6.270504,26.91307,3.737898,362.8023,12.76742,10.95,10.989,9.303
1611227962953197568,1431,52992,237,,0.02424645,76.60254,7.560437,109.4919,9.484863,37.2924,6.692955,122.6909,9.456936,11.691,11.799,11.174
549597516325218304,488,51914,576,STARFORMING,0.0109701,91.87317,4.829239,532.1008,8.018611,124.5139,4.490609,387.5037,7.501867,10.937,10.966,7.92
2561591400206460928,2275,53709,615,AGN BROADLINE,0.01379172,95.86843,5.969639,269.9392,7.839989,80.34064,4.81231,233.0077,8.310304,11.307,11.412,9.118
609219084852160512,541,51959,390,BROADLINE,0.01566026,89.17094,4.756886,182.5033,6.847509,61.81054,4.243131,243.5643,7.186195,10.96,11.049,10.386
1146264831163131904,1018,52672,359,AGN,0.003713523,8873.91,82.05215,3111.597,32.40298,741.5242,13.76273,2927.182,28.24492,10.321,10.056,6.064
580997096241391616,516,52017,119,STARFORMING,0.006541668,417.623,11.99723,3026.863,28.23943,426.3409,10.47116,2409.254,24.68071,9.669,9.488,5.818
3100830669161392128,2754,54240,372,STARBURST,0.01329764,149.2708,5.793809,7764.896,48.01043,832.6299,8.7063,4741.003,26.40671,10.1,9.764,5.196
3100880147184642048,2754,54240,552,AGN,0.006050629,277.4959,6.840522,351.6455,7.146495,90.22186,4.395533,326.3254,7.374888,11.094,11.136,9.224
403174451732047872,358,51818,372,BROADLINE,0.01116178,116.4139,8.2058,176.267,9.942819,62.83074,6.525449,181.4158,10.78785,11.06,11.127,9.926
2429795698552629248,2158,54209,377,AGN BROADLINE,0.02134934,88.93002,6.141963,350.2201,8.664713,94.80769,4.946017,311.5451,9.26956,11.735,11.733,9.48
1013340196969670656,900,52637,110,BROADLINE,0.02752212,53.69291,4.484425,65.22912,4.720924,17.4569,3.401003,64.59053,5.18751,12.264,12.365,11.444
488673301665703936,434,51885,119,BROADLINE,0.04154307,24.81091,3.305911,93.27818,4.236965,17.75634,2.725617,98.9289,4.599729,11.844,11.898,9.952
443654623169898496,394,51913,182,STARFORMING,0.005422444,1086.751,6.091183,1410.309,6.608861,476.3092,3.616236,175.5866,2.124016,12.707,12.711,9.747
2553597950219544576,2268,53682,207,STARBURST,0.01899385,1533.011,14.98869,2399.174,18.99033,749.3788,8.545527,395.547,5.479689,13.301,13.258,9.956
443763199943141376,394,51913,577,BROADLINE,0.0675351,25.18576,2.308312,39.5629,2.609937,11.15251,2.100574,42.805,2.458429,12.923,12.95,11.213
417743534917969920,371,52078,126,STARFORMING BROADLINE,0.02741746,68.33032,7.524221,575.3583,9.972156,145.7529,6.857899,388.0303,9.560595,11.343,11.323,8.389
548380632317716480,487,51943,245,STARFORMING,0.02455731,35.62173,2.465094,174.6842,2.806466,55.51481,2.418547,104.6454,2.746056,11.688,11.71,8.995
2479297075636889600,2202,53566,238,AGN BROADLINE,0.0295208,191.7525,10.37218,361.0269,16.20517,154.0257,10.76186,359.933,14.47651,10.959,11.035,10.449
2034659256506017792,1807,54175,575,STARBURST,0.01412677,1089.727,15.83796,5012.029,47.35419,1269.294,14.04877,1316.82,13.06685,11.132,10.889,6.581
2235035342581295104,1985,53431,451,BROADLINE,0.02454364,124.4137,10.89709,206.4749,17.59041,81.13014,11.10102,197.6155,15.23564,11.353,11.405,10.455
2364476178326120448,2100,53713,314,BROADLINE,0.04275434,133.5058,10.86272,453.1498,14.74677,60.168,8.801561,666.3714,15.75797,11.226,10.769,7.842
1616840421097367552,1436,53054,175,STARBURST,0.01999631,824.7408,15.80601,5408.188,46.87559,1229.181,16.46846,3118.909,25.91879,11.131,10.848,6.503
621595463165962240,552,51992,359,BROADLINE,0.03134055,89.08842,6.358849,198.7292,9.244511,37.23289,5.543181,332.4998,9.370063,11.405,11.433,9.92
609142668794030080,541,51959,112,BROADLINE,0.04048821,48.4282,4.203235,105.8112,5.648892,29.39003,3.904398,109.3471,5.335415,11.536,11.618,10.086
1959223394117380096,1740,53050,573,BROADLINE,0.01252454,265.6523,12.67457,449.7852,20.09185,108.1798,10.20709,738.2569,21.6438,10.122,10.067,7.383
2376877016092796928,2111,53467,372,,0.02122157,90.28316,8.763405,175.6071,12.96151,73.25039,8.57451,183.9544,12.45023,11.128,11.222,10.735
1833070659740133376,1628,53474,384,BROADLINE,0.02181664,88.74886,9.043319,169.2189,14.01536,52.34406,8.743365,217.4963,13.44012,10.994,11.104,10.183
1918579399188310016,1704,53178,167,,0.01732405,173.5757,10.99185,136.9855,14.39569,99.20873,11.18472,136.0948,12.36547,10.902,10.985,10.555
1556056395680344064,1382,53115,228,AGN BROADLINE,0.01365418,334.4578,14.35203,523.3359,20.86577,176.8472,12.8244,561.2432,19.42182,10.634,10.614,9.434
519211687790798848,461,51910,625,BROADLINE,0.01787659,217.1909,15.65914,308.2364,22.48995,100.35,13.60972,463.5652,23.78955,10.601,10.674,10.066
1230769170346436608,1093,52591,584,STARBURST,0.02250942,798.7475,8.920508,5375.523,33.03584,639.9042,6.664702,4637.587,24.4708,10.297,9.97,6.041
392990498161190912,349,51699,187,STARBURST,0.02254779,937.1672,6.487122,1766.253,10.78336,599.9487,4.775586,326.4864,2.819829,12.894,12.749,8.966
2165183641867544576,1923,53319,284,AGN,0.02875679,142.73,5.596315,486.3678,8.542134,117.1479,4.869117,343.6143,7.936851,11.751,11.699,9.039
516841415834101760,459,51924,194,STARFORMING,0.03596615,151.9955,6.442382,3188.932,20.85046,649.8162,7.704201,1394.847,11.76704,10.997,10.778,6.538
511315545002371072,454,51908,571,STARFORMING,0.03134392,131.0208,4.169468,2319.945,13.88994,379.5331,4.916533,1099.545,8.316034,11.701,11.418,7.54
2651652124152195072,2355,53792,574,STARBURST,0.02568513,12757.19,80.28014,20424.81,121.231,4823.73,36.66715,3189.435,21.5515,11.692,11.071,6.562
3161664453267712000,2808,54524,500,STARFORMING BROADLINE,0.03577136,104.9556,5.337529,609.3069,9.093742,138.3292,5.338085,514.2526,8.573635,11.095,11.12,9.262
2087455045875427328,1854,53566,133,BROADLINE,0.008124122,151.4102,11.30373,235.927,13.61166,78.75883,8.238578,250.981,15.64519,10.771,10.807,9.574
2446690788604667904,2173,53874,401,BROADLINE,0.0324412,98.29977,5.648207,164.4347,8.547458,58.2608,5.558573,186.419,7.898178,11.006,11.048,9.985
3001669013819385856,2666,54230,72,BROADLINE,0.02686102,161.9444,9.365841,220.337,12.9803,73.57055,8.548402,279.7395,12.66509,11.185,11.283,10.588
1079879063478233088,959,52411,513,BROADLINE,0.04268014,557.58,16.39448,487.1251,18.84616,72.47333,10.37286,743.6385,20.18256,11.092,10.94,8.402
2511990783205206016,2231,53816,393,BROADLINE,0.02189076,144.2286,12.17383,257.7723,16.53114,73.00336,9.696853,319.3564,18.14705,10.964,11.027,9.879
2256389512793974784,2004,53737,313,,0.0296073,48.35786,8.168126,68.34614,9.587364,39.17542,7.367363,78.72341,9.981043,11.446,11.531,10.925
946910998558697472,841,52375,106,STARFORMING,0.02142312,373.0042,13.75465,1785.013,25.71947,434.1843,12.4641,1784.927,25.49698,10.533,10.482,7.602
2497393666834851840,2218,53816,537,STARFORMING,0.03271907,106.7201,6.314855,3397.34,25.90174,451.0143,7.381761,2429.063,18.64248,11.022,10.747,6.712
654158880518989824,581,52356,40,,0.01934814,208.4687,6.150431,278.3849,7.347785,68.49149,4.881441,346.3397,7.808549,10.996,11.047,8.609
532575427311462400,473,51929,90,BROADLINE,0.01764133,176.7543,6.990289,265.7087,8.458536,111.2034,6.246157,209.0114,7.83979,11.425,11.509,10.761
621586392195033088,552,51992,326,BROADLINE,0.01690997,50.58302,3.006541,60.46059,2.219188,20.28295,1.98685,54.2353,3.103724,11.965,12.053,10.482
654191041234102272,581,52356,157,AGN BROADLINE,0.02310554,66.95015,6.949616,646.7882,11.27373,93.7262,6.014457,361.9231,10.75793,10.514,10.423,7.232
480904427633403904,427,51900,528,BROADLINE,0.01209331,168.3746,11.40574,395.4808,15.94549,109.4587,8.809713,262.1568,16.60967,10.383,10.405,9.154
327725690801645568,291,51928,323,BROADLINE,0.006215455,176.955,10.34216,249.5112,10.04849,55.05654,6.261361,133.6092,12.02091,10.395,10.432,9.627
3110987412302489600,2763,54507,458,BROADLINE,0.03746098,82.02875,9.409563,164.3297,15.5018,48.27552,9.636245,215.0643,13.88903,11.241,11.277,10.094
458396598636931072,407,51820,565,AGN,0.02087685,85.21669,5.156185,175.9189,6.142376,53.95181,4.279678,246.5784,6.915007,11.543,11.562,8.706
1110145320592893952,986,52443,29,STARFORMING,0.01950927,456.4222,8.776516,3249.227,25.0313,857.3526,10.21475,1259.511,12.38062,11.925,11.864,8.528
1969246547266791424,1749,53357,173,STARBURST,0.03606816,1908.705,14.15564,3673.269,22.30405,1122.382,8.843272,577.8633,4.923454,13.395,13.063,9.047
392955038911195136,349,51699,58,STARFORMING,0.08299356,44.03122,2.895383,1010.639,5.867961,212.1412,3.265459,412.7115,3.994951,12.652,12.441,8.654
892954939242866688,793,52370,423,STARFORMING,0.01117923,731.9827,8.417918,1779.992,13.21902,526.8243,6.443616,395.2498,5.046802,12.462,12.373,8.966
3092903465085593600,2747,54233,205,BROADLINE,0.01756326,106.757,10.89982,226.066,16.01893,63.33828,8.972003,352.0308,17.43773,10.651,10.701,9.275
1946836034796939264,1729,53858,564,BROADLINE,0.01739782,47.19717,4.809298,231.8428,6.387797,58.07232,4.047652,145.9844,6.557826,11.457,11.462,8.927
2837438816208316416,2520,54584,622,STARFORMING,0.03496878,84.86417,3.283915,2329.997,11.10184,528.2588,4.707238,1132.783,6.280765,12.056,11.919,7.726
3115468742390212608,2767,54243,377,,0.02242037,92.30627,12.89907,120.4376,14.26497,57.44889,10.10885,176.0915,17.31778,11.272,11.355,10.786
666643554621220864,592,52025,403,STARFORMING BROADLINE,0.03709751,59.01332,5.589213,356.5822,7.982963,82.29792,4.972581,290.929,8.261633,11.308,11.328,8.92
2034544907296729088,1807,54175,159,BROADLINE,0.01608397,113.4102,10.78347,155.292,13.94253,52.53115,8.587022,88.26109,13.17896,11.25,11.319,10.613
592336914363738112,526,52312,413,STARFORMING,0.01974647,137.0189,6.73704,3259.652,32.3522,672.5318,9.084181,1183.314,13.51023,11.518,11.358,7.207
2241829225180981248,1991,53446,591,AGN BROADLINE,0.01023559,195.194,13.40344,467.7974,20.87903,161.5564,13.02263,324.6467,18.45731,11.007,11.048,10.226
2188792631524354048,1944,53385,157,BROADLINE,0.03300617,64.77869,6.509678,113.0859,8.182983,26.78898,5.078556,139.0237,8.845686,11.744,11.743,9.126
1468201016527710208,1304,52993,100,,0.01076986,145.0347,5.896478,253.9137,6.799811,55.69787,4.166041,190.2814,6.799603,11.448,11.535,10.101
506815793665697792,450,51908,585,BROADLINE,0.03114314,45.54643,4.188739,92.99428,5.231034,20.32749,3.555561,103.2991,5.343668,11.725,11.798,10.172
1351159097809987584,1200,52668,288,STARFORMING,0.0287631,125.9368,7.269608,1768.039,16.45612,417.0034,7.42465,1016.268,12.11065,11.457,11.42,8.38
1874668199920822272,1665,52976,163,BROADLINE,0.01989758,37.13248,3.933345,88.71162,4.860401,31.96688,3.852888,91.36058,4.813654,11.569,11.679,10.709
773660953769175040,687,52518,610,AGN BROADLINE,0.01826793,276.6197,13.35209,663.1437,21.34266,223.1246,12.64592,559.9866,19.87522,10.944,11.029,10.237
636181038573316096,565,52225,173,BROADLINE,0.01299211,214.6794,16.44036,558.6741,32.0165,98.91177,15.97306,788.5266,30.66588,9.559,9.576,8.264
2654998487875217408,2358,53797,460,AGN,0.005296941,1585.921,21.61908,1090.344,17.75552,293.4624,9.339648,716.5037,14.99033,10.942,10.97,8.555
2001900127291205632,1778,53883,182,BROADLINE,0.0228946,226.6759,13.30673,289.9238,18.93317,93.03514,11.21196,356.4591,18.14588,10.836,10.902,9.961
887294652846204928,788,52338,311,STARBURST,0.01014418,247.0402,8.794761,7996.467,60.07956,1582.393,15.21137,4117.781,31.22255,9.674,9.34,5.163
1556046774953601024,1382,53115,193,AGN,0.01415202,6137.02,47.40217,2315.617,31.83517,624.3373,15.76835,3161.543,33.28547,10.64,10.625,8.018
2165257034268698624,1923,53319,551,STARFORMING,0.01564719,221.0712,4.661606,2261.605,15.36957,612.0125,6.519563,845.0268,7.783753,12.427,12.334,8.867
2837301102376937472,2520,54584,121,AGN BROADLINE,0.04603941,29.51728,3.020396,92.01307,3.461486,37.75023,2.674986,93.59654,3.700943,12.033,12.046,9.617
1033710844988385280,918,52404,490,STARBURST,0.03048438,1522.805,15.70481,4107.485,28.34753,1020.533,11.00114,825.7416,9.039816,12.185,12.047,8.203
751129480658970624,667,52163,561,BROADLINE,0.01594187,124.3489,9.68077,255.7248,13.3987,85.57474,8.467617,300.8698,14.03831,10.876,10.978,9.945
1192412982542362624,1059,52618,309,STARBURST,0.0268562,1743.406,19.47846,5878.867,45.81894,1661.83,17.23048,1554.088,14.532,12.343,12.096,7.87
393100449323968512,349,51699,587,STARFORMING,0.0267808,66.44958,2.711194,1335.11,7.157551,318.4162,3.585345,755.6008,4.63797,12.36,12.263,8.383
3247252637430605824,2884,54526,572,AGN,0.01989869,566.772,9.610229,465.7422,11.17637,131.8963,6.409513,712.1586,11.8258,11.257,11.173,8.905
1456925795636242432,1294,52753,41,STARFORMING,0.01859305,434.2856,14.93886,3193.848,34.3646,760.5303,15.75493,2127.768,27.20053,10.898,10.788,7.61
3001751477191469056,2666,54230,372,AGN,0.02704491,106.8847,6.365555,318.1252,9.32227,86.50205,5.336984,398.0862,9.810698,11.322,11.289,8.036
594596955649239040,528,52022,443,AGN BROADLINE,0.02287915,258.7959,8.354719,532.2633,12.75326,151.3136,7.884582,690.7801,12.43176,10.909,10.991,10.181
2820527215647680512,2505,53856,538,BROADLINE,0.0224808,110.7594,8.454925,127.4131,10.69259,65.37457,7.358034,120.7691,10.72904,11.429,11.504,10.812
2497399164392990720,2218,53816,557,BROADLINE,0.03274728,67.58727,6.721762,155.4984,9.49922,42.9437,6.314975,206.7797,9.252748,11.582,11.641,10.971
1013481209335932928,900,52637,623,STARFORMING,0.03393195,570.897,9.758911,2560.91,18.45769,500.8777,8.505851,2030.835,15.24704,11.264,10.557,6.391
2733854362374793216,2428,53801,616,,0.006866126,79.3125,6.03878,127.7158,6.472085,45.06057,4.529568,42.68523,6.261672,11.793,11.866,10.939
635028475492722688,564,52224,76,BROADLINE,0.02847396,53.58146,3.701763,56.2981,4.310794,22.95357,3.217305,40.57557,3.939752,11.899,12.034,11.577
2168539076444055552,1926,53317,203,STARFORMING,0.01501069,220.357,5.071107,1973.538,14.80908,441.7253,5.410116,739.242,7.017831,11.466,11.35,7.122
1002213138390607872,890,52583,590,AGN BROADLINE,0.0178638,1030.499,18.42098,797.8468,19.33614,158.5034,10.21366,1028.453,20.83676,10.683,10.465,7.222
1046000089421604864,929,52581,142,AGN,0.02673788,4072.924,34.4453,2085.451,27.2242,389.5215,11.63178,2478.793,27.26992,10.289,9.569,6.553
453810811371022336,403,51871,266,BROADLINE,0.01851283,224.9048,13.265,244.9906,15.54185,100.7597,10.92301,243.7554,15.59985,10.961,11.096,10.445
443609543193159680,394,51913,18,BROADLINE,0.04571029,33.14077,4.083726,70.38925,4.790779,30.62161,4.158335,99.2342,4.794061,11.899,11.948,10.647
1184523709185026048,1052,52466,280,AGN,0.01832281,201.1432,9.649714,432.9888,13.4877,106.6309,8.183837,737.5605,15.16398,10.615,10.613,8.366
2968028903328737280,2636,54082,570,BROADLINE,0.04087438,21.71961,1.997053,92.536,2.686964,17.54804,1.743181,67.01106,2.611831,12.09,12.146,9.81
1004456688427755520,892,52378,560,STARFORMING,0.008238027,224.547,8.379918,4470.482,35.07556,862.7401,11.05003,1973.625,18.87499,10.514,10.353,6.549
2900491676537612288,2576,54086,631,BROADLINE,0.01628847,149.7898,8.894814,221.9852,11.49286,52.08299,6.505534,264.4351,12.57058,10.814,10.77,7.637
651918900153313280,579,52338,83,STARFORMING,0.01209809,366.3863,16.83248,5959.053,56.91217,1414.765,22.59591,2818.417,35.08831,10.462,10.365,6.681
2800130175373699072,2487,53852,62,BROADLINE,0.0209762,180.923,12.82001,255.4175,17.52959,97.50036,11.2625,311.3887,17.65981,10.744,10.799,10.005
2820512097362798592,2505,53856,483,AGN,0.01189983,1141.63,20.40248,1631.415,29.12049,363.054,13.85396,1467.988,26.12133,10.018,9.864,7.144
2933035853007579136,2605,54484,242,,0.02323581,108.0444,10.69452,113.1519,13.52438,77.4583,10.45497,120.3634,13.80293,10.82,10.883,10.111
654214405856192512,581,52356,242,STARFORMING,0.02523617,463.7224,7.257617,1212.021,10.66158,359.2458,6.364434,434.6016,6.298012,12.726,12.696,9.773
2821646523903797248,2506,54179,514,,0.01870616,38.75773,7.169377,112.8104,8.756188,59.89264,6.793521,69.03981,8.81484,11.66,11.747,10.497
855834600277043200,760,52264,548,STARFORMING,0.03806694,99.20126,5.013627,1376.463,11.73146,369.6912,5.980789,457.9238,6.755981,12.42,12.334,8.878
797221008296667136,708,52175,305,BROADLINE,0.0246344,123.6174,5.733252,204.149,7.991678,75.47269,5.717903,254.5491,7.599491,11.874,11.963,11.021
1473923695796840448,1309,52762,439,STARFORMING,0.005701239,57.58485,5.075794,1039.214,12.78912,175.0838,4.96727,423.887,10.06729,9.426,9.202,5.031
872685166248617984,775,52295,410,STARBURST,0.01082554,1267.279,16.21635,5745.364,47.17968,1461.345,15.67808,1467.125,14.2294,14.356,14.195,9.871
1875752318637467648,1666,52991,11,AGN BROADLINE,0.01778358,102.8358,8.044607,555.7126,12.36903,162.1257,7.924963,404.612,12.06618,10.586,10.676,8.993
443771446280349696,394,51913,607,STARFORMING,0.06455159,27.50988,1.66426,783.5665,3.817041,163.4442,1.955686,241.2939,2.235625,12.807,12.605,8.797
315360852611983360,280,51612,396,BROADLINE,0.0241728,114.4921,8.387469,215.8928,11.84324,68.5118,8.140857,200.4113,11.1158,11.242,11.344,10.411
370520609647519744,329,52056,362,BROADLINE,0.02773863,246.3916,11.67183,385.5475,15.60835,84.22272,9.025786,458.694,15.97604,11.335,11.367,8.866
1928745769465047040,1713,53827,288,,0.02397958,118.6641,8.945068,144.7721,11.20957,74.73403,8.501215,126.4157,10.51282,11.499,11.576,10.827
340022899698067456,302,51688,4,STARFORMING,0.02539507,638.9077,14.49786,6541.773,44.78582,1519.601,17.74848,3709.226,28.83434,11.009,10.883,7.397
621596012921776128,552,51992,361,STARBURST,0.01268859,566.336,6.873991,4598.079,23.48132,861.8557,7.492502,2705.238,14.30111,11.425,11.311,7.501
749923591046326272,666,52149,270,STARFORMING,0.01789778,46.15541,3.645706,306.5034,5.109126,89.9816,3.508876,184.7592,4.712066,11.049,11.007,7.644
443686783885010944,394,51913,299,,0.03390513,40.31791,2.35097,129.983,2.695805,30.52315,1.983529,115.3744,2.782122,12.239,12.263,9.979
1002170257437124608,890,52583,434,BROADLINE,0.02795325,43.25731,5.692621,90.65086,7.625014,26.38503,4.838173,158.0336,8.635384,11.179,11.304,9.517
936894171694786560,832,52312,529,STARFORMING BROADLINE,0.02608779,186.219,9.581195,571.0969,13.79272,145.7126,8.185835,308.3112,12.03454,11.319,11.422,9.693
1070871314249574400,951,52398,511,STARFORMING,0.005240938,577.459,18.03613,2320.722,32.10544,657.1082,15.63102,1377.294,25.88848,10.35,10.21,7.713
2358855745753081856,2095,53474,347,STARFORMING,0.01027946,844.5275,22.08966,3538.996,45.47305,788.1033,18.41108,3200.918,42.40879,9.758,9.591,5.619
594512843009714176,528,52022,137,,0.01745353,797.8801,8.640388,556.9174,8.936457,89.22804,4.921958,1051.947,9.987796,11.276,11.102,7.745
689115099297769472,612,52079,234,AGN BROADLINE,0.002540363,164.2781,11.10093,527.9299,15.82728,135.2112,8.263153,502.3858,17.68471,9.819,9.757,6.663
1874695412833609728,1665,52976,262,STARFORMING,0.01884922,240.483,9.235972,1467.31,14.95297,395.9485,8.709839,1365.508,15.26297,10.001,9.938,8.01
443619163919902720,394,51913,53,BROADLINE,0.04502115,19.07298,2.042859,54.16376,2.635852,20.03215,2.150571,72.97021,2.552143,12.499,12.545,11.022
683536182147049472,607,52368,418,STARFORMING,0.03681741,79.64045,7.102148,2903.611,20.13856,527.2005,9.412522,2446.315,16.0167,11.508,11.24,7.05
3105268577716955136,2758,54523,133,BROADLINE,0.01630209,126.7982,5.985287,68.31363,5.276338,29.01049,3.939756,90.12407,6.104788,11.816,11.931,10.811
3118861564875139072,2770,54510,432,STARBURST,0.02862466,240.6829,4.908908,2901.117,20.71178,794.4638,8.012039,1352.651,10.121,12.622,12.484,8.539
2995021096236902400,2660,54504,463,,0.02130541,54.69788,4.31772,48.38818,4.218161,16.87301,2.872849,39.3265,4.644541,12.394,12.459,12.168
2497307630049978368,2218,53816,224,AGN,0.03288546,227.045,6.494497,382.3579,7.824757,101.6601,4.805013,382.7119,7.921231,12.152,12.111,10.075
1434408626193197056,1274,52995,44,STARBURST,0.01638531,1805.494,19.6095,5893.5,46.30551,1681.112,16.88135,1230.225,12.35917,11.906,11.671,7.58
1783434297907111936,1584,52943,32,BROADLINE,0.02222399,422.3838,8.846781,166.2164,5.112483,72.25724,4.335412,167.7037,5.661834,12.326,12.328,11.314
737527697172883456,655,52162,230,STARFORMING,0.02720466,354.336,5.899249,1476.273,11.85661,432.2445,5.984982,691.6788,6.81437,13.22,12.968,9.415
1918634924525512704,1704,53178,369,BROADLINE,0.01346012,145.5356,10.59037,197.6694,12.34319,71.17275,8.133725,177.0869,12.69388,10.836,10.906,10.319
1874777051571972096,1665,52976,559,BROADLINE,0.02404649,87.45499,4.973968,188.103,6.299037,38.51067,4.266788,316.6233,7.05878,10.794,10.79,8.974
393022933754210304,349,51699,305,STARBURST,0.0149755,221.8488,4.399277,5413.769,29.58297,1058.584,7.380199,1898.237,10.37977,10.46,10.128,5.602
2034639465296717824,1807,54175,503,BROADLINE,0.0207879,120.3626,8.180882,234.7828,11.14312,79.75938,6.903588,216.8107,11.20349,11.256,11.305,9.501
2027888188705499136,1801,54156,518,BROADLINE,0.02265034,73.96794,5.395071,179.2886,7.507959,45.83487,4.585697,229.0562,8.208973,11.12,11.173,9.329
383973403150804992,341,51690,151,STARFORMING,0.02319018,124.5564,7.466159,3593.997,27.80362,809.8279,11.03908,1491.908,15.15351,11.294,11.175,7.416
1641565689917499392,1458,53119,13,STARFORMING,0.02382932,79.49393,9.618537,1227.583,17.15419,263.3401,8.643849,524.75,13.88941,10.575,10.425,6.231
2522158791978412032,2240,53823,520,STARFORMING BROADLINE,0.02564392,92.66433,9.715348,980.7279,17.17576,203.3089,8.565902,586.5858,16.03173,10.679,10.606,7.463
2521035364345341952,2239,53726,529,BROADLINE,0.02276737,100.8902,5.283603,86.78221,5.780324,32.42779,4.099648,108.0469,6.009108,11.623,11.695,10.305
555123662487840768,493,51957,200,STARBURST,0.007757276,2068.018,21.60298,5943.818,44.6895,1459.279,15.96255,2443.335,21.38391,11.239,11.219,8.006
2936465504484747264,2608,54474,431,AGN,0.02359786,4479.838,25.3591,1518.775,13.23183,390.6733,6.88912,2631.448,16.00771,11.934,11.935,9.041
2937581233942587392,2609,54476,394,BROADLINE,0.0217961,80.82633,5.683473,255.1709,7.988343,54.47095,5.110553,282.4006,8.528765,11.318,11.3,9.173
