          specobjid         ra        dec
1615761249461626880 162.589970  41.464025
1616840421097367552 165.495810  45.228033
2439844679705978880 236.745350  17.884185
2733854362374793216 131.923720  13.419121
3277589264514181120 229.946470  39.760512
 654155581984106496 167.687030   4.510835
 654158880518989824 167.686910   4.846471
 654164103199221760 167.661920   3.755448
 654191041234102272 167.141330   4.831886
 654214405856192512 166.374310   3.659976
 654219903414331392 166.246380   4.291125
 654297968739903488 167.416470   5.350213
1079879063478233088 202.946190  59.179815
2741685634396612608 136.038590  17.076241
2742806865170688000 137.343930  15.613664
2743984163790022656 139.007370  17.820694
3287670685471631360 188.927000  -0.215192
 403172252708792320 262.099320  57.545419
 403174451732047872 262.005900  57.521827
 404249224398530560 261.036440  53.466990
 666639156574709760 230.661720   4.245760
 666643554621220864 230.507880   3.751737
 668835981142550528 236.569270   2.413354
 933478813432571904 130.421740  40.657446
 933518945606985728 132.248510  41.003167
 933543959496517632 132.978450  40.835883
 936881527311067136 138.060460  44.954842
 936894171694786560 139.212760  45.700709
1178834840502429696 221.837620  48.901285
1178913180705908736 218.195210  49.457884
1802674929645152256 160.990410  11.703803
2402717195474855936 217.194430  27.250669
2402769697155082240 217.319270  28.821883
2402770246910896128 217.188620  28.964245
2403901093797980160 217.056180  25.947424
2661674171716626432 151.463870  20.804103
2662777806546561024 154.142240  21.123053
2662796498244233216 154.410690  21.688250
2989363278909564928 179.542360  25.122255
2990493856773990400 181.788410  25.640705
2990517496273987584 181.998090  25.551560
2991562307500271616 183.882280  24.728540
2991582648465385472 183.520880  24.067395
2991671708907235328 184.451500  26.030713
2993784970188711936 189.158590  24.428774
 672239519621212160 171.376850  63.446327
 673306325089806336 180.654460  64.376464
 675686218024904704 188.761030  66.375946
 954784056501889024 194.588160   4.885653
1479548252360566784 180.807610  57.890557
1479582612098934784 182.889400  57.737490
1480594433329096704 184.885810  56.736580
1481776683190085632 186.008430  58.385204
1942318698119325696 235.945360   9.637918
2383626653969442816 208.324120  33.490851
2801239312711051264 166.668590  20.085556
2801414959693588480 166.852850  21.657094
3296707847290644480 204.368310   8.893870
3302377479049603072 217.053030   9.480160
 368290254303553536 173.180340  -2.199732
 369300430410246144 176.090590  -3.184086
 369360353793959936 175.225720  -2.694687
 369455461549762560 176.343330  -1.876723
 369461783741622272 176.291210  -1.762613
 370520609647519744 176.312630  -1.702770
 603488156460804096 220.984870   1.604189
 603493379141036032 221.101870   1.679772
 605909830904866816 225.001700   1.891321
 606871078744123392 226.781950   1.544547
 606879599959238656 226.621530   1.605816
 606913409941792768 225.338090   1.637064
 609142668794030080 114.755990  31.914740
 609176753654491136 113.745190  31.963218
 609219084852160512 114.070020  33.122711
 609240250450995200 114.603030  33.151109
 871556517411710976 164.787540  61.530640
 872685166248617984 169.857820  62.483932
 873804744366254080 173.117090  62.507310
1110145320592893952 319.751170  -0.963978
1371479997524502528 153.202380  43.145531
1880254570081314816 210.708450  49.172689
2103338861567436800 117.966200  49.814318
2106713538738284544 123.225640  55.672065
2479297075636889600 245.357190  14.531525
2482666532828637184 241.974930  20.051056
2482676428433287168 241.303630  20.542396
2923967626612860928 186.355880  16.469525
 541640075696433152 147.345490   1.145381
 797221008296667136  42.216904  -0.524063
 799456865661511680  46.718414  -0.794504
1061826456352483328 151.894850  46.093999
1062986445112764416 154.594500  45.954659
1863508990709753856 239.682090  26.818150
1863540326791145472 240.537160  26.329324
2087455045875427328 246.850970  19.597196
2475887489911384064 240.517790  17.075856
2477101081222473728 241.561810  18.182886
2478134347761215488 244.665050  15.558380
2908248731222566912 148.131550  15.775453
2908249006100473856 148.136720  15.826870
2908302882170234880 147.707840  17.138424
2908305081193490432 147.325130  16.878956
2908334768007440384 148.279800  16.677690
2908350436048136192 148.890050  16.432868
2909451872794339328 149.449050  15.125604
2909466166445500416 149.472680  14.925470
3347440962677794816 259.498770  33.334450
 327725690801645568 190.112870   1.196925
1120352641621190656 149.297890   5.201324
1432293440598599680 136.960200  33.468133
1434408626193197056 141.534560  34.895392
1436805012457023488 146.948510  39.084238
2021061876653254656 196.914220   6.335946
2024410153431885824 199.356040   9.322196
2267568242866284544 209.212570  37.797243
2581864195951716352 144.313320  23.590611
2582986260888971264 144.491660  25.494791
2936394036228941824 180.798220  19.728820
2936465504484747264 180.437150  20.328341
2936489968618465280 181.004150  20.337424
2936494641542883328 180.779600  20.805435
2936499589345208320 181.123620  20.316295
2936510859339393024 181.464440  20.521965
2937576561018169344 181.475910  20.572532
2937578485163517952 181.047070  20.409837
2937581233942587392 181.057680  20.209710
2937582608332122112 181.135500  20.204948
2937586456622819328 181.714100  20.818723
2937592229058865152 181.366320  20.308756
2937625489285605376 182.792360  20.175672
2937636209523976192 182.990640  20.027866
 399702743264028672 261.128400  56.909717
 646322386253146112 153.440840   3.424977
 646392480119416832 153.999770   4.954791
 650862819251611648 159.882760   5.107617
 651918900153313280 162.991770   3.792063
 932346866564098048 129.360790  40.035587
1147363793622296576 183.539450  54.526858
1148446263054723072 189.000480  54.220977
1812747831031654400 178.869590  11.968366
2037912979898394624 214.083010   8.293467
2037969879625132032 212.127910   8.931907
2041397608953440256 220.693320   8.725575
2041424546988320768 221.521960   8.915613
2041427020889483264 221.143050   8.937096
2287908939058145280 197.880100  36.282126
2289055998876346368 207.750930  36.954416
2551402500326451200 120.118980  15.453100
2551405249105520640 119.917160  15.386817
3001653070900783104 206.674360  22.692647
3001669013819385856 206.552920  23.053841
3001679734057756672 206.317350  23.218955
3001721790377519104 205.012210  23.142973
3001751477191469056 205.213160  24.473280
3001771543278675968 205.658950  24.465060
3316955077226293248 110.812860  37.358734
 377295799358351360 188.978640  -2.385847
 378302677114710016 192.054400  -3.333267
 379506367435663360 192.056790  -3.332715
 631787116405221376 163.074190  61.379615
 635028475492722688 131.827680   2.762262
 635034797684582400 131.668850   2.408019
 635037546463651840 131.683180   2.537411
 635061185963649024 130.962850   2.713851
 635068882545043456 130.678940   2.873186
 635151620795033600 131.866460   3.669006
 635153819818289152 131.831630   3.341675
 636175266137270272 134.399490   3.090235
 636181038573316096 134.335440   2.921314
 637276152372684800 137.713880   2.977089
 637364113302906880 135.588280   3.615722
 637369335983138816 135.622450   3.384986
 637378406954067968 135.888960   3.375846
 637379506465695744 135.916300   3.369799
 637389402070345728 136.015440   3.584723
 892954939242866688 226.951400  55.185733
 893009090190534656 228.753970  55.432020
1833070659740133376 188.298980   7.851633
2049151095191660544 234.076790   5.665370
2053798718813005824 212.016680   7.327645
2283369880231110656 206.823980  34.148803
2283442997754357760 205.685130  35.062912
2283472684568307712 207.312390  35.295083
2577353998885480448 143.042050  21.502295
2578451861564581888 140.843090  22.436402
2580671225550366720 143.740010  21.705270
2581785855748237312 141.422160  23.361622
2912757004495775744 152.659520  16.685024
 528082822531934208 134.619160   0.023468
 532558659759138816 140.928900   1.349221
 532572678532392960 140.827870   1.583107
 532575427311462400 139.979950   0.945119
 532582024381229056 140.292930   1.472739
 532713690898655232 140.902100   2.136491
1057284103302309888 141.221730  41.060184
1946797002134153216 240.548470   7.086102
1946836034796939264 241.207600   8.481095
2376877016092796928 168.841370  35.502015
2376879215116052480 169.092450  35.612402
2382420760212826112 209.233340  29.164372
2638142148947503104 152.667990  24.414148
2928594919838738432 192.063460  17.774016
2933035853007579136 199.984780  15.850533
3343996467592325120 245.077620  18.464620
3344069859993479168 246.114360  19.482573
3345192461382215680 256.564690  37.785234
