        ra        dec
233.026900   0.746151
233.952070   0.779107
234.664610   0.758933
235.317920   0.741595
180.800600   1.889268
180.859160   1.994366
181.025900   1.960591
183.071450   1.924197
183.442430   2.024830
183.506080   2.000852
183.511930   2.041666
183.627750   1.952792
183.726590   1.916195
183.956610   2.009737
183.894870   1.956904
183.947460   2.069965
184.170670   1.921603
184.406540   2.029831
184.527080   1.907012
184.528370   1.883091
184.590630   1.967059
184.909510   2.012423
226.547950   0.996955
226.702580   0.856859
227.014100   0.968898
227.234180   0.967970
227.370210   1.003455
227.495830   0.981994
227.549090   0.858349
228.196090   0.952233
196.979350  -0.995538
197.847480  -0.962133
197.933810  -0.950154
198.269990  -0.982337
198.439270  -1.020239
198.475200  -0.930861
198.857230  -0.854283
199.051280  -0.844149
199.051280  -0.844149
199.118350  -0.960223
199.453670  -0.895331
199.586020  -0.848757
199.586020  -0.848757
199.442970  -0.868348
199.445620  -0.962881
199.445620  -0.962881
199.676370  -0.934595
199.676370  -0.934595
149.653870  63.220602
149.904990  63.368273
150.446760  63.423782
151.235060  63.526767
151.121770  63.614314
151.683350  63.693118
152.322750  63.810660
152.415230  64.055408
152.668210  64.089726
153.057240  64.019492
153.034980  64.110814
153.173740  64.183972
153.441880  64.238910
153.769810  64.280841
153.869310  64.356573
154.140710  64.264574
154.184590  64.390064
155.253110  64.601227
154.934160  64.651532
155.213300  64.652120
155.696970  64.610116
155.889920  64.666348
156.514520  64.836181
156.554060  64.810558
156.887430  64.929548
157.101080  65.041819
117.265380  43.512986
117.343940  43.631675
117.414870  43.697787
117.331360  43.740824
118.020490  44.161451
118.022460  44.279949
118.074920  44.321527
118.156930  44.367268
118.183660  44.556697
118.325310  44.865993
118.693360  45.084089
118.821490  45.222231
118.757170  45.283586
118.818200  45.284722
118.879830  45.300950
120.171480  46.047127
118.956610  45.368605
118.856370  45.439339
119.047220  45.484732
118.834900  45.450475
119.019580  45.453126
119.097260  45.710410
119.293990  45.684527
119.183990  45.715379
119.455560  46.040433
119.461760  46.059417
214.814120   4.539376
215.323120   4.414633
215.467910   4.484797
215.673200   4.405805
215.690650   4.445243
215.814250   4.302371
216.262760   4.364126
216.475760   4.446343
216.823040   4.385685
216.955620   4.350337
210.717240   4.992401
211.126050   5.108179
211.192400   4.970125
211.200700   4.925415
211.281900   4.968103
211.310650   4.981540
211.634370   5.032236
211.889880   4.945407
212.184650   5.035264
212.620400   4.889414
212.642200   4.864359
212.817190   4.928398
212.824950   4.958364
212.855070   4.971997
212.871340   4.865575
212.869150   4.867881
183.761350  64.190066
183.781300  64.284765
184.208930  64.279511
184.154960  64.208583
184.708520  64.352837
185.091820  64.307062
185.085160  64.259471
185.328730  64.307782
185.376450  64.298534
185.526590  64.307980
185.764090  64.304722
186.323280  64.279809
186.415410  64.335874
187.023370  64.243497
187.961820  64.196400
188.076200  64.250420
188.275360  64.299959
188.305980  64.160499
188.586860  64.283249
188.658710  64.300764
190.063050  64.177583
192.240870  64.120644
192.333870  64.162658
192.484080  64.056638
192.547690  64.014682
192.885630  64.010714
187.289840  -1.610121
187.494060  -1.641326
187.551620  -1.543353
187.625430  -1.599638
188.550940  -1.446212
189.001590  -1.600324
189.321730  -1.646719
189.444890  -1.449193
189.461770  -1.471872
189.602450  -1.561081
189.956830  -1.603018
192.873560  -1.561098
193.037160  -1.564040
194.282670  -1.418081
194.363790  -1.444267
194.752670  -1.576930
195.548750  -1.590983
195.613620  -1.420365
196.329800  -1.536161
196.733730  -1.476513
196.801220  -1.404010
147.914480  58.696892
142.910450  56.555229
147.687550  58.475559
148.042910  58.622077
140.265110  52.628458
199.482990  65.582163
200.347040  65.584796
200.707290  65.549280
200.862870  65.513186
201.194470  65.432464
203.663800  65.126276
204.345200  65.101437
208.823780  64.440505
210.383430  64.096942
197.590230  66.303083
198.264160  66.223219
198.500090  66.105180
198.801010  66.252062
200.644710  66.044212
201.265460  65.917630
202.218440  65.725261
202.739910  65.838705
203.407110  65.694492
203.423860  65.605327
204.334030  65.601740
204.562980  65.567822
204.664140  65.544830
204.772220  65.563048
204.865990  65.364344
205.525700  65.302528
205.904290  65.322467
124.735680  44.320097
124.729030  44.403389
124.621720  44.429909
124.767790  44.403387
124.768100  44.396363
124.643570  44.476874
124.643570  44.476874
124.903280  44.685947
124.832380  44.606873
124.909560  44.607509
124.924520  44.698053
125.178220  44.791640
125.178220  44.791640
125.351290  45.057406
125.351290  45.057406
125.492380  44.987047
125.458470  45.143364
125.448410  45.161286
125.448410  45.161286
125.448410  45.161286
125.656970  45.080071
125.656970  45.080071
125.524020  45.217029
125.526770  45.271855
125.706720  45.314339
125.883290  45.292969
201.638330   1.277314
201.845850   1.266558
202.048620   1.288818
203.746620   1.300057
194.967360   1.640350
195.148120   1.786483
195.450130   1.621841
195.567160   1.650414
196.403000   1.716583
196.442810   1.678645
196.560240   1.803833
196.896870   1.763463
197.957650   1.691239
198.194020   1.612329
198.319780   1.599676
198.700890   1.749301
198.908020   1.775512
199.075350   1.777833
199.254820   1.728554
199.507370   1.736164
199.556050   1.659259
199.558570   1.726715
199.846830   1.581853
199.812290   1.679719
200.269410   1.610195
200.288280   1.777978
151.524620   2.804460
151.943810   2.874571
152.611220   2.797866
171.518910   3.568129
175.097870   3.611282
142.626420   2.555436
142.615630   2.476552
143.176250   2.533599
147.085490   2.898408
148.414010   2.939007
149.919230   3.027719
151.512980   3.109799
152.345560   2.957457
167.966300   3.698683
142.433810   2.863673
142.516470   2.969768
142.716010   2.974961
142.861950   2.999894
143.328610   3.003594
143.588100   3.109453
143.627860   3.095934
143.837110   3.060524
143.866990   3.028307
144.050130   3.121454
144.218300   3.137678
144.374220   3.110121
311.309820  -5.875774
311.514380  -5.920297
312.091160  -6.065792
312.234380  -5.884162
313.176730  -6.055844
313.067740  -6.039770
313.102180  -6.080284
313.755670  -6.183285
314.030610  -6.229112
314.376300  -6.263484
314.279380  -6.328190
314.385720  -6.235457
314.423930  -6.272946
315.743740  -6.400899
315.826870  -6.531399
316.165110  -6.494519
316.230010  -6.435688
316.262690  -6.577049
316.332220  -6.585118
316.358390  -6.518847
316.396740  -6.442800
316.375770  -6.455931
317.712700  -6.779164
318.831890  -6.965066
309.156070  -5.128084
309.324520  -5.071716
238.995500  55.507027
240.155500  55.015750
240.030290  54.897250
240.398400  54.616281
235.239050  58.459455
235.452800  58.238640
235.512880  58.240459
236.248410  57.790815
237.145930  57.272205
237.670540  57.009397
237.887060  56.990963
238.106830  56.900380
238.117820  56.788880
238.009240  56.712451
238.290280  56.831934
238.741530  56.420749
239.050560  56.203415
240.133300  55.652988
240.513880  55.255838
240.523780  55.203610
240.868980  54.904974
240.930280  54.932167
241.034600  54.970326
201.284370   3.662288
201.538510   3.694385
201.767700   3.549591
156.980750   4.100377
156.985320   4.077002
157.214910   4.014679
157.426080   4.117352
157.535540   4.121963
157.584000   4.080476
157.667140   4.226064
157.678650   4.147800
157.719000   4.105657
157.778960   4.116589
157.939500   4.229102
158.199340   4.195973
158.421970   4.070068
158.762150   4.102622
158.976460   4.224392
159.099920   4.138118
159.787300   4.160196
159.805450   4.266036
159.789270   4.313839
159.832820   4.162214
160.316520   4.274627
160.332700   4.188339
160.527540   4.323286
160.598450   4.153822
160.654220   4.183853
160.825640   4.195594
199.274080  59.858127
199.321750  59.839039
199.419790  59.669013
199.616790  59.722782
199.745640  59.663440
200.174430  59.625970
201.345360  59.613010
201.647160  59.532241
201.756970  59.353757
201.845690  59.427160
202.641550  59.251732
203.678620  59.223776
203.825610  59.114651
203.927670  59.163219
204.156260  59.059042
204.200030  59.064164
195.986160  60.539438
196.784300  60.325377
197.349780  60.325822
198.095670  60.331592
198.312610  60.379528
200.495640  60.087460
201.171410  60.051139
201.884860  59.832707
252.550560  38.857673
252.663140  38.784721
162.692070   1.068587
163.119200   1.061419
163.219170   1.079819
163.329740   1.052637
163.464520   1.232344
163.482820   1.244604
163.854780   1.095735
163.847750   1.128814
164.251440   1.247838
164.417930   1.162597
164.573520   1.141878
165.007820   1.095999
165.004380   1.112251
165.670300   1.061864
165.804710   1.141023
165.825830   1.141822
165.942340   1.179777
166.019750   1.077023
166.114770   1.105065
166.173170   1.125295
166.229090   1.179817
166.723530   1.249782
166.790080   1.173758
166.795550   1.124078
166.743110   1.120521
166.867960   1.087198
133.481290   0.141226
133.686510   0.004375
133.860310   0.061682
130.355870   0.618768
131.150670   0.459366
131.688380   0.458618
131.896670   0.561831
132.973510   0.588608
134.253350   0.505527
134.325710   0.588090
130.302080   1.039379
130.668720   0.896621
131.514050   1.042671
131.711450   0.981798
131.862840   0.856966
132.017270   1.032364
132.167560   1.038793
132.290520   0.843263
132.290520   0.843263
132.305750   0.851863
132.308810   0.985405
132.324180   0.916767
132.395600   0.846472
132.440980   1.010539
132.613090   1.044121
133.384490   0.954795
144.618410   3.159660
144.867460   3.111929
144.998670   2.995691
145.490900   3.132476
145.494870   3.175098
145.691680   3.155857
145.804360   3.038459
145.980930   3.089586
146.302310   3.259146
147.100510   3.284730
147.508660   3.331176
147.708150   3.348018
147.937890   3.272370
148.018620   3.309830
148.529700   3.265742
149.192950   3.385623
149.532490   3.296437
149.556320   3.307877
149.752340   3.256197
149.679170   3.313793
149.918020   3.293019
149.950160   3.414534
150.119240   3.307089
150.276970   3.379154
150.288640   3.400076
150.840180   3.418877
212.885330   4.868840
213.104750   4.945018
213.260750   5.019794
213.783050   4.972317
213.813680   4.899011
213.965070   4.893927
214.436400   4.930457
214.549910   4.946424
214.729390   4.942377
214.917690   4.871060
215.300110   4.788106
215.271950   4.921499
215.574430   4.823039
215.657990   4.813485
215.740150   4.726271
216.204150   4.858696
216.764700   4.864885
216.873400   4.779746
211.301320   5.441074
211.498510   5.337399
211.796610   5.335179
211.790730   5.306087
211.953000   5.362487
212.090450   5.383441
212.097690   5.323551
212.140720   5.376152
259.219240  57.463712
259.206360  57.419907
259.236320  57.425197
259.208710  57.082074
259.405960  56.936918
259.549770  56.665596
259.544840  56.566280
260.108300  56.223294
256.444500  62.323942
256.693680  62.202426
257.097620  61.767089
257.097620  61.767089
257.184480  61.767969
257.184480  61.767969
257.390300  61.409044
257.421190  61.291404
257.722870  61.050202
257.698230  60.793467
257.632400  60.816316
257.632400  60.816316
257.933680  60.623014
258.109530  60.507225
257.909920  60.295927
258.166240  60.325598
258.153120  60.170059
258.569810  59.874394
151.565780   3.448884
151.856170   3.508741
151.935870   3.432817
152.066770   3.508984
152.208500   3.454823
152.531600   3.525157
152.550620   3.478040
152.845220   3.428654
153.096490   3.476212
153.121160   3.596504
168.001760   4.130288
138.263620   3.211647
138.656050   3.222992
139.329060   3.090882
140.532240   3.307951
140.999420   3.265780
141.177570   3.369278
141.985010   3.250354
142.027970   3.276547
142.107180   3.373715
142.770950   3.319566
143.091430   3.408891
143.186170   3.453919
143.203880   3.349097
143.228180   3.513728
143.427320   3.427302
310.031420  -5.344738
310.370730  -5.326132
310.385810  -5.226147
310.714930  -5.367826
311.310820  -5.484300
311.311900  -5.486037
312.048010  -5.522811
311.938560  -5.421022
311.987050  -5.493271
312.703890  -5.690880
312.938640  -5.669034
313.242480  -5.644835
313.840620  -5.678618
313.868610  -5.856007
313.987560  -5.697980
313.995630  -5.718750
314.209110  -5.754852
314.248990  -5.795123
314.354610  -5.820035
314.607260  -5.812846
314.614240  -5.820158
314.909100  -5.982453
314.997570  -6.026753
315.309980  -5.919530
315.618210  -5.991939
315.852790  -6.011096
224.386740   3.376937
224.386740   3.376937
224.620700   3.406967
224.720840   3.255369
225.005010   3.234310
225.338050   3.240307
225.212690   3.253187
226.232050   3.216312
226.617440   3.179346
226.643120   3.232987
226.669530   3.141570
226.858250   3.293126
227.078390   3.152383
227.461160   3.222878
227.464300   3.151189
227.493570   3.242395
227.546220   3.166768
227.599350   3.070731
227.702510   3.248499
227.756440   3.057143
227.823280   3.152936
227.865600   3.061295
228.246330   3.170882
228.220930   3.104835
228.428670   3.128894
228.526350   3.147013
143.511530   3.389750
143.896270   3.435602
143.968120   3.484021
143.917740   3.430245
144.064880   3.506374
144.109310   3.566655
144.236670   3.471995
145.779450   3.464246
146.043310   3.563608
146.480990   3.671350
146.694420   3.636888
146.763880   3.563329
147.505790   3.641272
147.708570   3.582136
147.939400   3.748945
148.311920   3.603652
148.423410   3.627427
148.746260   3.798462
148.858670   3.769349
148.867410   3.747270
148.969850   3.689145
149.064410   3.770854
149.125430   3.637931
149.230310   3.674763
149.330540   3.732046
149.370130   3.656956
167.002430   1.200921
167.112550   1.100979
167.404050   1.166050
167.680810   1.227745
167.766760   1.165961
168.967320   1.066611
169.050270   1.238488
169.164000   1.066741
169.220730   1.104311
169.220730   1.104311
169.252300   1.156325
169.252300   1.156325
169.617970   1.066704
169.617970   1.066704
169.642410   1.084714
169.667550   1.143629
169.814750   1.238654
169.998480   1.252843
170.009220   1.144248
170.082840   1.103642
170.084390   1.152689
170.106720   1.066828
170.561780   1.204403
170.649740   1.116309
170.706580   1.214856
170.715770   1.198827
192.996740  64.013480
193.624010  64.070428
193.862110  64.014950
198.610660  63.553159
168.712050  63.805719
169.853520  63.928089
170.729800  63.953376
170.784540  64.063893
170.944270  64.025645
171.033900  63.939118
171.201720  63.962494
171.523540  64.162838
171.999510  64.022020
172.306180  64.059447
172.471430  64.048433
173.659020  64.197226
174.251120  64.390392
176.070770  64.396371
176.315940  64.453594
176.441530  64.412400
176.620280  64.545376
177.827370  64.481418
177.868600  64.547049
179.013800  64.470444
179.427540  64.628182
165.879720  63.796077
157.633460  65.015049
134.195030  57.594717
134.591470  57.684947
134.591470  57.684947
134.591470  57.684947
134.866830  57.974457
134.866830  57.974457
135.321660  58.097395
135.321660  58.097395
135.357140  58.114570
135.357140  58.114570
135.357140  58.114570
135.443220  58.141095
135.657460  58.184951
135.391090  58.271649
135.429340  58.277794
137.102780  59.063406
137.658900  59.167978
137.714300  59.429402
138.430470  59.600380
138.665070  59.695777
139.547340  60.118197
140.008630  60.241859
139.946710  60.346897
140.364470  60.363374
140.530100  60.472653
180.239490   0.787681
180.523420   0.661415
181.055980   0.630527
181.672990   0.698429
181.902780   0.796799
182.727610   0.649557
183.416220   0.763227
183.553230   0.748892
183.796510   0.820184
183.877060   0.644480
184.477030   0.693323
184.565930   0.735401
184.689220   0.772912
184.720030   0.745875
184.823540   0.823878
184.830660   0.696927
184.950870   0.733076
184.964730   0.810327
185.677780   0.698525
185.918860   0.729143
186.378130   0.698565
186.510260   0.777812
186.984410   0.657622
187.303590   0.817694
187.527430   0.814929
187.858640   0.671660
208.363010  64.940465
209.975730  64.542770
210.335310  64.678365
210.744510  64.439508
198.981960  66.561159
199.421790  66.558595
199.672260  66.420294
200.121120  66.392539
199.951160  66.488974
200.602580  66.494980
200.800520  66.449401
200.941180  66.423702
201.445840  66.371584
201.833460  66.312342
202.004680  66.186278
202.795260  66.093109
203.033700  66.165097
203.940630  65.990487
204.130990  66.033882
205.204760  65.823918
206.810750  65.525508
207.126050  65.648337
208.010230  65.517627
208.121030  65.406930
208.664520  65.275831
209.043850  65.246839
315.940530  -6.031030
316.065480  -6.088169
316.512160  -6.171346
316.621900  -6.215402
316.710900  -6.096976
317.700840  -6.204145
317.719410  -6.365076
309.073340  -4.764228
309.205020  -4.646672
310.287240  -4.923998
310.644520  -4.887881
311.004420  -5.061154
311.340010  -5.095677
312.696740  -5.294675
314.024800  -5.279409
314.049680  -5.339373
314.058840  -5.295323
314.095950  -5.430001
314.242290  -5.358691
314.277300  -5.432498
314.606590  -5.402245
314.547480  -5.388725
314.710710  -5.415769
315.784670  -5.614818
316.042630  -5.613602
316.426630  -5.622926
359.437650 -10.303926
  0.526425 -10.218536
  0.627633 -10.220723
350.083230  -9.599695
350.348010  -9.526377
350.382580  -9.485026
350.394440  -9.538502
350.584750  -9.605786
351.687720  -9.577034
351.796690  -9.703808
351.779010  -9.554949
351.840640  -9.636690
352.057770  -9.563711
352.160190  -9.623540
352.182300  -9.625610
352.304110  -9.714912
352.333230  -9.720871
352.462370  -9.711989
352.700840  -9.604789
352.752350  -9.571246
352.769630  -9.655522
353.025350  -9.633810
353.356880  -9.624721
353.908440  -9.638103
353.912130  -9.705596
354.563830  -9.814197
193.810450   0.762829
195.681370   0.663852
195.738190   0.731336
195.942170   0.710859
195.958800   0.641290
196.118830   0.828682
196.285830   0.811938
197.082880   0.705096
197.099730   0.757798
197.130620   0.732365
197.361430   0.728697
157.953770   1.122982
158.023740   1.160235
158.055710   1.228379
158.328250   1.058557
159.803880   1.226897
160.028800   1.251836
160.295770   1.205420
160.457190   1.236942
160.551300   1.222869
160.771290   1.243461
160.818050   1.210313
161.525180   1.203309
162.443880   1.129450
162.459370   1.204627
162.513470   1.157923
185.472330   2.067422
185.566960   2.080519
185.608770   2.045947
185.769350   1.953091
185.735590   2.063668
185.936690   1.997411
186.781210   1.953836
186.831190   2.011414
187.031830   2.047737
187.131740   1.985188
187.167560   1.907422
187.454730   2.014889
188.052220   1.928321
188.115860   1.958539
188.744400   2.002036
188.829190   1.867244
188.928620   2.012516
189.062430   1.969388
189.387370   1.948278
189.609020   1.948637
189.815750   1.954055
189.856440   1.903044
189.982230   1.914071
193.094280   1.990655
193.806830   1.967144
194.380780   1.933281
196.513230  63.940090
197.035550  64.006619
197.696820  63.934003
198.481430  63.756318
199.547290  63.696638
199.907800  63.674646
200.398510  63.559789
200.683870  63.623605
202.386420  63.439213
202.957620  63.446058
203.434750  63.196864
203.722440  63.212355
203.927070  63.278206
205.267250  63.053429
205.678280  62.965632
205.647710  62.889698
205.912230  62.957567
206.327460  62.924887
206.828390  62.698663
207.385720  62.787953
207.496800  62.698849
208.178370  62.491397
208.517320  62.473471
208.585280  62.399078
209.318280  62.291408
209.561980  62.213305
222.414920  -0.054672
222.515800  -0.191381
222.608290  -0.178676
222.608290  -0.178676
222.689670  -0.197695
222.758780  -0.056026
222.866100   0.001170
223.133160  -0.166357
223.426680  -0.012690
223.426680  -0.012690
223.943920  -0.100003
223.943920  -0.100003
223.869130  -0.038501
223.906170  -0.065759
223.906170  -0.065759
223.987140  -0.153758
224.029850  -0.195051
224.058490  -0.178926
224.058490  -0.178926
224.098670  -0.183062
224.098670  -0.183062
224.256790  -0.139891
224.884360  -0.013246
224.796200  -0.087787
224.968180  -0.180194
225.231270  -0.192382
162.715780   1.167021
162.694780   1.238011
163.464520   1.232348
163.482800   1.244601
164.774440   1.182069
164.758330   1.176427
166.723520   1.249786
166.969690   1.227986
167.680770   1.227795
167.708740   1.208964
167.761340   1.121235
170.357660   1.220034
170.609570   1.230035
188.031690   1.112990
188.247430   1.065817
188.339190   1.059246
188.758160   1.221643
188.907180   1.243317
188.953100   1.226595
188.989120   1.239457
189.271360   1.223333
189.530290   1.246165
189.563880   1.137589
189.749190   1.252046
190.002390   1.156767
190.002390   1.156767
185.905740  -1.997349
179.589790  -1.458428
179.943590  -1.591815
180.011560  -1.614738
180.395980  -1.517896
180.418460  -1.538061
180.654550  -1.600250
180.805900  -1.518608
180.936650  -1.522177
182.434370  -1.472144
182.455370  -1.471664
182.533630  -1.569593
183.765340  -1.536262
183.926920  -1.576445
183.934370  -1.577695
185.520910  -1.602744
181.572190  63.952017
182.078040  64.026864
121.439630  39.205361
121.682380  39.434221
115.714400  33.793287
116.336830  34.465026
116.474410  34.459040
116.474990  34.542324
116.855710  34.856433
116.808660  35.123071
117.410940  35.818147
137.316540   0.033279
137.747220   0.051400
138.306210   0.149226
138.396110   0.038827
138.917330   0.185578
139.070330   0.199406
139.205890   0.008766
139.223790   0.191389
139.224880   0.062867
139.898310   0.001160
140.521870   0.150922
140.538690   0.171286
140.626560   0.147289
141.058340   0.151309
141.243940   0.105118
142.609920   0.063251
138.102290   0.450722
138.711960   0.561536
138.965020   0.488491
139.121050   0.603508
139.217640   0.520568
139.359210   0.573360
139.705300   0.545276
139.937400   0.435605
140.057310   0.509871
140.097840   0.524217
119.625890  46.164051
119.762820  46.112208
119.674780  46.152798
119.926850  46.597221
120.079260  46.595151
120.077740  46.660373
120.140120  46.860293
120.726510  47.119218
121.076570  47.463807
121.100690  47.522645
121.641800  48.136538
121.565770  48.289101
121.682120  48.123323
121.764180  48.315584
116.193370  42.844556
116.201100  42.901805
116.357960  43.064574
116.724200  43.576930
116.770730  43.561543
118.596540  45.754636
120.139670  47.509771
120.257190  47.508158
120.186490  47.562744
121.137180  48.359374
121.058730  48.397445
121.058960  48.427877
187.895110   0.638544
146.353280   1.060343
147.047510   1.121279
147.196280   1.053220
147.942350   1.142317
147.955140   1.133895
147.954390   1.062424
147.954390   1.062424
147.993790   1.116120
148.232630   1.071508
148.348350   1.086376
149.099090   1.149993
149.295160   1.140123
149.161370   1.092911
178.691830   1.075845
179.225930   1.099299
179.225930   1.099299
179.160880   1.121346
179.160880   1.121346
179.237540   1.115892
179.237540   1.115892
179.242700   1.148042
179.274750   1.125579
179.274750   1.125579
179.279120   1.178277
179.398300   1.201315
199.807330  -0.987738
199.862760  -0.986737
199.862760  -0.986737
199.968570  -0.868938
200.234980  -0.962814
200.256240  -0.885664
200.367370  -0.957078
200.468500  -0.949752
200.468500  -0.949752
200.521170  -0.837570
200.740650  -0.999691
200.740650  -0.999691
200.642700  -0.971401
200.811420  -0.859178
200.811420  -0.859178
200.908340  -1.038299
200.908340  -1.038299
201.015150  -0.876736
201.122420  -0.842813
201.215470  -1.035092
201.269920  -1.028872
201.309750  -1.011103
201.326010  -1.008378
201.326010  -1.008378
201.379650  -0.837891
201.379650  -0.837891
140.222090   0.536706
140.313760   0.451426
141.178960   0.594150
141.179640   0.559894
141.206390   0.553360
141.576590   0.472597
141.774860   0.520463
142.044810   0.542542
142.046600   0.566969
142.282390   0.443665
142.326640   0.470347
142.476110   0.464742
142.590180   0.581102
142.770640   0.530641
142.828510   0.565148
142.892720   0.507852
142.928170   0.593555
133.721310   0.858967
133.859380   0.858168
133.903140   0.920698
134.127880   1.025957
134.684030   0.914080
139.107150   0.872067
139.250510   0.844063
139.250510   0.844063
140.150520   0.879347
316.888230  -5.782999
317.112030  -5.819368
317.391010  -5.887305
317.815360  -5.957007
317.919360  -5.835780
318.282370  -5.928242
178.071380   4.111167
178.614270   4.132272
179.949370   4.143626
179.938390   4.008826
180.056540   4.018734
180.233820   4.120600
180.418330   4.029600
180.571560   4.103811
180.972710   3.980329
181.090980   4.066719
181.723210   4.133236
182.285130   4.008074
182.496380   4.077774
182.512890   3.988225
182.858510   4.151901
182.856470   4.085685
183.837030   4.023235
184.148860   4.119015
184.030770   4.078075
184.330770   4.037486
258.617620  59.576507
258.488270  59.495492
259.030040  59.249005
258.889320  59.268709
258.764170  59.072615
259.340100  58.468513
260.238680  57.282066
260.578290  56.521949
257.417110  62.671829
257.417110  62.671829
257.284920  62.722130
257.327430  62.292060
257.979520  61.530468
257.979520  61.530468
258.191930  61.484302
258.191930  61.484302
258.911640  60.635049
258.707560  60.518934
258.707560  60.518934
259.126000  60.239663
259.038300  60.179833
259.215550  60.191889
258.933560  60.143238
259.121580  60.162063
259.228380  60.010210
259.309910  59.792466
180.593330   1.640448
180.735580   1.485213
181.804560   1.542651
181.858500   1.545575
182.155370   1.469413
182.308660   1.657322
182.599520   1.520283
182.879470   1.467198
212.851510   1.185255
213.369760   1.170314
213.440230   1.180337
213.711460   1.160505
214.324460   1.156213
214.312640   1.229392
214.312640   1.229392
214.318620   1.153432
214.333180   1.173516
214.383100   1.140859
214.536600   1.222223
214.536600   1.222223
214.733930   1.184938
214.733930   1.184938
214.869630   1.169045
214.869630   1.169045
214.907550   1.167739
214.943920   1.146910
123.259370  44.531692
124.357070  45.581196
124.502730  45.793197
124.734910  45.818954
125.228000  46.214495
125.247140  46.306476
125.588650  46.620927
126.260060  47.199268
126.262740  47.341703
126.588080  47.470098
122.281590  44.278171
122.399770  44.569294
122.503380  44.633959
122.750850  44.704553
123.716420  45.508617
123.665130  45.657862
123.665130  45.657862
123.930350  45.910946
124.141920  46.069293
124.675030  46.584953
124.944410  46.793562
124.994270  46.811189
125.075030  46.857027
125.153380  47.118462
125.261000  47.085490
125.359860  47.278820
133.503470   0.982931
133.862140   0.992328
134.176310   1.037387
132.714790   1.316693
134.270830   1.333456
131.003070   1.671314
131.036530   1.548577
131.439920   1.667245
131.600640   1.579437
131.902890   1.611103
131.916100   1.637319
132.035440   1.566037
132.259010   1.567852
132.255780   1.573944
132.387230   1.693091
132.952870   1.551841
133.081850   1.597133
 54.502482  -7.794317
 55.101332  -7.523924
 57.399730  -7.317865
 57.421176  -7.324550
 57.648303  -7.298319
 57.811918  -7.342984
 57.790600  -7.184672
 57.894280  -7.137633
 59.286352  -7.038176
248.264560  43.524364
248.377200  43.259372
248.387200  43.291522
238.566440  51.988617
239.206500  51.493571
239.325760  51.493816
241.927680  49.497606
241.901990  49.549170
242.535500  49.250372
242.758720  49.112912
242.715880  48.910902
243.174370  48.801546
243.239200  48.559747
243.289980  48.482782
243.677460  48.410392
243.802960  48.049284
244.080510  47.847703
244.247340  47.871184
244.598380  47.460869
244.871710  47.128219
244.987020  47.067172
245.160660  47.154636
245.581840  46.817836
245.747330  46.675321
245.637170  46.551355
246.084800  46.110649
200.287230   1.600017
200.431430   1.750565
200.870060   1.744018
201.150010   1.608602
201.266350   1.726506
201.807410   1.681784
202.032350   1.652038
202.332690   1.614427
202.542520   1.633536
202.565570   1.705024
202.630840   1.706907
202.645080   1.750395
202.646460   1.702227
202.696040   1.708749
202.882930   1.544928
202.855640   1.692524
202.996370   1.586033
203.084950   1.566882
203.131730   1.549346
203.470560   1.706966
203.686030   1.705085
203.698650   1.574446
206.438820   1.525382
207.065630   1.478824
192.888220   2.216062
193.040340   2.266139
202.468710   3.588016
202.671200   3.624246
202.699680   3.639197
206.980160   3.576855
208.758290   3.431496
200.551750   4.121073
200.628940   4.164085
201.805620   3.948421
201.989880   3.977044
202.785800   4.008489
205.372310   3.947769
205.752050   3.888713
205.812660   3.911585
208.209580   3.784571
201.214580   4.511964
201.439510   4.441090
202.613890   4.357785
205.034380   4.377469
205.385070   4.457082
205.407090   4.455800
205.447360   4.457194
205.448130   4.456945
205.706490   4.442311
205.751310   4.398481
205.892780   4.373973
206.078380   4.381873
228.558350   3.148866
217.249270   4.153110
217.678870   4.138697
217.909420   4.119994
218.325550   4.007478
218.643310   4.014616
218.993810   3.970186
219.158470   3.952269
219.200850   4.049978
219.360920   4.057185
219.374860   3.970748
219.803140   4.011481
219.864960   3.982160
219.889350   4.051572
219.886770   3.925272
220.159120   3.938048
220.266780   4.011844
220.963160   3.910053
220.987320   3.871514
221.077790   3.952478
221.171950   4.021429
221.297930   3.909795
221.312950   3.895999
221.332910   3.838229
221.352590   3.886484
221.374670   3.924038
161.009550   4.212222
161.383840   4.328019
161.376040   4.311490
161.909110   4.311576
161.916430   4.391935
163.031800   4.292280
163.095400   4.406182
163.110450   4.420195
163.299920   4.346959
163.313710   4.334202
163.432420   4.243067
150.680720   4.275739
151.016100   4.281422
152.517170   4.253387
152.494760   4.266472
152.530420   4.315964
153.207700   4.350663
153.322810   4.385553
153.723960   4.360699
154.009540   4.457194
154.093790   4.472174
154.148570   4.307968
154.096090   4.303407
154.504870   4.396067
154.711660   4.375767
154.958940   4.411668
140.307600  52.624571
140.526350  52.702702
140.625900  52.740037
141.181960  52.980864
141.881410  53.244607
141.891250  53.388592
142.342240  53.476280
143.249540  54.044925
143.629940  54.161124
143.761440  54.085831
144.556240  54.473620
144.884390  54.615255
145.092390  54.740802
145.631290  54.937663
145.891970  54.891644
146.112670  55.126741
146.175540  55.199289
146.473450  55.249632
146.866080  55.300036
148.088610  55.742235
148.432370  55.963632
148.718810  56.079664
148.870620  56.082470
149.599130  56.327322
149.567100  56.369264
149.687940  56.258641
