        ra        dec
214.959080   0.863355
215.571970   0.892050
215.571970   0.892050
215.633400   0.845584
216.554090   0.860587
216.665420   0.849885
217.276250   0.964188
217.838550   0.929644
217.838550   0.929644
217.901660   0.894973
218.043100   0.951842
218.046860   0.902672
213.033890  -1.004994
213.272350  -0.846224
214.199190  -0.948301
214.558560  -1.046196
214.558560  -1.046196
215.844450  -0.931977
230.970360   0.095308
231.091790   0.029235
231.871410   0.169364
232.102170   0.207762
232.039920   0.180132
232.117610   0.069918
232.495680   0.122514
232.656740   0.091449
232.668320   0.058968
232.713430   0.052705
233.474230   0.056469
233.502810   0.192592
233.816070   0.008933
234.258530   0.205481
234.434390   0.034057
234.441080   0.169471
235.113410   0.053827
235.391510   0.180473
235.473380   0.046537
235.771630   0.049579
227.379420   0.556867
227.483830   0.516281
227.917490   0.520649
228.009320   0.477253
228.537850   0.506398
228.692820   0.490256
192.721390  -2.210272
192.731380  -2.229246
193.098040  -2.091660
193.221540  -2.176210
193.183080  -2.127560
193.676290  -2.081619
193.676290  -2.081619
193.742850  -2.054595
194.125220  -2.207714
194.857440  -2.248459
194.811750  -2.076965
194.831210  -2.189404
194.923880  -2.113655
195.129680  -2.184720
195.099220  -2.226509
195.358520  -2.049118
195.477260  -2.167443
195.513750  -2.198944
195.582730  -2.041139
195.582730  -2.041139
195.850730  -2.179710
196.226950  -2.183904
196.392640  -2.188668
196.509960  -2.186125
185.961960  -1.700413
187.021690  -1.658133
221.282500   3.322800
221.294830   3.332769
221.397960   3.285795
221.862510   3.244584
222.206000   3.231665
222.206000   3.231665
222.427160   3.221258
222.385280   3.212780
222.629560   3.300993
222.629560   3.300993
222.760260   3.265060
223.140990   3.144600
223.140990   3.144600
223.065580   3.228646
223.065230   3.246995
223.256660   3.130384
223.256660   3.130384
223.443190   3.101813
223.753870   3.158494
223.755200   3.255609
223.865450   3.113898
223.865450   3.113898
224.127800   3.057842
224.127800   3.057842
224.249620   3.170452
224.590460   3.024604
239.445750  -0.642011
239.585760  -0.818569
239.601950  -0.817034
239.907930  -0.704967
240.213400  -0.720804
240.296640  -0.826156
240.336230  -0.674142
240.407990  -0.785939
240.362070  -0.776090
240.395180  -0.710527
240.669290  -0.827601
240.657580  -0.780301
240.766040  -0.682599
241.133240  -0.684804
241.389880  -0.828693
236.052870  -0.344197
236.363510  -0.259596
236.668090  -0.388291
236.768000  -0.360197
236.931890  -0.368243
238.616460  -0.327544
238.681810  -0.210677
238.733580  -0.336814
238.736710  -0.209389
238.738690  -0.235416
238.848530  -0.318310
243.389700  50.363601
240.022760  53.546162
240.253130  53.572444
240.587050  53.401207
240.539080  53.388346
240.622170  53.151545
240.884210  53.209064
240.923620  53.036751
241.367340  52.591427
241.618810  52.452055
241.684820  52.463231
241.741260  52.312518
242.662470  51.607901
242.932770  51.651263
243.041280  51.504833
243.620740  50.964782
240.709040  53.726162
240.930030  53.747296
240.962230  53.751141
241.082920  53.421202
241.399080  53.516726
241.406310  53.211523
241.920670  53.135287
241.887920  53.051549
242.129330  52.822517
242.469720  52.517638
119.401180  41.114614
119.570810  41.111813
120.427450  42.005418
120.427450  42.005418
121.196450  43.033399
116.526080  38.430629
116.715680  38.644061
116.928670  38.761743
116.797340  38.799633
117.023940  38.821859
117.152190  39.001735
117.174500  39.061608
117.291860  39.443892
118.113280  40.326472
118.044300  40.392021
118.862010  41.239121
118.946880  41.280446
118.988790  41.269355
119.155430  41.611940
119.329270  41.531948
119.329270  41.531948
119.943730  42.257417
119.954310  42.227486
119.954310  42.227486
119.970460  42.277211
119.970460  42.277211
171.467080  -0.922556
171.591160  -0.942336
171.553370  -0.858537
171.785820  -0.977213
172.552630  -0.969021
172.609150  -1.032874
172.775100  -0.946387
172.788810  -0.961540
172.838200  -0.944378
173.038490  -0.942617
173.060260  -0.917542
173.060260  -0.917542
173.066700  -0.843280
173.459670  -1.039713
173.840760  -0.999187
173.972110  -0.911512
174.076000  -0.889581
174.079950  -0.949392
174.079950  -0.949392
174.093680  -0.963566
174.352840  -0.963819
174.799370  -0.958182
174.858710  -0.920401
174.948460  -0.843931
174.948460  -0.843931
177.315360  -0.976928
311.445180  -6.436201
311.921330  -6.560477
312.922310  -6.723648
313.079440  -6.829113
313.220190  -6.809703
313.334740  -6.850410
313.492440  -6.797937
314.062430  -6.893868
314.232740  -6.814114
314.138560  -6.870693
314.476200  -6.911689
315.255530  -7.005301
315.206650  -7.012079
315.311740  -7.032398
315.332610  -7.036319
316.656920  -7.276872
316.722240  -7.313480
317.402710  -7.315811
318.602860  -7.433920
318.595880  -7.556105
318.709290  -7.462044
318.725960  -7.407683
309.963320  -5.852206
310.143940  -5.989106
310.215760  -5.937208
311.815650  -6.100684
 27.150516  14.443416
 27.474036  14.361337
 27.562292  14.478051
 27.552799  14.344495
 27.656411  14.499445
 27.933037  14.411148
 28.232170  14.427375
 28.393406  14.381773
 28.459982  14.444742
 29.357695  14.276612
 30.304927  14.169989
 30.742549  14.101793
 30.782129  14.138030
 30.790425  14.061848
 30.882522  14.057664
 31.198856  14.029954
 32.594222  13.945545
 32.640898  13.911959
 32.706145  13.848799
 32.889832  13.917156
 33.455386  13.843266
 26.063910  15.011710
 26.595482  14.852488
 26.780501  14.851824
 26.826558  14.834230
 27.366163  14.883069
260.348230  53.149613
260.640140  53.090849
260.632080  52.869147
258.469000  57.830069
258.827380  57.658783
258.845790  57.411190
258.843000  57.472424
258.628720  57.430501
259.195280  56.589300
259.646700  56.057163
259.604880  56.017958
259.803560  55.615502
260.101540  55.214211
260.091410  54.972291
260.242820  54.736174
260.555540  54.318099
260.531290  54.213731
260.860880  54.053779
260.759030  53.731542
260.975040  53.539616
261.105140  53.517918
261.036440  53.466990
261.034990  53.340184
261.293380  52.982078
259.238800  58.132474
259.226970  57.964677
145.413060   0.106463
145.413060   0.106463
145.426940   0.049537
145.446660   0.077355
145.471310   0.155150
145.471310   0.155150
145.555650   0.183439
145.622260   0.034593
145.622260   0.034593
145.765820   0.135346
145.765820   0.135346
145.836890   0.002893
145.938580   0.151015
145.938580   0.151015
146.300860   0.035480
146.515350   0.166780
146.588820   0.172600
146.588820   0.172600
146.630680   0.070984
147.693220   0.130536
147.739890   0.159708
145.633650   0.620780
145.651900   0.469087
145.651900   0.469087
145.796480   0.561501
145.792590   0.524727
145.813920   0.488506
 27.376655  14.921496
 27.970440  14.895197
 28.272842  14.853403
 28.357179  14.756485
 28.416254  14.764582
 28.430981  14.822599
 28.562541  14.788005
 28.586640  14.648429
 28.757264  14.706035
 28.781334  14.748891
 28.804922  14.641401
 28.826078  14.714044
 28.870309  14.755731
 29.068716  14.694918
 29.104448  14.693127
 29.304042  14.735458
 29.281408  14.733121
 29.308592  14.706931
 29.783210  14.689752
 30.070906  14.557205
 30.708144  14.520624
 30.620257  14.462025
 32.351082  14.313508
 32.418416  14.341092
 33.263713  14.261275
 33.194342  14.142088
177.329390  -1.014690
177.418170  -0.848204
177.418170  -0.848204
177.659110  -0.890724
177.659110  -0.890724
177.731940  -0.916474
177.731940  -0.916474
177.811340  -0.915814
177.925960  -0.922689
178.247770  -0.949571
178.301140  -1.028919
178.675210  -0.913655
178.996710  -1.000317
178.996710  -1.000317
179.071940  -0.975042
179.166790  -0.857948
179.209920  -0.888549
180.001980  -1.027955
180.035640  -0.889348
170.782300  -0.543559
171.108930  -0.427078
171.654740  -0.431495
171.870520  -0.453077
171.960170  -0.451125
171.963440  -0.470135
173.556780  -0.501578
234.754200  54.623969
234.754200  54.623969
236.029910  53.766561
236.474470  53.778682
236.596560  53.706671
236.431120  53.507302
236.431120  53.507302
236.461480  53.519078
236.685580  53.566596
236.977270  53.325059
237.383540  52.947782
237.359040  53.109120
237.620320  52.969421
237.716090  53.012702
237.654480  52.961598
237.735100  52.989512
237.783730  52.975073
237.785630  52.957087
238.050550  52.790010
237.884090  52.721299
238.795490  52.168505
240.815730  50.810144
240.994920  50.762086
240.928840  50.607586
234.814420  55.139765
235.186630  55.077782
227.273030  61.933632
227.507190  61.864208
227.974830  61.685668
228.234790  61.524723
228.339240  61.491167
228.594870  61.526097
229.842120  61.074568
229.929290  60.980693
230.080620  60.908523
230.292680  60.741238
230.511300  60.548791
189.049420   3.857892
189.124410   3.893650
189.315130   3.866397
189.271760   3.809788
189.842320   3.788772
189.959310   3.797038
190.159680   3.782347
190.311770   3.885490
188.911370   4.212451
189.144400   4.229631
190.087630   4.251289
190.081220   4.282755
190.286210   4.289464
189.784940   4.677630
189.945430   4.646266
190.210420   4.643277
193.089400   4.556527
193.118040   4.612781
193.351230   4.565824
193.392080   4.573477
188.910850   5.039274
189.338280   5.143970
189.719830   5.166847
189.917620   5.039520
189.935550   5.137599
189.893250   5.084633
189.974720   5.113397
190.198830   5.128386
189.753420   5.434265
189.813040   5.464688
190.016890   5.484266
190.148170   5.455467
188.772470   5.875469
188.890630   5.983726
189.249570   5.849747
189.258020   5.946773
189.361980   5.948441
189.410620   5.907019
189.481110   5.978268
189.580870   6.006491
189.656880   5.852190
189.725000   5.887267
259.140010  57.869066
259.634140  57.593431
259.700870  57.576425
259.581270  57.548364
259.558560  57.506978
259.979620  56.705398
259.993600  56.500439
260.153480  56.256188
260.395810  55.954689
260.731260  55.747179
260.960800  55.320248
260.969110  54.954498
260.932240  54.784307
261.593400  53.967146
261.548620  53.689568
262.041880  53.127498
261.896550  52.935352
262.163770  52.903883
260.154800  57.815626
260.686110  56.757300
261.016940  56.715548
261.156320  56.477173
261.029580  56.493841
261.029580  56.493841
261.445890  55.873070
261.215770  55.692374
187.491190  -1.697596
187.701170  -1.757612
188.133290  -1.730962
188.229560  -1.726224
188.600080  -1.823953
189.362500  -1.814331
190.560460  -1.852305
192.990100  -1.741574
193.088680  -1.776194
193.140430  -1.712370
193.610680  -1.667157
193.985630  -1.785562
193.942470  -1.788821
194.113130  -1.721894
194.225960  -1.811154
194.380060  -1.640527
194.433570  -1.628735
194.664030  -1.715974
194.861150  -1.623502
194.883030  -1.764636
195.123230  -1.693467
195.210060  -1.654643
195.975210  -1.761582
196.464750  -1.793530
196.546670  -1.790404
186.695710  -1.315019
189.773680   5.922079
189.912250   5.922739
189.933890   5.977364
189.948920   6.023125
189.986320   5.994601
190.008470   5.968938
190.154610   5.930551
190.208330   5.903785
190.263200   5.960671
190.283810   5.948338
190.317090   5.854522
222.465900  58.235060
222.995250  58.000008
 21.844004  -1.044965
 22.182378  -0.989404
 22.172516  -0.888555
 21.724839  -0.039959
 21.972581  -0.029030
 22.072346  -0.070038
 22.739130  -0.157990
 18.616777  -0.848549
 21.649665  -0.870626
 13.043945  -0.015716
 13.043945  -0.015716
 13.043945  -0.015716
 13.495505  -0.102700
218.165060   0.182568
218.165060   0.182568
218.203940   0.146984
218.203940   0.146984
218.242830   0.128951
218.242830   0.128951
218.593090   0.105701
218.649120   0.075510
219.340170   0.178545
219.336980   0.125570
219.383000   0.060819
219.438140   0.078787
219.905740   0.123050
220.068640   0.182571
220.244700   0.171874
220.515820   0.075743
220.943280   0.207353
221.076540   0.044036
221.205750   0.015720
222.081780   0.204649
222.114290   0.201330
222.876130   0.174580
222.869090   0.081475
223.043700   0.175684
223.199810   0.033081
223.199810   0.033081
 41.528298  -7.634349
 41.531893  -7.614956
 52.022805  -7.063909
 52.022805  -7.063909
 46.122590  -7.557075
 45.155007  -8.533988
 45.287114  -8.593248
 45.505682  -8.651445
 45.738082  -8.495194
 46.175747  -8.481339
 46.377506  -8.550174
 46.534223  -8.426072
 46.732493  -8.418654
 47.753226  -8.424518
 47.751574  -8.251206
 48.075158  -8.215176
 48.505865  -8.152363
 48.926062  -8.118002
 49.006380  -8.127827
 49.224745  -8.173413
 49.572668  -8.138816
 49.501232  -8.025286
 49.697854  -8.072525
 49.810602  -8.069789
 49.854663  -7.997476
 49.972444  -8.155613
  8.642112  15.435954
  8.642112  15.435954
  8.642112  15.435954
  8.777745  15.508898
  8.940430  15.527638
  9.454776  15.532194
  9.496909  15.498294
  9.496909  15.498294
  9.692291  15.397978
 10.132719  15.428843
 10.132719  15.428843
 10.232872  15.563668
 10.232872  15.563668
 10.326377  15.437882
 10.326377  15.437882
 10.522057  15.420378
  7.379717  16.040361
  8.423139  15.870232
  8.492626  15.863890
  8.492626  15.863890
  8.523218  15.967019
  8.523218  15.967019
  8.523218  15.967019
  8.599370  15.929422
  8.906728  15.864100
  9.309405  15.867390
176.783670  63.762757
152.888010  60.623165
153.501090  60.730333
153.469140  60.782793
154.053090  60.864828
154.365190  60.949223
155.076700  61.049826
155.212910  61.234243
155.332470  61.138337
155.292150  61.203180
155.376390  61.224683
155.609070  61.258554
155.633190  61.381815
155.801220  61.216303
155.669000  61.361861
155.669000  61.361861
155.964070  61.307354
156.672260  61.584497
157.238490  61.525006
157.281160  61.547804
157.462350  61.778557
157.855360  61.663911
158.670890  62.002138
156.011890  62.271307
156.437440  62.459664
156.478800  62.478514
119.932780  42.378059
119.909160  42.392085
121.046570  43.451199
121.046570  43.451199
121.096380  43.582579
121.096380  43.582579
121.147450  43.649742
121.067450  43.639177
121.389890  43.713431
115.100150  37.466019
115.330720  37.490203
115.371660  37.758998
115.902480  38.420285
116.107280  38.757030
116.208100  38.608179
116.182110  38.634997
116.217470  38.638408
116.195830  38.698629
116.953410  39.809322
117.272860  39.877795
117.141850  40.082160
117.410350  40.186327
117.530760  40.224155
117.710750  40.655227
117.802920  40.742479
118.201270  41.274021
 13.444243  14.557231
 13.957633  14.440110
 14.052930  14.435880
 14.350504  14.437920
 14.373456  14.583334
 14.399757  14.601506
 14.722674  14.506482
 14.779504  14.523278
 14.863443  14.560675
 15.173649  14.462286
 15.291287  14.377017
 15.368805  14.500331
 15.544785  14.466662
 15.547213  14.506068
 15.746343  14.488376
 15.960494  14.357487
 16.300435  14.313288
  9.793436  15.147098
  9.793436  15.147098
  9.793436  15.147098
 10.030857  14.984116
 10.030857  14.984116
 10.363505  15.049573
 10.363505  15.049573
 10.363505  15.049573
 10.537833  15.086960
 50.093996  -8.084263
 50.254167  -8.030640
 50.845275  -7.937580
 51.622662  -7.954432
 51.837449  -7.782056
 51.923914  -7.752983
 52.258668  -7.690714
 52.999792  -7.726264
 53.133044  -7.631156
 53.303969  -7.549582
 53.352279  -7.555541
 53.476778  -7.570849
 53.909032  -7.616400
 54.211849  -7.614166
 44.379316  -8.208982
 44.464361  -8.204207
 45.231648  -8.261432
 45.726180  -8.041348
 45.867138  -8.070708
 46.606966  -8.047103
 47.614747  -7.908579
 47.634797  -7.855081
 47.699010  -7.840904
 47.938008  -7.897316
 48.262714  -7.912606
 48.493317  -7.870244
 10.785163  15.095123
 10.856131  15.133580
 10.954675  14.931701
 11.248756  15.063592
 11.314220  15.061471
 11.432908  15.056667
 11.432908  15.056667
 11.432908  15.056667
 11.504583  15.013047
 11.631482  14.984973
 11.631482  14.984973
 11.974902  15.024938
 11.974902  15.024938
 11.974902  15.024938
 11.968281  14.960731
 12.291390  14.924811
 12.349453  14.943354
 12.330493  15.073536
 12.330493  15.073536
 12.464653  14.920311
 13.112311  14.899952
 13.252177  15.024924
 13.314441  14.861061
 13.334757  15.024312
 13.461879  14.887338
 13.988198  15.030346
 21.158719  -0.062915
 21.371383  -0.057311
 21.660515  -0.020036
 11.560914   0.280524
 11.560914   0.280524
 11.560914   0.280524
 11.767297   0.312659
 12.268677   0.330370
 12.808822   0.346989
 12.808822   0.346989
 12.895805   0.296990
 12.993426   0.248566
 12.993426   0.248566
 12.993426   0.248566
 13.095326   0.354274
 13.095326   0.354274
 13.117262   0.376017
 13.117262   0.376017
 13.117262   0.376017
 13.140555   0.331229
 13.140555   0.331229
 13.140555   0.331229
 13.240837   0.368767
 13.152213   0.371446
 13.216514   0.320803
 13.238404   0.388161
  9.309405  15.867390
  9.733555  15.870612
  9.768501  15.956301
318.862830  -7.997601
319.246470  -7.900563
319.564260  -7.917677
319.578780  -8.094040
319.614930  -7.930937
320.103410  -8.153770
320.448940  -8.056746
320.551650  -8.186299
320.916300  -8.213233
321.173420  -8.294702
321.280060  -8.220906
321.294860  -8.279422
321.294860  -8.279422
321.820480  -8.240395
321.820480  -8.240395
321.911910  -8.363994
321.911910  -8.363994
323.158690  -8.404279
323.150500  -8.487488
323.243140  -8.532233
323.297840  -8.495975
323.376530  -8.365988
323.420650  -8.494752
156.410760  62.308281
157.168610  62.481856
157.176980  62.492100
157.773980  62.592096
157.860610  62.780154
158.688380  62.837269
158.978020  62.865763
160.295650  63.179495
160.413190  63.210932
160.981030  63.224302
161.180250  63.297214
162.194190  63.408337
162.363120  63.444169
155.826840  62.691836
156.133860  62.828803
156.127290  62.788349
156.226460  62.739577
156.836100  62.873794
156.638080  62.818344
157.346580  62.942254
157.345640  63.065044
157.268290  63.137635
158.153460  63.209987
158.333910  63.187972
159.150510  63.372965
160.500180  63.732946
118.385190  41.214782
118.953450  42.148233
118.953450  42.148233
119.197560  42.213402
119.197560  42.213402
120.179520  43.333105
120.281180  43.506534
120.616880  43.734828
120.616880  43.734828
120.590010  43.808819
120.590010  43.808819
120.730270  43.834164
120.730270  43.834164
120.799660  43.893497
120.799660  43.893497
120.914990  44.232475
114.897310  37.751534
114.766900  37.847223
114.754380  37.931468
115.561090  38.731844
117.757640  41.241843
117.834470  41.603584
117.949830  41.637320
118.056380  41.668910
118.056380  41.668910
118.241220  41.986322
 51.483587   1.272013
 51.483587   1.272013
 49.296815   1.047428
 50.827079   0.939863
 50.786820   1.026578
 52.384735   1.273265
328.617440  -7.665527
328.617440  -7.665527
328.577850  -7.440324
328.444070  -6.935356
328.444070  -6.935356
328.523220  -6.951885
328.523220  -6.951885
328.556440  -6.937149
350.766570 -10.496047
350.874100 -10.365144
351.445680 -10.534834
351.637750 -10.503380
351.810510 -10.388221
352.014110 -10.392216
352.596110 -10.585906
352.607340 -10.552008
352.644540 -10.481921
352.792100 -10.611107
352.924930 -10.535270
353.074630 -10.549371
353.845250 -10.652149
161.563580  63.758402
161.482350  63.931976
155.584730  63.075359
155.597820  63.171113
155.865930  63.143738
156.290420  63.317397
156.486830  63.246092
156.393920  63.397394
156.624600  63.255505
156.761800  63.286588
157.950240  63.657729
158.633080  63.668628
160.007640  64.098686
160.096210  64.076848
152.056370  60.480789
156.521080  62.055835
153.038260  60.212200
153.423470  60.290100
154.026560  60.421351
156.632330  61.098903
156.557310  61.051151
158.043960  61.392402
158.206980  61.414316
158.492610  61.524560
159.111030  61.662574
160.109110  61.798911
235.210970  55.019614
235.210970  55.019614
235.227420  54.971708
235.227420  54.971708
235.660630  54.613396
235.975630  54.571489
236.049610  54.561386
236.110140  54.415179
236.189180  54.267277
237.212550  53.886065
237.190180  53.830614
237.340570  53.856917
237.395740  53.723096
237.596320  53.530440
237.732040  53.401942
237.876730  53.481768
237.893940  53.395037
237.774050  53.342787
237.828580  53.347334
237.954350  53.401117
238.251760  53.091082
238.375370  53.014255
238.406230  53.007487
238.442790  52.878919
238.655270  52.924007
238.667100  52.849276
173.258070  -1.367759
173.388180  -1.270755
174.127010  -1.328771
177.152410  -1.345890
177.400180  -1.370526
177.266160  -1.382704
177.409060  -1.360708
177.420840  -1.330909
177.638340  -1.354536
178.508500  -1.279455
178.757690  -1.386467
179.053900  -1.285126
171.587910  -3.514635
171.833360  -3.574038
171.874870  -3.643826
172.375680  -3.516202
172.438340  -3.572125
172.815340  -3.610927
176.119990  -3.570865
176.177050  -3.617542
176.371910  -3.705753
176.372340  -3.663684
177.054190  -3.569218
177.251620  -3.579429
177.379020  -3.534648
177.569790  -3.645957
239.154990  52.655095
239.311650  52.528469
241.465580  51.035819
241.682790  50.926710
241.691050  50.873737
241.785290  50.814898
241.828200  50.817344
241.775300  50.629952
241.884720  50.681053
242.139140  50.377122
231.453090  57.398794
231.501330  57.398990
234.273740  56.159856
234.252200  55.959126
234.469080  56.066210
234.732360  55.699097
235.143420  55.564226
235.295260  55.576945
235.463740  55.467750
235.580140  55.237095
235.891460  55.133492
235.891460  55.133492
236.013240  54.984846
236.013240  54.984846
236.303380  54.809995
236.303380  54.809995
229.037750   0.470840
229.327090   0.499026
229.372170   0.490658
229.386810   0.468047
230.232930   0.591827
230.293970   0.610154
230.407740   0.465996
230.649850   0.569211
230.798540   0.481181
230.818070   0.554911
231.244750   0.507308
231.398790   0.449751
231.425820   0.463088
231.656960   0.592640
231.921880   0.425432
232.043330   0.493942
232.793720   0.472236
232.991960   0.607879
233.241800   0.440742
233.277700   0.448502
234.069540   0.526675
234.406830   0.465562
234.471940   0.607564
234.796530   0.433552
234.841180   0.615985
234.952170   0.492726
235.095590   0.483857
118.845920  42.446101
119.066720  42.848362
119.066720  42.848362
119.843430  43.860164
120.089850  43.901334
120.135500  43.991607
120.128100  44.122337
120.430320  44.322882
120.496560  44.337268
120.722310  44.587771
120.749290  44.548563
120.824360  44.740339
120.889170  44.841288
120.871590  44.907312
120.964410  44.934597
122.133250  45.892222
122.421110  46.405932
122.712390  46.511287
122.934850  46.741281
122.947530  46.832576
123.096200  46.935726
118.323900  39.540675
118.774520  40.041301
119.552670  40.734179
119.555970  40.960864
119.728450  41.061517
215.907550  -1.012272
215.997480  -0.891350
216.160490  -1.014276
216.293480  -0.970216
216.350850  -0.960614
216.397760  -1.005994
216.525390  -0.986772
216.565980  -0.872882
216.863660  -0.978071
217.118290  -0.943041
217.172540  -0.951226
217.333360  -0.858395
217.362210  -0.875041
217.547310  -1.041180
217.547310  -1.041180
217.806260  -1.044698
217.979210  -0.950469
217.979210  -0.950469
218.080520  -0.885414
218.158060  -0.886048
218.158060  -0.886048
218.201610  -0.963914
218.201610  -0.963914
218.410750  -0.951043
218.410750  -0.951043
218.449730  -0.855399
235.199730   0.441046
235.630530   0.586668
235.755750   0.568268
235.850540   0.448758
235.952590   0.471311
184.615760   1.043678
194.116340   1.030894
227.020540   0.978381
227.137550   0.913904
227.370210   1.003418
228.093750   0.867180
228.196120   0.952260
228.343720   0.871383
228.589800   0.854026
228.718900   0.915207
228.709630   0.937855
229.938550   0.879280
230.670640   0.903563
230.729550   0.904139
230.633740   0.846848
232.490050   0.959743
232.535890   0.916029
232.665460   1.017826
234.885470   1.043286
229.145410  -1.016377
229.920930  -0.953803
148.184300  59.039697
148.674480  59.441810
133.117270  54.129151
146.008450  57.720247
147.591020  58.318362
134.327860  52.635306
134.475310  52.828114
134.879580  52.951493
134.888720  53.009216
134.842090  52.919399
135.112510  53.065953
135.107990  53.027426
135.282780  53.080140
135.567540  53.382688
136.206130  53.695593
136.524150  53.827887
136.710650  53.838485
136.666290  53.967548
136.843240  53.984189
136.766450  54.066760
138.033950  54.721238
138.176540  54.658538
137.993940  54.737838
138.153910  54.705519
138.204020  54.836697
138.780170  54.973676
248.529050  -1.084645
248.562040  -1.198742
248.562040  -1.198742
248.571520  -1.184025
248.571520  -1.184025
248.445650  -1.046331
248.593890  -1.168354
248.593890  -1.168354
242.143540  -0.742833
242.415640  -0.740521
242.609590  -0.631711
243.192520  -0.742870
243.428270  -0.654061
245.098870  -0.724343
247.524860  -0.736498
247.703740  -0.818084
247.850960  -0.813063
247.850960  -0.813063
247.969490  -0.822875
247.969490  -0.822875
248.069240  -0.795361
248.069240  -0.795361
248.569470  -0.675794
248.569470  -0.675794
248.675480  -0.803000
248.715110  -0.736705
208.261650  -1.189825
208.289980  -1.220891
208.734500  -1.200556
209.443980  -1.217213
209.665500  -1.192843
210.678980  -1.198210
210.842520  -1.207701
211.053390  -1.172174
211.473080  -1.204464
211.472260  -1.245662
211.490630  -1.230406
211.636640  -1.239231
212.508630  -1.232200
213.926410  -1.114105
214.000800  -1.104218
216.294350  -1.077008
218.392940  -1.121888
218.441920  -1.072304
218.551940  -1.163233
218.724270  -1.137177
218.735450  -1.190568
219.068990  -1.083479
219.201270  -1.190102
219.330580  -1.070407
217.045840  -0.722188
218.427520  -0.800064
187.573380  -0.899212
187.577080  -0.994861
187.744990  -0.897999
187.826860  -0.848719
187.859810  -0.935273
189.903640  -0.987503
190.015250  -0.879795
143.124230  -0.503510
143.364830  -0.526677
143.641790  -0.545764
143.701370  -0.518902
143.734370  -0.604993
143.763470  -0.603215
144.421280  -0.582424
144.936810  -0.468427
144.957670  -0.561530
178.771070  -0.585446
178.803620  -0.516195
178.803620  -0.516195
179.021740  -0.512787
179.048000  -0.549558
179.331360  -0.422605
179.516430  -0.520741
179.539470  -0.595324
179.539470  -0.595324
179.611180  -0.552516
168.379530  65.219256
171.292750  65.506493
172.490120  65.634601
172.687250  65.724017
173.860330  65.670969
177.734060  65.917152
177.947890  66.047159
178.317000  66.086322
179.566080  66.070483
182.775710  66.185522
183.005790  66.135866
186.272540  66.225700
186.864550  66.073822
187.258010  66.132456
187.856490  66.126887
188.649570  66.078597
189.180400  66.039432
189.334560  66.094525
189.385530  66.163276
189.727010  66.026431
189.782980  65.988896
189.957860  66.016839
190.716050  65.961079
191.104520  66.072110
192.381500  65.977413
193.365670  65.897129
 13.238404   0.388161
 13.356121   0.390596
 13.356121   0.390596
 12.272215   0.701665
 12.272215   0.701665
 12.325548   0.814344
 12.325548   0.814344
 12.267627   0.765778
 12.267627   0.765778
 12.426746   0.779155
 12.426746   0.779155
 12.472012   0.835327
 12.472012   0.835327
 12.472012   0.835327
 12.703937   0.658679
 12.703937   0.658679
 12.703937   0.658679
 12.711241   0.642195
 12.711241   0.642195
 12.711241   0.642195
 12.727485   0.766608
 12.758599   0.676280
 12.758599   0.676280
 12.772008   0.766720
 12.772008   0.766720
 12.772008   0.766720
195.068310   0.604757
195.396650   0.603303
195.427820   0.430262
195.641820   0.555068
195.763950   0.580283
195.911400   0.547594
196.055580   0.527169
196.082800   0.435054
196.242450   0.478517
196.686660   0.498339
197.136020   0.509550
197.525270   0.586737
197.586640   0.517906
187.845630   0.947389
188.022100   1.005423
188.664780   0.906330
189.290010   0.901488
189.395810   1.009042
190.091600   1.045595
190.091600   1.045595
190.103660   1.035153
190.223480   1.008346
190.239410   0.971609
190.285540   0.863283
190.285540   0.863283
192.503390   0.975160
242.502550  52.523555
242.483490  52.463863
242.695100  52.468361
242.630610  52.384983
242.659650  52.392833
242.675290  52.371708
243.035810  52.298470
243.171080  52.022657
243.164110  51.883181
243.495690  51.822766
243.482690  51.848977
244.216490  51.034812
244.341100  51.037620
241.469980  54.114044
241.187980  54.035274
241.450090  54.035505
241.462110  54.008142
241.590710  53.903941
241.587900  53.726710
242.446830  53.321303
242.401330  53.297681
242.357910  53.252468
242.685350  53.197030
243.139580  52.617990
243.434980  52.570866
243.357330  52.569980
312.188540  -6.283116
312.501230  -6.257138
313.241920  -6.343627
313.628610  -6.294352
313.631070  -6.312317
314.043410  -6.510513
314.907610  -6.503396
314.911170  -6.480877
314.996170  -6.608409
315.173480  -6.676185
315.922520  -6.592705
315.852870  -6.587899
315.950120  -6.620064
315.832770  -6.761874
315.984040  -6.805437
316.364970  -6.794085
316.521240  -6.826302
316.650480  -6.894948
317.402590  -6.976385
317.752650  -7.022569
318.128220  -6.945456
318.740170  -7.160273
309.682250  -5.374460
310.099940  -5.534546
310.338770  -5.578888
310.491410  -5.551876
173.556780  -0.501578
173.806780  -0.538425
173.806780  -0.538425
173.865150  -0.555007
173.887470  -0.457928
173.898410  -0.584922
173.898410  -0.584922
173.951890  -0.494841
174.520120  -0.538573
174.584230  -0.555319
174.997890  -0.503296
175.103860  -0.502421
177.957260  -0.561745
177.957260  -0.561745
178.005060  -0.470332
178.005060  -0.470332
178.103540  -0.610313
178.405640  -0.600911
178.409250  -0.627391
178.409250  -0.627391
178.466070  -0.450541
178.466070  -0.450541
178.467830  -0.529226
178.711370  -0.554569
178.950950  -0.548661
178.950950  -0.548661
179.754200  -0.545437
179.774910  -0.444877
179.774910  -0.444877
179.859270  -0.432086
179.859270  -0.432086
