specobjid,plate,mjd,fiberID,ra,dec,class,subclass,z,oiii_5007_flux,oiii_5007_flux_err,h_alpha_flux,h_alpha_flux_err,h_beta_flux,h_beta_flux_err,nii_6584_flux,nii_6584_flux_err,nii_6584_reqw,nii_6584_reqw_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err,oi_6300_flux,oi_6300_flux_err,h_alpha_reqw,h_alpha_reqw_err,neiii_3869_flux,neiii_3869_flux_err,oii_3726_flux,oii_3726_flux_err,oii_3729_flux,oii_3729_flux_err,psfMag_g,psfMagErr_g,psfMag_z,psfMagErr_z,nii_h_alpha,nii_h_alpha_log,oiii_h_beta,oiii_h_beta_log,sii6717_h_alpha,sii6717_h_alpha_log,sii6731_h_alpha,sii6731_h_alpha_log,oi_h_alpha,oi_h_alpha_log,BPT Kauffman,BPT Kewley,BPT final,sii_h_alpha,sii_h_alpha_log,h_alpha_reqw_log,h_alpha_reqw_abs,nii_6584_reqw_log,nii_6584_reqw_abs,WHAN label,neiii_oii,neiii_oii_log,g_z_color,g_z_color_zkcorr,g_z_color_gkcorr,TBT label,z_kcorr,g_kcorr,g_z_color_kcorr
342335995959601152,304,51609,227,214.55856,-1.0461956,GALAXY,STARBURST,0.08210701,396.0032,5.680059,465.4959,4.880722,164.6969,4.10129,44.02847,1.831664,-10.36161,0.7379858,70.47787,2.443742,44.86204,5.019064,14.34212,1.709726,-104.109,1.244892,30.97017,4.721902,306.5593,10.19312,336.2442,10.36355,19.61467,0.0234527,19.11969,0.05218546,0.09458401244780029,-1.0241822662671343,2.4044362705066096,0.381013270603378,0.15140384695117615,-0.8198630899056777,0.09637472639393817,-1.0160368418932204,0.030810411004694133,-1.5113025082432627,Star Forming,Star Forming,Star Forming,0.24777857334511433,-0.6059362519563902,,104.109,,10.36161,Star Forming,0.0481798403400106,-1.3171346435150781,0.49498000000000175,-0.03262066667304266,-0.010618756860778174,Star Forming,-0.03262066667304266,-0.010618756860778174,0.4729780901877373
342329954484119552,304,51957,205,214.55856,-1.0461956,GALAXY,STARBURST,0.08211085,381.6267,5.120824,469.4363,4.91551,156.3576,3.438245,38.9351,1.740113,-9.92749,0.7026466,69.57431,2.235879,47.53885,2.580788,13.07583,1.600646,-106.5,1.244854,39.4903,4.378767,239.2063,8.08296,287.3445,8.309752,19.61467,0.0234527,19.11969,0.05218546,0.08294011349356664,-1.0812353746918466,2.440730095626948,0.3875197562869945,0.14820820204999058,-0.8291277612252235,0.1012679462580972,-0.9945279975432596,0.02785432230102359,-1.5551074035124275,Star Forming,Star Forming,Star Forming,0.2494761483080878,-0.6029709696932822,,106.5,,9.92749,Star Forming,0.07499808185648944,-1.1249498439388987,0.49498000000000175,-0.03262366305044197,-0.010622461486627127,Star Forming,-0.03262366305044197,-0.010622461486627127,0.4729787984361869
343575420509120512,305,51613,640,217.27625,0.96418787,GALAXY,STARBURST,0.03689371,379.5113,4.463187,398.4973,3.800443,120.8576,2.400247,31.4591,1.354044,-4.706746,0.3742213,59.37442,1.818026,39.58124,2.035691,15.05,1.381261,-55.79524,0.6023442,26.21217,2.761424,157.3492,4.852163,178.9889,5.118373,19.38888,0.02093907,18.6475,0.03840774,0.07894432408952332,-1.1026790892809195,3.140152543158229,0.4969507458575215,0.14899578993383394,-0.8268260029591094,0.09932624386664603,-1.002935987550847,0.037766880729179345,-1.4228888832700894,Star Forming,Star Forming,Star Forming,0.24832203380047996,-0.6049847434602889,,55.79524,,4.706746,Star Forming,0.07793398963721326,-1.1082730905633875,0.7413799999999995,4.498507651418393e-05,0.034174588760423424,Star Forming,4.498507651418393e-05,0.034174588760423424,0.7072503963160902
343551231253309440,305,51613,552,216.55409,0.86058722,GALAXY,AGN,0.03182086,206.196,7.252104,349.4867,7.064286,88.78378,4.601058,510.868,8.353708,-7.146766,0.1363313,188.694,6.98861,152.0488,6.917368,68.87097,6.143346,-2.506705,0.1148369,48.59991,6.811588,246.9721,11.86113,173.2923,11.6554,16.95908,0.02068685,16.02195,0.01908951,1.4617666423357456,0.1648780470165466,2.3224512405306466,0.3659466048225052,0.5399175419264882,-0.26767256206734963,0.4350631941072436,-0.3614476560137566,0.19706320726940396,-0.705394453201274,AGN,AGN,AGN,0.9749807360337318,-0.011003965139309957,,2.506705,,7.146766,RG,0.1156412724941727,-0.9368871380826934,0.9371299999999998,0.005312324822121958,0.046734682122686395,AGN,0.005312324822121958,0.046734682122686395,0.8957076426994354
341263147589462016,303,51615,420,213.24683,0.92118417,GALAXY,AGN,0.05287682,2137.188,17.35021,949.9895,10.20297,253.78,5.568537,965.9279,9.197429,-27.15139,0.2933071,390.185,6.811288,340.3087,6.491217,98.91763,4.76304,-25.71439,0.2886129,226.1934,5.697469,371.6154,11.22603,417.1947,11.45007,17.84304,0.02461727,16.49834,0.02247028,1.016777448592853,0.0072259053072678435,8.421420127669636,0.9253853339705703,0.4107255922302299,-0.3864482355001627,0.35822364352448105,-0.44584575317893554,0.10412497190758424,-0.9824451027556991,AGN,AGN,AGN,0.768949235754711,-0.11410233036674157,,25.71439,,27.15139,Seyfert,0.2867526670867931,-0.5424925340345751,1.3446999999999996,0.013627291491752277,0.10649871096084494,AGN,0.013627291491752277,0.10649871096084494,1.2518285805309068
341248579060393984,303,51615,367,213.24638,1.0140953,GALAXY,STARFORMING,0.05282557,351.2427,6.827869,939.0879,9.832519,288.0829,5.602919,255.5236,4.693783,-8.759801,0.2279695,180.9975,4.550211,135.1623,4.150868,35.60215,3.263272,-29.55036,0.3650609,27.76486,5.184216,447.9157,10.60433,469.5193,10.93064,17.55097,0.0245121,17.03739,0.02368086,0.27209763857036173,-0.5652752272768814,1.2192417529815203,0.08608982668170435,0.1927375488492611,-0.7150336684817833,0.14392933824405574,-0.8418506713947332,0.03791141383037733,-1.4212300191271983,Star Forming,Star Forming,Star Forming,0.3366668870933168,-0.47279959659034715,,29.55036,,8.759801,Star Forming,0.030263571806177003,-1.5190798164261925,0.513580000000001,-0.01188810845409646,0.015152983622252968,Star Forming,-0.01188810845409646,0.015152983622252968,0.4865389079236516
340165836209678336,302,51688,524,212.11777,1.0297768,GALAXY,STARFORMING,0.1241647,72.82784,3.105251,221.5078,4.301049,56.64494,3.44942,99.65861,3.012416,-10.28628,0.3620149,26.029,2.184085,17.69027,2.340578,8.740332,1.880683,-19.68703,0.4248348,15.95158,3.095343,21.95938,4.197549,24.12058,4.284746,19.50148,0.02803065,18.01213,0.02624676,0.4499101611771685,-0.34687419822509646,1.2856901251903523,0.10913630829554677,0.11750827736088751,-0.9299315403237792,0.07986296645084281,-1.0976545622946383,0.039458348645059,-1.4038610941812786,AGN,Star Forming,Composite,0.19737124381173032,-0.7047161219987781,,19.68703,,10.28628,Seyfert,0.3461717414685256,-0.46070838713995743,1.4893500000000017,0.008678913901432446,0.23005159377546622,AGN,0.008678913901432446,0.23005159377546622,1.2679773201259679
344634525487228928,306,51637,397,217.31755,0.56537777,GALAXY,STARBURST,0.05377915,365.4705,4.493517,576.7901,4.947643,155.1169,2.831907,61.96024,1.686678,-8.196964,0.3418582,94.28525,1.973519,68.93325,1.776573,18.76712,1.405189,-74.30566,0.718107,29.16304,3.020363,209.9064,5.576371,269.6016,6.126564,19.42432,0.01877144,18.82696,0.03728839,0.1074225095056243,-0.9689047062547413,2.356097240210448,0.37219321056978977,0.16346544436182242,-0.7865740406128543,0.11951184668391499,-0.9225890428794703,0.03253717426842104,-1.4876201666087292,Star Forming,Star Forming,Star Forming,0.28297729104573743,-0.5482484152504223,,74.30566,,8.196964,Star Forming,0.06081867247261776,-1.2159630637069945,0.5973600000000019,-0.010847183701362175,0.018378733266838965,Star Forming,-0.010847183701362175,0.018378733266838965,0.5681340830318008
344630403207817216,306,51690,382,217.31755,0.56537777,GALAXY,STARBURST,0.05380891,361.3789,4.505797,564.7468,5.120656,152.5168,2.86923,65.10468,1.749858,-8.9172,0.3509216,93.20241,2.114451,63.40375,1.735469,17.99459,1.355909,-72.1584,0.7286366,23.34342,3.258947,192.0069,5.610142,225.2763,5.852668,19.42432,0.01877144,18.82696,0.03728839,0.11528118441751242,-0.9382415701594777,2.369436678451161,0.37464510697223996,0.1650339762881348,-0.7824266364198177,0.11226933910913706,-0.9497388338884494,0.03186311104374562,-1.496711822911225,Star Forming,Star Forming,Star Forming,0.2773033153972718,-0.5570449380307461,,72.1584,,8.9172,Star Forming,0.05594143258103849,-1.2522664161540968,0.5973600000000019,-0.010864297667256308,0.018359265753501844,Star Forming,-0.010864297667256308,0.018359265753501844,0.5681364365792437
343498729573083136,305,51613,361,216.14195,0.50523168,GALAXY,STARBURST,0.03168992,204.0,3.39783,502.1385,4.606375,127.9574,2.580771,76.58636,1.695965,-9.231999,0.3114185,86.66099,1.995866,60.21639,1.837578,15.4845,1.618905,-59.32979,0.6055513,15.94899,2.930237,166.8839,6.073546,192.2791,6.208309,19.28807,0.02067884,18.33256,0.03192309,0.15252039029072656,-0.8166720920628568,1.5942805965110263,0.20256476046775848,0.17258383892093515,-0.7629998748784563,0.11991988266185523,-0.9211088051041876,0.030837109681890552,-1.5109263345131168,Star Forming,Star Forming,Star Forming,0.29250372158279037,-0.5338686039319281,,59.32979,,9.231999,Star Forming,0.044405993935900966,-1.3525584047143697,0.9555100000000003,0.005703658388326786,0.0479646011597611,Star Forming,0.005703658388326786,0.0479646011597611,0.913249057228566
342406645420156928,304,51957,484,215.26667,0.45117984,GALAXY,STARBURST,0.1515589,116.382,2.966932,538.3389,5.050273,149.1824,2.917607,170.0711,2.558007,-18.58677,0.4012983,91.43314,2.461982,119.7284,10.27135,15.46578,1.739828,-54.79917,0.5820086,14.53973,2.637008,195.4861,4.898639,246.2991,5.299653,19.10126,0.01852367,18.21393,0.03227762,0.3159182812165348,-0.500425242085532,0.7801322408005235,-0.10783177348637768,0.16984308583310626,-0.7699521281913537,0.22240339681936416,-0.6528585839576054,0.02872870602514513,-1.5416839347040083,Star Forming,Star Forming,Star Forming,0.3922464826524704,-0.4064409421233635,,54.79917,,18.58677,Star Forming,0.03291131074558405,-1.4826548208888977,0.8873299999999986,-0.06869776578706903,-0.020749110424831484,Star Forming,-0.06869776578706903,-0.020749110424831484,0.839381344637761
341286512211552256,303,51615,505,214.25699,0.47709014,GALAXY,AGN,0.05245277,143.964,3.847683,235.458,4.367162,53.40653,2.614311,239.5987,4.275465,-10.25468,0.2249455,59.96539,3.066773,58.64187,3.043465,21.03368,2.643072,-8.470652,0.2201844,20.4934,3.201316,70.28819,4.873562,50.36953,4.664247,18.37947,0.02566758,17.08575,0.02239352,1.0175857265414638,0.007571006590742997,2.6956254225840923,0.4306595435729112,0.2546755259961437,-0.5940127881950885,0.24905448105394593,-0.6037056399203776,0.08933092101351409,-1.0489981883550332,AGN,AGN,AGN,0.5037300070500896,-0.2978021775756593,,8.470652,,10.25468,Seyfert,0.1698473997353837,-0.7699410975382489,1.2937200000000004,0.012186338554998505,0.10079318786833305,AGN,0.012186338554998505,0.10079318786833305,1.205113150686666
340149068657354752,302,51688,463,211.84652,0.47566235,QSO,AGN,0.1053532,655.5542,6.690257,302.985,5.284401,69.57604,3.420615,362.8904,5.418321,-18.57909,0.3134612,91.40786,3.392323,95.72591,3.745302,52.07272,2.983766,-14.62037,0.2671835,57.28795,3.838194,73.50594,6.090296,62.66507,6.082967,19.11297,0.01888889,17.41386,0.01969597,1.1977173787481228,0.0783543511664911,9.42212577778212,0.974148897422075,0.30169104081060116,-0.5204375866904118,0.31594273643909765,-0.5003916246667601,0.17186566991765267,-0.7648108647573731,AGN,AGN,AGN,0.6176337772496988,-0.2092689612603497,,14.62037,,18.57909,Seyfert,0.4207059197108107,-0.37602137702590344,1.699110000000001,0.02379200593487401,0.2518999508317345,AGN,0.02379200593487401,0.2518999508317345,1.4710020551031406
344622155981416448,306,51637,352,216.83318,0.099814907,GALAXY,AGN,0.08441756,182.6888,3.279682,184.9031,2.680674,44.78983,2.005064,200.2968,2.636449,-21.67746,0.3243647,41.50006,2.430613,37.04116,2.134332,15.0531,1.993862,-18.20612,0.3073249,15.25097,2.704401,29.84577,3.679249,32.62589,3.865794,19.63677,0.03551883,18.43568,0.03188585,1.0832527956535072,0.03472981853292962,4.078800924227664,0.6105325090387774,0.22444220783751057,-0.6488954677936933,0.20032741473777346,-0.6982596135889504,0.0814107497386469,-1.0893182456766795,AGN,AGN,AGN,0.42476962257528406,-0.37184654941165657,,18.20612,,21.67746,Seyfert,0.24412621659165132,-0.6123855794123355,1.201089999999997,-0.00014220507405889537,0.11056718121131236,AGN,-0.00014220507405889537,0.11056718121131236,1.090380613714626
344623256382236672,306,51690,356,216.83318,0.099814907,GALAXY,AGN,0.08446732,195.1441,3.632038,192.0849,2.884548,46.24095,2.433124,202.9071,2.825872,-22.00784,0.3495562,43.13427,2.781844,40.99828,2.418901,15.10866,2.097146,-19.08683,0.3278162,16.41878,2.971483,32.91071,4.48464,30.10592,4.754817,19.63677,0.03551883,18.43568,0.03188585,1.0563407118414827,0.02380401801514654,4.220157674096229,0.6253286774334018,0.22455835935047472,-0.6486707733680885,0.2134383285724177,-0.6707275886941021,0.07865615673069565,-1.104267277751195,AGN,AGN,AGN,0.4379966879228924,-0.35852917356496444,,19.08683,,22.00784,Seyfert,0.2605467794770999,-0.5841142906183809,1.201089999999997,-0.00016167798226855387,0.1105842181160816,AGN,-0.00016167798226855387,0.1105842181160816,1.090344103901647
343500103962617856,305,51613,366,216.21709,0.13909175,GALAXY,AGN BROADLINE,0.1310103,771.4586,7.382319,598.4808,5.962914,141.8666,3.760694,436.6504,4.878685,-34.52811,0.4145864,163.2901,4.97426,122.8272,5.503423,48.18608,2.888268,-49.64959,0.4803715,72.70991,4.181718,168.0759,8.818657,214.2523,8.927743,19.4232,0.01992797,17.70386,0.02414604,0.7295980088250116,-0.13691635992839296,5.43791561932125,0.7354324643129967,0.2728410000788663,-0.5640903672630962,0.20523164652901146,-0.6877556705913261,0.08051399476808611,-1.0941286249451092,AGN,AGN,AGN,0.47807264660787774,-0.32050610417515824,,49.64959,,34.52811,Seyfert,0.19017668589447495,-0.7208427250851834,1.7193400000000025,0.026102678361993835,0.31914594372469196,AGN,0.026102678361993835,0.31914594372469196,1.4262967346373043
340158414506190848,302,51688,497,212.1924,0.072030853,GALAXY,STARBURST,0.05313177,208.0385,3.462411,455.3023,4.427249,124.2571,2.562369,65.72466,1.657549,-7.024896,0.3101613,87.12846,1.955884,62.22379,1.738852,15.52038,1.36036,-47.73206,0.5329084,17.84191,2.970589,199.0655,5.784959,242.5467,6.085218,19.10959,0.03043289,18.47798,0.0383762,0.1443538941050814,-0.8405714960538685,1.6742584528369004,0.22382250023844277,0.19136397949230655,-0.7181398062662059,0.1366647829365237,-0.8643433840919605,0.03408807730600087,-1.4673974938999663,Star Forming,Star Forming,Star Forming,0.3280287624288303,-0.4840880745307807,,47.73206,,7.024896,Star Forming,0.040401759733992855,-1.393599718401305,0.631610000000002,-0.009687503623325272,0.021124434259832688,Star Forming,-0.009687503623325272,0.021124434259832688,0.6007980621168441
344568829667469312,306,51637,158,218.31361,-0.26678212,GALAXY,STARBURST,0.1366756,320.6653,4.453534,831.0942,6.573401,226.6843,3.726863,293.107,3.11816,-57.48751,0.7422737,65.54633,2.589619,61.56774,2.212371,13.47187,1.342017,-167.9672,1.348324,15.66716,2.540232,231.4124,5.212951,145.2943,4.668479,19.66211,0.02206195,18.80321,0.0368874,0.35267602637583084,-0.452624061076915,1.4145898061753726,0.15063052414248618,0.0788675098442511,-1.1031018713328897,0.07408033890743071,-1.1302970394836498,0.016209799081740674,-1.7902223681392773,AGN,Star Forming,Composite,0.15294784875168183,-0.8154566270927982,,167.9672,,57.48751,Star Forming,0.04158980979101248,-1.3810130658553739,0.8588999999999984,-0.059404349108440835,-0.017928609720728017,Star Forming,-0.059404349108440835,-0.017928609720728017,0.8174242606122857
342279376949241856,304,51957,21,215.87244,-0.37766866,GALAXY,STARBURST,0.03181852,1720.084,14.24714,1742.518,13.56517,502.0068,6.727937,122.7738,2.353078,-12.78578,0.3783358,198.6174,3.181593,141.3903,2.793596,43.25206,2.227832,-181.0225,1.476601,152.8615,9.207544,761.2791,20.22203,746.1238,19.92347,18.50463,0.02389845,18.35367,0.0372329,0.07045769398077953,-1.1520715750039305,3.426415737794787,0.5348400561415297,0.11398298324608412,-0.9431599805403111,0.08114137127995234,-1.0907576570422899,0.02482158577414982,-1.6051704762231425,Star Forming,Star Forming,Star Forming,0.19512435452603646,-0.7096885205790802,,181.0225,,12.78578,Star Forming,0.10140719511684633,-0.9939312295324277,0.15095999999999776,-0.0022026088309390125,0.033968656765458044,Star Forming,-0.0022026088309390125,0.033968656765458044,0.11478873440360071
342279096232863744,304,51609,20,215.87244,-0.37766866,GALAXY,STARBURST,0.03182963,1661.427,14.43126,1671.735,14.2688,512.8215,6.323435,117.1861,2.34112,-12.65568,0.3764158,190.211,3.126721,140.8629,2.878801,42.05842,2.257139,-174.0943,1.550205,146.1543,8.128963,921.4957,20.8073,957.8556,20.87601,18.50463,0.02389845,18.35367,0.0372329,0.07009849049041864,-1.154291334083842,3.2397764134304037,0.5105150392918008,0.11378059321603007,-0.943931806288261,0.08426150077613977,-1.0743708099493603,0.025158544865065337,-1.5993144814838416,Star Forming,Star Forming,Star Forming,0.19804209399216982,-0.7032424903165347,,174.0943,,12.65568,Star Forming,0.07776848319949549,-1.1091963714642306,0.15095999999999776,-0.002206152050072368,0.033973777493874646,Star Forming,-0.002206152050072368,0.033973777493874646,0.11478007045605075
341176561048774656,303,51615,105,214.17081,-0.30157287,GALAXY,AGN,0.07824092,226.363,4.47479,281.5372,4.345521,76.42705,2.998823,167.9246,3.329055,-12.05929,0.3081973,59.66738,7.544894,53.64222,2.883806,17.99977,2.29313,-18.73599,0.3532103,23.44664,3.85338,60.99668,5.258087,70.13234,5.578434,18.96896,0.02252594,17.72473,0.02568335,0.5964561699128925,-0.2244214645910352,2.961817838056029,0.47155834440806044,0.21193426659070277,-0.6737988187110561,0.19053332916573726,-0.720029044100191,0.06393389576936903,-1.194268831314752,AGN,AGN,AGN,0.40246759575644003,-0.3952690806394386,,18.73599,,12.05929,Seyfert,0.1788058814135879,-0.7476182001740039,1.2442299999999982,0.0045244114214325545,0.11768819928425321,AGN,0.0045244114214325545,0.11768819928425321,1.1310662121371775
309742902949472256,275,51910,438,161.10902,0.28536079,GALAXY,AGN,0.1502237,317.0424,4.13844,242.3622,3.084375,66.03322,2.134897,170.0627,2.630321,-22.4458,0.4235685,55.12259,2.436602,44.79379,1.901824,9.813886,3.662137,-30.56794,0.4508232,25.5897,2.407918,40.77862,2.695903,45.91872,2.744029,19.98978,0.01902406,18.79796,0.03897628,0.7016882170569503,-0.153855816203281,4.801256095038225,0.6813548714962814,0.2274388910481915,-0.6431352708555375,0.184821684239539,-0.7332470764432469,0.04049264282961617,-1.3926238772483186,AGN,AGN,AGN,0.4122605752877305,-0.38482819504014854,,30.56794,,22.4458,Seyfert,0.29516130483357395,-0.5299405784166366,1.1918199999999999,-0.03372398480627972,0.10530777805385148,AGN,-0.03372398480627972,0.10530777805385148,1.0527882371398687
308661258435979264,274,51913,599,160.81279,0.22058811,GALAXY,STARFORMING,0.04696816,86.92776,2.02221,238.6153,3.022793,74.79323,1.810052,48.75615,1.451777,-4.417103,0.2353469,57.12231,1.445858,40.98653,1.42613,10.88512,1.200376,-20.39843,0.3674124,15.62356,2.536495,167.3871,4.570585,157.2154,4.581767,19.46029,0.02174185,18.8684,0.04297559,0.20432952120002362,-0.6896688826673383,1.162241021012196,0.06529619969064257,0.23939081022884953,-0.6208925253728181,0.17176823950517844,-0.7650571355151807,0.04561786272715958,-1.340865066002478,Star Forming,Star Forming,Star Forming,0.41115904973402795,-0.3859901463477908,,20.39843,,4.417103,Star Forming,0.04813136066419698,-1.3175718607286322,0.5918899999999994,-0.007267148967149853,0.02194783335818671,Star Forming,-0.007267148967149853,0.02194783335818671,0.5626750176746628
341232911019698176,303,51615,310,213.21823,-0.37886755,GALAXY,STARBURST,0.09618083,422.7993,5.493016,586.9685,5.774442,179.888,3.554798,70.60192,1.856511,-13.86504,0.5350987,82.53609,2.529192,63.21032,2.123271,15.0485,1.482017,-111.0378,1.165226,33.68735,2.9053,238.6371,6.442438,299.3871,7.068549,19.45523,0.02138963,19.19594,0.0540277,0.1202822979427346,-0.9197982834787676,2.3503474384061196,0.37113206628424006,0.14061417265151369,-0.8519709041088964,0.10768945863364049,-0.9678268062776899,0.02563766198697205,-1.5911215826030662,Star Forming,Star Forming,Star Forming,0.24830363128515417,-0.6050169291140908,,111.0378,,13.86504,Star Forming,0.06261307576871078,-1.2033349616586004,0.25929,-0.04286638292349626,0.011353951724040495,Star Forming,-0.04286638292349626,0.011353951724040495,0.20506966535246327
344558659184912384,306,51637,121,218.18518,-0.78832792,GALAXY,STARBURST,0.05520416,321.3061,4.265517,634.6761,5.254735,159.5254,2.916397,77.41795,1.903617,-8.742365,0.3159413,118.2677,2.250251,81.29082,1.914538,27.37239,1.451242,-69.1011,0.6304992,16.77119,3.313809,271.4447,6.67861,200.3759,7.052464,19.26273,0.0182329,18.63113,0.04106878,0.12198025102883188,-0.9137104772225848,2.014137560538949,0.3040891284533687,0.18634339626149465,-0.7296859934012094,0.12808237146475185,-0.8925106399853745,0.043128124723776425,-1.365239425225758,Star Forming,Star Forming,Star Forming,0.31442576772624653,-0.5024818700029995,,69.1011,,8.742365,Star Forming,0.03554569257891665,-1.449213019478464,0.6316000000000024,-0.01086113497685344,0.019815104879112755,Star Forming,-0.01086113497685344,0.019815104879112755,0.6009237601440361
344563882754336768,306,51690,140,218.18518,-0.78832792,GALAXY,STARBURST,0.05524246,358.4074,4.650379,683.5853,5.982935,183.9069,3.294921,82.68732,2.005299,-9.821142,0.3330719,118.5355,2.278925,82.66503,1.974707,26.35425,1.535435,-75.73097,0.7123309,27.02639,3.817748,275.9655,7.621222,249.7298,7.760287,19.26273,0.0182329,18.63113,0.04106878,0.12096123190478204,-0.9173537988375386,1.9488523812864007,0.28977894408389454,0.17340264631202573,-0.7609442790054803,0.12092862441600194,-0.9174708872739625,0.03855297941602899,-1.4139420535678697,Star Forming,Star Forming,Star Forming,0.29433127072802767,-0.5311635945664697,,75.73097,,9.821142,Star Forming,0.051410750676294796,-1.288946054717048,0.6316000000000024,-0.010883196458348893,0.019789965024640338,Star Forming,-0.010883196458348893,0.019789965024640338,0.6009268385170131
344580925184567296,306,51690,202,217.68676,-0.79862283,GALAXY,STARBURST,0.03512078,360.4938,5.754488,1113.938,9.272745,309.6731,5.048628,288.9324,4.12127,-11.74249,0.2155591,165.1741,3.691624,114.9071,3.324776,24.78438,2.630144,-42.01076,0.3871708,31.89282,5.090701,324.0248,10.96019,391.8595,11.26656,18.09735,0.02684443,17.18015,0.01975571,0.25937924731897105,-0.5860647743405957,1.1641107994204212,0.06599431818914203,0.1482794374552264,-0.8289190702723258,0.10315394573127049,-0.9865141552182762,0.022249335241279134,-1.6526829602047164,Star Forming,Star Forming,Star Forming,0.2514333831864969,-0.5995770608936096,,42.01076,,11.74249,Star Forming,0.04455024366367582,-1.3511499162847842,0.9171999999999976,0.00438527085590683,0.04741872084746027,Star Forming,0.00438527085590683,0.04741872084746027,0.8741665500084441
308528492406925312,274,51913,116,160.78163,-0.094421241,GALAXY,STARBURST,0.0615075,142.637,2.376727,416.9684,3.358904,111.9039,2.02048,75.62583,1.489388,-9.32658,0.2814884,77.89857,1.54326,56.18871,1.441979,14.93195,1.080772,-48.0048,0.4463128,13.65125,2.580507,202.7348,5.296943,186.9311,5.34049,19.59285,0.02512625,18.99093,0.04884329,0.18137065062964003,-0.7414329890556298,1.2746383280654205,0.1053869734699463,0.18682127950223568,-0.728573657848659,0.13475531958776732,-0.8704540816364905,0.03581074728924302,-1.4459866161506671,Star Forming,Star Forming,Star Forming,0.321576599090003,-0.4927155620872909,,48.0048,,9.32658,Star Forming,0.035033216917364336,-1.4555199818568896,0.6019199999999998,-0.015440667649972935,0.012997002966001803,Star Forming,-0.015440667649972935,0.012997002966001803,0.5734823293840251
308528217529018368,274,51913,115,160.77378,-0.054898489,GALAXY,AGN,0.09530569,111.6197,2.366432,108.1738,2.046478,25.97646,1.635513,61.85086,1.626939,-5.95061,0.2109862,28.086,2.036019,19.28242,2.618206,6.973658,1.599417,-8.233388,0.2206591,11.11274,2.083718,30.35247,3.185358,28.54985,3.031754,19.83662,0.0225253,18.2823,0.03376524,0.5717730171261433,-0.24277634353858457,4.296955782273643,0.6331608846093476,0.25963773113267724,-0.5856321946451495,0.17825406891502377,-0.7489605479435663,0.0644671630283858,-1.1906614411310181,AGN,AGN,AGN,0.437891800047701,-0.35863318732072796,,8.233388,,5.95061,Seyfert,0.18866387605785306,-0.7243112473209956,1.5543200000000006,0.017415512549724812,0.20473496979831282,AGN,0.017415512549724812,0.20473496979831282,1.3670005427514127
308571098482501632,274,51913,271,159.49476,-0.096064599,GALAXY,STARFORMING,0.2227749,84.69439,1.995375,394.8306,4.67003,87.50334,1.935026,343.4432,3.57405,-28.52608,0.3352129,105.7065,2.589746,81.59463,2.574738,34.45707,1.975212,-33.32633,0.4328433,13.35903,2.061509,88.30347,3.472872,97.44852,3.50878,19.5575,0.02104288,18.03112,0.02988248,0.8698495000134234,-0.06055588182704386,0.9678989396290474,-0.014169985927852019,0.267726209670679,-0.5723091104785074,0.20665731075554933,-0.6847492264111488,0.08727051550715674,-1.0591324586470938,AGN,Star Forming,Composite,0.47438352042622833,-0.32387040630539743,,33.32633,,28.52608,Seyfert,0.07191863731850194,-1.143158550010392,1.5263799999999996,-0.014168990494283759,0.333567508607718,AGN,-0.014168990494283759,0.333567508607718,1.1786435008979979
310834992856983552,276,51909,315,162.26525,-0.42162166,GALAXY,STARBURST,0.06309882,388.8769,3.735416,252.4125,2.446842,72.75274,1.72964,10.79843,0.7872657,-5.846113,0.9193479,17.76421,0.8641809,12.66994,0.8028691,3.831797,0.7493754,-146.995,1.604121,25.18125,2.369586,73.52068,3.72488,85.58235,3.832917,20.54155,0.02950692,20.06784,0.1005939,0.042780884464913585,-1.3687502409365178,5.3451856246238965,0.7279627917431238,0.07037769524092508,-1.1525649597306915,0.05019537463477443,-1.2993363000490592,0.015180694300004953,-1.8187083652148817,Star Forming,Star Forming,Star Forming,0.1205730698756995,-0.9187496815026364,,146.995,,5.846113,Star Forming,0.15827008448550603,-0.8006011658113616,0.4737100000000005,-0.01900837309077399,0.006676726634986796,Star Forming,-0.01900837309077399,0.006676726634986796,0.44802490027423975
309651643484366848,275,51910,106,162.26525,-0.42162166,GALAXY,STARBURST,0.06311004,385.7745,3.875704,260.627,2.801929,73.91292,1.742726,10.18567,0.7675111,-7.278203,0.9666187,17.38384,0.8968992,13.12535,0.8285267,3.295771,0.7149601,-163.1221,1.931574,24.78887,2.519911,67.43668,3.913416,86.5513,4.150651,20.54155,0.02950692,20.06784,0.1005939,0.03908140752876716,-1.408029803423868,5.219310778142711,0.7176131572145519,0.06670007328480931,-1.1758736889144734,0.05036066869510833,-1.2979085119107285,0.012645547084530764,-1.8980623770231577,Star Forming,Star Forming,Star Forming,0.11706074197991764,-0.9315887274731396,,163.1221,,7.278203,Star Forming,0.1609792530559853,-0.7932300920668951,0.4737100000000005,-0.019015974427214196,0.006667482039420274,Star Forming,-0.019015974427214196,0.006667482039420274,0.4480265435333661
